Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Сонковская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979					
38	"21. ""Российская Конституционно-демократическая партия"""	10	2	3	1	1	2	0	0	0	0	0	0	1	0	0					
		0.18%	0.23%	0.24%	0.20%	0.24%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.32%	0.0%	0.0%	0.48%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	733	118	153	168	47	36	11	14	18	43	16	32	53	10	14					
		13.28%	13.65%	12.24%	34.35%	11.72%	8.53%	7.91%	12.06%	6.0%	20.47%	7.84%	10.38%	11.54%	6.75%	6.73%					
																					
41	Против всех	165	33	55	11	6	5	2	4	11	7	16	7	3	4	1					
		2.99%	3.81%	4.40%	2.24%	1.49%	1.18%	1.43%	3.44%	3.66%	3.33%	7.84%	2.27%	0.65%	2.70%	0.48%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
