7	Число избирательных бюллетеней в переносных ящиках для голосования	5050	34	37	226	133	55	37	159	56	31	38	32	67	51	40	23	24	43	52	75	15	81	30	45	75	64	30	19	83	82	83	76	45	68	20	203	187	155	84	84	97	123	16	153	42	134	46	20	50	119	82	63	86	91	20	34	72	70	74	33	47	104	8	98	8	35	103	104	36	31	20	81	50	10	119	29					
8	Число бюллетеней в стационарных ящиках для голосования	48797	1084	927	553	1657	782	496	947	957	1023	1330	967	1024	940	1114	1039	1155	1399	899	363	291	607	919	544	614	313	177	123	569	543	642	491	340	382	161	1271	1191	1058	910	927	916	1063	1245	361	87	658	361	151	397	1111	1098	233	418	529	275	434	890	515	237	375	380	772	71	532	278	382	663	571	324	694	109	912	147	170	518	191					
9	Число недействительных избирательных бюллетеней	455	8	14	6	4	0	7	5	11	7	18	7	12	16	6	14	8	23	14	6	5	4	6	5	2	3	0	0	7	8	8	6	2	1	2	24	2	12	10	6	8	12	15	4	0	8	11	1	1	14	0	5	0	3	2	9	10	0	6	3	4	12	0	0	0	0	5	3	0	0	1	13	1	0	4	1					
10	Число действительных избирательных бюллетеней	53392	1110	950	773	1786	837	526	1101	1002	1047	1350	992	1079	975	1148	1048	1171	1419	937	432	301	684	943	584	687	374	207	142	645	617	717	561	383	449	179	1450	1376	1201	984	1005	1005	1174	1246	510	129	784	396	170	446	1216	1180	291	504	617	293	459	952	585	305	405	423	864	79	630	286	417	761	672	360	725	128	980	196	180	633	219					
11	Число полученных открепительных  удостоверений	2463	70	47	30	28	23	15	22	30	55	38	40	30	30	30	49	45	30	30	20	20	45	45	30	30	20	10	10	30	30	15	20	20	20	10	60	90	78	55	55	77	82	40	40	10	30	20	10	20	65	37	20	55	95	25	20	30	20	20	10	20	20	10	20	10	20	30	50	10	10	15	60	15	10	62	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2318	70	47	25	22	22	15	22	30	51	38	39	29	26	28	49	44	30	30	20	20	45	45	30	30	9	10	10	19	30	15	20	20	20	10	60	90	78	55	55	77	82	37	40	10	30	4	6	17	65	37	5	55	95	25	20	30	8	15	10	14	10	4	5	9	20	30	50	10	10	13	60	15	10	62	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	910	31	54	15	16	46	14	37	14	33	42	33	26	23	24	16	46	27	17	3	2	3	11	12	15	4	2	3	2	5	5	1	2	1	6	6	10	15	11	4	7	9	48	0	9	19	10	6	1	12	3	1	3	5	3	6	7	5	4	7	0	5	6	12	4	1	12	9	4	2	8	18	3	2	19	3					
14	Число неиспользованных открепительных удостоверений	145	0	0	5	6	1	0	0	0	4	0	1	1	4	2	0	1	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	4	3	0	0	15	0	0	0	0	0	12	5	0	6	10	6	15	1	0	0	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	37	3	1	0	2	0	0	3	0	2	0	1	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	6	2	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																		
18	Богданов Андрей Владимирович	401	7	14	12	11	7	0	7	6	10	10	5	14	13	7	9	14	15	5	1	1	0	4	5	7	0	1	0	4	4	5	1	0	4	0	7	7	13	14	27	13	5	14	6	1	8	1	2	2	5	9	0	0	5	2	5	9	3	3	2	0	5	0	0	1	2	3	5	3	3	0	4	2	0	6	1					
		0.74%	0.63%	1.45%	1.54%	0.61%	0.84%	0.00%	0.63%	0.59%	0.95%	0.73%	0.50%	1.28%	1.31%	0.61%	0.85%	1.19%	1.04%	0.53%	0.23%	0.33%	0.00%	0.42%	0.85%	1.02%	0.00%	0.48%	0.00%	0.61%	0.64%	0.69%	0.18%	0.00%	0.89%	0.00%	0.47%	0.51%	1.07%	1.41%	2.67%	1.28%	0.42%	1.11%	1.17%	0.78%	1.01%	0.25%	1.17%	0.45%	0.41%	0.76%	0.00%	0.00%	0.81%	0.68%	1.07%	0.94%	0.51%	0.96%	0.49%	0.00%	0.57%	0.00%	0.00%	0.35%	0.48%	0.39%	0.74%	0.83%	0.41%	0.00%	0.40%	1.02%	0.00%	0.94%	0.45%					
19	Жириновский Владимир Вольфович	5066	110	162	61	74	70	40	128	93	95	111	113	100	65	115	101	159	222	118	44	35	35	62	60	50	30	6	12	59	59	65	31	48	51	11	90	32	116	85	79	106	133	143	55	5	44	37	17	36	137	91	24	72	65	32	82	159	42	35	38	37	75	1	50	25	54	76	69	42	74	29	69	13	23	55	24					
		9.41%	9.84%	16.80%	7.83%	4.13%	8.36%	7.50%	11.57%	9.18%	9.01%	8.11%	11.31%	9.17%	6.56%	9.97%	9.51%	13.49%	15.40%	12.41%	10.05%	11.44%	5.09%	6.53%	10.19%	7.26%	7.96%	2.90%	8.45%	9.05%	9.44%	8.97%	5.47%	12.47%	11.33%	6.08%	6.11%	2.32%	9.56%	8.55%	7.81%	10.46%	11.21%	11.34%	10.70%	3.88%	5.56%	9.09%	9.94%	8.05%	11.14%	7.71%	8.11%	14.29%	10.48%	10.85%	17.52%	16.53%	7.18%	11.25%	9.31%	8.67%	8.56%	1.27%	7.94%	8.74%	12.95%	9.92%	10.22%	11.67%	10.21%	22.48%	6.95%	6.60%	12.78%	8.63%	10.91%					
20	Зюганов Геннадий Андреевич	11244	180	200	131	261	106	133	234	253	381	262	246	306	280	216	214	288	339	252	93	63	109	201	175	174	56	33	22	185	159	134	81	99	57	22	291	350	297	335	325	350	363	209	119	13	170	51	19	59	199	114	54	63	70	47	134	241	68	56	65	44	107	6	122	57	75	124	88	30	61	10	196	24	38	204	51					
		20.88%	16.10%	20.75%	16.82%	14.58%	12.66%	24.95%	21.16%	24.98%	36.15%	19.15%	24.62%	28.05%	28.25%	18.72%	20.15%	24.43%	23.51%	26.50%	21.23%	20.59%	15.84%	21.18%	29.71%	25.25%	14.85%	15.94%	15.49%	28.37%	25.44%	18.48%	14.29%	25.71%	12.67%	12.15%	19.74%	25.40%	24.48%	33.70%	32.15%	34.55%	30.61%	16.57%	23.15%	10.08%	21.46%	12.53%	11.11%	13.20%	16.18%	9.66%	18.24%	12.50%	11.29%	15.93%	28.63%	25.05%	11.62%	18.01%	15.93%	10.30%	12.21%	7.59%	19.37%	19.93%	17.99%	16.19%	13.04%	8.33%	8.41%	7.75%	19.74%	12.18%	21.11%	32.03%	23.18%					
21	Медведев Дмитрий Анатольевич	36681	813	574	569	1440	654	353	732	650	561	967	628	659	617	810	724	710	843	562	294	202	540	676	344	456	288	167	108	397	395	513	448	236	337	146	1062	987	775	550	574	536	673	880	330	110	562	307	132	349	875	966	213	369	477	212	238	543	472	211	300	342	677	72	458	203	286	558	510	285	587	89	711	157	119	368	143					
		68.12%	72.72%	59.54%	73.04%	80.45%	78.14%	66.23%	66.18%	64.17%	53.23%	70.69%	62.86%	60.40%	62.26%	70.19%	68.17%	60.22%	58.46%	59.10%	67.12%	66.01%	78.49%	71.23%	58.40%	66.18%	76.39%	80.68%	76.06%	60.89%	63.20%	70.76%	79.01%	61.30%	74.89%	80.66%	72.05%	71.63%	63.89%	55.33%	56.78%	52.91%	56.75%	69.79%	64.20%	85.27%	70.96%	75.43%	77.19%	78.08%	71.14%	81.86%	71.96%	73.21%	76.94%	71.86%	50.85%	56.44%	80.68%	67.85%	73.53%	80.09%	77.28%	91.14%	72.70%	70.98%	68.59%	72.85%	75.56%	79.17%	80.97%	68.99%	71.60%	79.70%	66.11%	57.77%	65.00%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
