Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
"Наименование Избирательной комиссии:    Владивосток, Первомайская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №1918	УИК №1919	УИК №1920					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1760	30	30	30	30	30	30	30	30	35	30	50	30	30	30	30	30	30	0	30	30	30	30	30	30	95	30	30	30	30	30	30	30	30	30	60	30	30	30	30	30	30	40	30	40	30	30	30	30	30	30	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1048	18	17	9	16	12	11	14	11	27	22	36	20	17	12	15	20	17	0	11	21	23	22	9	14	82	19	16	21	8	19	16	11	16	20	49	13	15	18	17	22	16	29	18	32	22	16	20	24	19	17	17	15	11	17	19	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	924	14	10	8	9	9	14	14	2	23	12	8	15	12	13	6	6	5	116	6	36	6	53	5	7	77	8	13	13	14	9	12	13	7	10	9	21	3	6	8	11	8	33	18	10	15	9	16	22	4	14	13	23	2	10	6	78					
14	Число погашенных неиспользованных открепительных удостоверений	712	12	13	21	14	18	19	16	19	8	8	14	10	13	18	15	10	13	0	19	9	7	8	21	16	13	11	14	9	22	11	14	19	14	10	11	17	15	12	13	8	14	11	12	8	8	14	10	6	11	13	13	15	19	13	11	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	162	3	0	5	1	2	0	1	0	0	0	5	2	6	3	2	2	2	0	2	3	2	1	0	2	33	4	0	2	0	1	8	2	2	3	2	1	0	2	3	1	2	15	5	2	2	1	2	2	2	5	0	11	2	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9604	210	149	235	205	173	223	254	133	275	264	213	179	183	118	161	242	194	65	226	206	215	250	212	175	135	166	167	153	92	241	145	203	172	136	125	145	195	137	135	205	163	133	96	177	192	157	210	227	100	120	184	151	102	123	118	39					
		21.32%	22.27%	21.72%	25.71%	24.26%	24.71%	24.42%	23.54%	19.62%	24.40%	23.49%	20.09%	20.81%	19.51%	20.74%	23.75%	22.41%	25.36%	20.83%	23.42%	22.54%	24.88%	24.75%	26.17%	24.54%	19.12%	22.07%	21.72%	20.54%	16.25%	22.34%	20.31%	24.85%	22.66%	18.99%	13.40%	16.90%	22.57%	21.04%	20.45%	23.92%	18.71%	15.99%	19.59%	18.81%	19.59%	20.36%	22.01%	23.02%	22.08%	23.76%	21.35%	19.92%	17.93%	18.14%	16.67%	5.61%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9977	207	160	207	142	131	214	239	149	249	229	244	218	205	136	118	305	159	22	214	207	194	191	160	128	142	160	164	157	124	250	169	147	155	145	210	223	203	157	159	169	168	200	124	184	240	171	246	224	104	111	203	170	141	134	181	214					
		22.15%	21.95%	23.32%	22.65%	16.80%	18.71%	23.44%	22.15%	21.98%	22.09%	20.37%	23.02%	25.35%	21.86%	23.90%	17.40%	28.24%	20.78%	7.05%	22.18%	22.65%	22.45%	18.91%	19.75%	17.95%	20.11%	21.28%	21.33%	21.07%	21.91%	23.17%	23.67%	17.99%	20.42%	20.25%	22.51%	25.99%	23.50%	24.12%	24.09%	19.72%	19.29%	24.04%	25.31%	19.55%	24.49%	22.18%	25.79%	22.72%	22.96%	21.98%	23.55%	22.43%	24.78%	19.76%	25.56%	30.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	436	14	6	8	6	3	7	16	8	10	27	7	9	11	2	3	10	7	8	5	3	9	13	4	7	2	10	8	6	5	12	5	5	5	7	10	8	9	10	3	6	4	8	3	15	6	12	5	11	5	4	11	13	7	5	4	9					
		0.97%	1.48%	0.87%	0.88%	0.71%	0.43%	0.77%	1.48%	1.18%	0.89%	2.40%	0.66%	1.05%	1.17%	0.35%	0.44%	0.93%	0.92%	2.56%	0.52%	0.33%	1.04%	1.29%	0.49%	0.98%	0.28%	1.33%	1.04%	0.81%	0.88%	1.11%	0.70%	0.61%	0.66%	0.98%	1.07%	0.93%	1.04%	1.54%	0.45%	0.70%	0.46%	0.96%	0.61%	1.59%	0.61%	1.56%	0.52%	1.12%	1.10%	0.79%	1.28%	1.72%	1.23%	0.74%	0.56%	1.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11533	231	152	198	208	177	213	243	191	296	273	265	222	270	146	192	272	197	87	254	238	202	265	217	185	143	184	213	208	174	280	193	239	215	205	203	199	225	160	168	235	269	207	136	268	252	212	226	241	78	110	263	194	120	201	215	103					
		25.60%	24.50%	22.16%	21.66%	24.62%	25.29%	23.33%	22.52%	28.17%	26.26%	24.29%	25.00%	25.81%	28.78%	25.66%	28.32%	25.19%	25.75%	27.88%	26.32%	26.04%	23.38%	26.24%	26.79%	25.95%	20.25%	24.47%	27.70%	27.92%	30.74%	25.95%	27.03%	29.25%	28.33%	28.63%	21.76%	23.19%	26.04%	24.58%	25.45%	27.42%	30.88%	24.88%	27.76%	28.48%	25.71%	27.50%	23.69%	24.44%	17.22%	21.78%	30.51%	25.59%	21.09%	29.65%	30.37%	14.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2251	49	33	64	53	28	37	70	30	51	60	57	62	58	28	31	57	47	5	49	41	56	52	34	50	30	44	38	30	24	65	38	49	39	26	33	45	35	31	27	51	53	39	14	40	50	39	33	49	6	19	37	33	17	63	35	17					
		4.99%	5.20%	4.81%	7.00%	6.27%	4.00%	4.05%	6.49%	4.42%	4.53%	5.34%	5.38%	7.21%	6.18%	4.92%	4.57%	5.28%	6.14%	1.60%	5.08%	4.49%	6.48%	5.15%	4.20%	7.01%	4.25%	5.85%	4.94%	4.03%	4.24%	6.02%	5.32%	5.99%	5.14%	3.63%	3.54%	5.24%	4.05%	4.76%	4.09%	5.95%	6.08%	4.69%	2.86%	4.25%	5.10%	5.06%	3.46%	4.97%	1.32%	3.76%	4.29%	4.35%	2.99%	9.29%	4.94%	2.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10060	209	161	182	203	172	202	225	151	217	247	254	151	173	123	157	176	140	111	189	199	170	215	153	151	245	167	162	164	131	206	143	151	150	178	325	222	176	134	157	179	198	217	108	232	220	165	202	207	127	129	143	179	158	131	135	288					
		22.33%	22.16%	23.47%	19.91%	24.02%	24.57%	22.12%	20.85%	22.27%	19.25%	21.98%	23.96%	17.56%	18.44%	21.62%	23.16%	16.30%	18.30%	35.58%	19.59%	21.77%	19.68%	21.29%	18.89%	21.18%	34.70%	22.21%	21.07%	22.01%	23.14%	19.09%	20.03%	18.48%	19.76%	24.86%	34.83%	25.87%	20.37%	20.58%	23.79%	20.89%	22.73%	26.08%	22.04%	24.65%	22.45%	21.40%	21.17%	20.99%	28.04%	25.54%	16.59%	23.61%	27.77%	19.32%	19.07%	41.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	242	0	3	3	7	3	4	7	4	3	6	1	6	9	3	0	3	4	2	8	5	6	7	6	3	3	4	4	3	4	6	5	8	6	5	6	2	5	1	1	4	4	8	2	4	9	2	5	3	4	4	4	8	1	5	3	6					
		0.54%	0.00%	0.44%	0.33%	0.83%	0.43%	0.44%	0.65%	0.59%	0.27%	0.53%	0.09%	0.70%	0.96%	0.53%	0.00%	0.28%	0.52%	0.64%	0.83%	0.55%	0.69%	0.69%	0.74%	0.42%	0.42%	0.53%	0.52%	0.40%	0.71%	0.56%	0.70%	0.98%	0.79%	0.70%	0.64%	0.23%	0.58%	0.15%	0.15%	0.47%	0.46%	0.96%	0.41%	0.43%	0.92%	0.26%	0.52%	0.30%	0.88%	0.79%	0.46%	1.06%	0.18%	0.74%	0.42%	0.86%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
