Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    район Новокосино 																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149									
		1.88%	2.63%	1.83%	2.27%	2.45%	0.89%	2.95%	2.97%	1.16%	1.70%	1.37%	1.85%	2.25%	2.18%	2.34%	2.73%	1.98%	1.66%	1.33%	2.59%	1.88%	1.05%	1.20%	1.56%	1.38%	2.20%	2.66%	1.75%	0.12%	2.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	0	3	2	0	0	1	1	3	5	3	2	1	1	4	1	3	4	4	4	4	1	0	1	0	2	3	1	3	1									
		0.26%	0.00%	0.39%	0.24%	0.00%	0.00%	0.11%	0.99%	0.39%	0.61%	0.32%	0.23%	0.12%	0.12%	0.55%	0.12%	0.40%	0.48%	0.44%	0.45%	0.47%	0.12%	0.00%	0.16%	0.00%	0.24%	0.38%	0.12%	0.35%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3428	137	104	137	107	123	141	10	113	134	149	129	128	115	103	141	96	125	131	114	154	137	102	97	76	104	128	141	137	115									
		15.14%	17.13%	13.59%	16.39%	13.82%	13.73%	15.99%	9.90%	14.60%	16.28%	15.68%	14.88%	15.18%	13.92%	14.15%	17.49%	12.66%	14.86%	14.51%	12.85%	18.14%	16.04%	15.32%	15.13%	17.43%	12.68%	16.22%	16.41%	16.00%	14.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	466	14	21	21	15	22	19	0	14	22	24	18	19	19	11	16	10	14	19	20	15	9	11	12	5	24	17	19	14	22									
		2.06%	1.75%	2.75%	2.51%	1.94%	2.46%	2.15%	0.00%	1.81%	2.67%	2.53%	2.08%	2.25%	2.30%	1.51%	1.99%	1.32%	1.66%	2.10%	2.25%	1.77%	1.05%	1.65%	1.87%	1.15%	2.93%	2.15%	2.21%	1.64%	2.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	633	10	21	36	25	35	23	5	20	20	42	28	18	14	16	19	13	22	23	29	30	12	20	13	2	28	21	35	19	34									
		2.80%	1.25%	2.75%	4.31%	3.23%	3.91%	2.61%	4.95%	2.58%	2.43%	4.42%	3.23%	2.14%	1.69%	2.20%	2.36%	1.72%	2.62%	2.55%	3.27%	3.53%	1.41%	3.00%	2.03%	0.46%	3.41%	2.66%	4.07%	2.22%	4.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	61	0	3	0	6	3	1	0	1	1	5	3	3	1	2	3	2	1	2	4	2	3	0	0	2	3	3	2	1	4									
		0.27%	0.00%	0.39%	0.00%	0.78%	0.33%	0.11%	0.00%	0.13%	0.12%	0.53%	0.35%	0.36%	0.12%	0.27%	0.37%	0.26%	0.12%	0.22%	0.45%	0.24%	0.35%	0.00%	0.00%	0.46%	0.37%	0.38%	0.23%	0.12%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1467	60	47	80	56	61	52	9	44	62	65	66	57	52	43	32	42	36	53	67	59	42	28	31	23	70	67	61	45	57									
		6.48%	7.50%	6.14%	9.57%	7.24%	6.81%	5.90%	8.91%	5.68%	7.53%	6.84%	7.61%	6.76%	6.30%	5.91%	3.97%	5.54%	4.28%	5.87%	7.55%	6.95%	4.92%	4.20%	4.84%	5.28%	8.54%	8.49%	7.10%	5.26%	7.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3158	109	105	109	117	156	114	7	121	116	148	127	127	122	112	112	111	126	146	124	123	118	78	73	64	115	92	107	77	102									
		13.95%	13.63%	13.73%	13.04%	15.12%	17.41%	12.93%	6.93%	15.63%	14.09%	15.58%	14.65%	15.07%	14.77%	15.38%	13.90%	14.64%	14.98%	16.17%	13.98%	14.49%	13.82%	11.71%	11.39%	14.68%	14.02%	11.66%	12.46%	8.99%	12.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	6	2	9	5	3	3	0	8	8	5	3	7	4	1	5	3	7	6	5	1	11	7	11	1	5	6	3	5	2									
		0.63%	0.75%	0.26%	1.08%	0.65%	0.33%	0.34%	0.00%	1.03%	0.97%	0.53%	0.35%	0.83%	0.48%	0.14%	0.62%	0.40%	0.83%	0.66%	0.56%	0.12%	1.29%	1.05%	1.72%	0.23%	0.61%	0.76%	0.35%	0.58%	0.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1563	38	39	59	37	61	66	14	51	60	54	72	55	83	66	60	66	60	82	69	50	53	53	58	28	49	54	68	28	30									
		6.90%	4.75%	5.10%	7.06%	4.78%	6.81%	7.48%	13.86%	6.59%	7.29%	5.68%	8.30%	6.52%	10.05%	9.07%	7.44%	8.71%	7.13%	9.08%	7.78%	5.89%	6.21%	7.96%	9.05%	6.42%	5.98%	6.84%	7.92%	3.27%	3.69%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
