Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Дзержинская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	258	8	10	6	9	7	7	9	2	5	6	6	17	0	4	1	4	3	4	23	15	10	5	4	3	7	3	6	7	8	2	4	5	5	2	4	6	7	9	3	6	6									
14	Число погашенных неиспользованных открепительных удостоверений	630	21	3	7	8	0	22	19	11	12	16	20	13	7	12	10	19	21	13	23	10	13	14	16	15	15	6	17	15	20	17	20	16	13	19	17	35	14	34	15	8	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	5	7	3	4	2	4	3	2	6	2	2	5	4	1	1	3	0	1	1	0	3	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	348	1	3	1	3	4	5	3	1	10	5	2	18	5	3	1	5	3	18	21	15	14	4	5	3	2	7	24	12	13	4	21	32	28	10	17	2	1	11	3	0	8									
		1.88%	0.64%	2.27%	0.60%	1.85%	2.35%	2.02%	1.34%	1.79%	2.86%	0.83%	0.32%	3.02%	4.27%	1.45%	0.82%	1.99%	2.04%	1.89%	1.71%	2.25%	1.72%	0.62%	1.36%	0.55%	0.56%	1.12%	2.93%	1.49%	2.58%	0.82%	2.68%	3.78%	2.70%	2.08%	3.35%	0.52%	0.89%	4.60%	3.16%	0.00%	1.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	466	4	5	1	4	7	8	3	1	11	20	18	23	2	6	2	6	4	16	26	17	22	14	14	7	14	16	25	21	9	12	17	19	18	15	15	7	0	8	2	1	26									
		2.52%	2.55%	3.79%	0.60%	2.47%	4.12%	3.24%	1.34%	1.79%	3.14%	3.32%	2.90%	3.86%	1.71%	2.90%	1.64%	2.39%	2.72%	1.68%	2.11%	2.55%	2.71%	2.18%	3.80%	1.29%	3.95%	2.56%	3.05%	2.61%	1.79%	2.45%	2.17%	2.25%	1.74%	3.12%	2.95%	1.81%	0.00%	3.35%	2.11%	1.19%	3.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	472	3	6	2	2	4	6	7	0	4	9	16	19	1	3	1	4	2	21	26	20	13	13	9	15	13	19	21	25	17	15	14	23	44	10	17	6	2	5	3	1	31									
		2.55%	1.91%	4.55%	1.19%	1.23%	2.35%	2.43%	3.13%	0.00%	1.14%	1.50%	2.58%	3.19%	0.85%	1.45%	0.82%	1.59%	1.36%	2.20%	2.11%	2.99%	1.60%	2.03%	2.45%	2.77%	3.67%	3.04%	2.56%	3.10%	3.37%	3.06%	1.78%	2.72%	4.25%	2.08%	3.35%	1.55%	1.79%	2.09%	3.16%	1.19%	3.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8576	98	48	103	94	101	117	101	27	180	304	330	259	64	114	69	125	80	499	602	299	373	257	177	238	144	271	345	309	209	223	314	335	413	203	210	257	68	113	60	59	384									
		46.37%	62.42%	36.36%	61.31%	58.02%	59.41%	47.37%	45.09%	48.21%	51.43%	50.50%	53.23%	43.46%	54.70%	55.07%	56.56%	49.80%	54.42%	52.36%	48.94%	44.83%	45.88%	40.09%	48.10%	43.91%	40.68%	43.43%	42.07%	38.34%	41.47%	45.51%	40.00%	39.60%	39.86%	42.20%	41.34%	66.41%	60.71%	47.28%	63.16%	70.24%	49.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	111	0	0	3	0	0	1	2	0	5	2	3	6	1	1	4	2	0	5	7	2	9	1	3	3	6	7	6	1	4	5	2	2	6	0	6	0	0	0	2	0	4									
		0.60%	0.00%	0.00%	1.79%	0.00%	0.00%	0.40%	0.89%	0.00%	1.43%	0.33%	0.48%	1.01%	0.85%	0.48%	3.28%	0.80%	0.00%	0.52%	0.57%	0.30%	1.11%	0.16%	0.82%	0.55%	1.69%	1.12%	0.73%	0.12%	0.79%	1.02%	0.25%	0.24%	0.58%	0.00%	1.18%	0.00%	0.00%	0.00%	2.11%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	3	0	0	1	0	1	1	2	3	0	1	0	2	1	1	1	1	1	1	0	0	0	0									
		0.15%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.10%	0.24%	0.00%	0.00%	0.16%	0.00%	0.18%	0.28%	0.32%	0.37%	0.00%	0.20%	0.00%	0.25%	0.12%	0.10%	0.21%	0.20%	0.26%	0.89%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3553	26	29	37	25	23	51	52	18	78	85	92	132	17	38	19	58	34	201	227	123	132	121	69	124	68	102	164	168	107	98	157	143	196	111	118	61	23	54	7	12	153									
		19.21%	16.56%	21.97%	22.02%	15.43%	13.53%	20.65%	23.21%	32.14%	22.29%	14.12%	14.84%	22.15%	14.53%	18.36%	15.57%	23.11%	23.13%	21.09%	18.46%	18.44%	16.24%	18.88%	18.75%	22.88%	19.21%	16.35%	20.00%	20.84%	21.23%	20.00%	20.00%	16.90%	18.92%	23.08%	23.23%	15.76%	20.54%	22.59%	7.37%	14.29%	19.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	107	0	0	0	0	0	1	2	0	0	5	4	3	0	1	1	3	0	0	15	2	8	7	1	1	7	6	7	9	5	3	1	2	6	2	3	0	0	0	1	0	1									
		0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.89%	0.00%	0.00%	0.83%	0.65%	0.50%	0.00%	0.48%	0.82%	1.20%	0.00%	0.00%	1.22%	0.30%	0.98%	1.09%	0.27%	0.18%	1.98%	0.96%	0.85%	1.12%	0.99%	0.61%	0.13%	0.24%	0.58%	0.42%	0.59%	0.00%	0.00%	0.00%	1.05%	0.00%	0.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	190	2	1	0	2	0	2	5	0	0	5	2	12	0	2	2	4	0	8	19	4	16	9	2	3	3	12	4	5	11	7	5	9	17	3	1	1	0	3	1	0	8									
		1.03%	1.27%	0.76%	0.00%	1.23%	0.00%	0.81%	2.23%	0.00%	0.00%	0.83%	0.32%	2.01%	0.00%	0.97%	1.64%	1.59%	0.00%	0.84%	1.54%	0.60%	1.97%	1.40%	0.54%	0.55%	0.85%	1.92%	0.49%	0.62%	2.18%	1.43%	0.64%	1.06%	1.64%	0.62%	0.20%	0.26%	0.00%	1.26%	1.05%	0.00%	1.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	4	0	2	1	0	1	1	0	0	0	1	0	2	0	3	0	0	0	0	1	0	0	0									
		0.14%	0.64%	0.00%	0.00%	0.00%	0.59%	0.00%	0.45%	0.00%	0.00%	0.17%	0.16%	0.17%	0.00%	0.00%	0.00%	0.40%	0.68%	0.10%	0.33%	0.00%	0.25%	0.16%	0.00%	0.18%	0.28%	0.00%	0.00%	0.00%	0.20%	0.00%	0.25%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	226	1	3	3	0	5	2	2	0	2	11	10	3	0	1	2	1	0	16	18	7	8	10	2	3	14	8	12	6	4	11	11	16	12	5	6	2	1	0	3	1	4									
		1.22%	0.64%	2.27%	1.79%	0.00%	2.94%	0.81%	0.89%	0.00%	0.57%	1.83%	1.61%	0.50%	0.00%	0.48%	1.64%	0.40%	0.00%	1.68%	1.46%	1.05%	0.98%	1.56%	0.54%	0.55%	3.95%	1.28%	1.46%	0.74%	0.79%	2.24%	1.40%	1.89%	1.16%	1.04%	1.18%	0.52%	0.89%	0.00%	3.16%	1.19%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2596	11	19	9	15	20	34	29	4	36	91	97	80	23	28	14	24	19	84	174	102	149	134	61	93	58	114	136	134	60	58	114	124	146	63	56	32	8	33	7	7	96									
		14.04%	7.01%	14.39%	5.36%	9.26%	11.76%	13.77%	12.95%	7.14%	10.29%	15.12%	15.65%	13.42%	19.66%	13.53%	11.48%	9.56%	12.93%	8.81%	14.15%	15.29%	18.33%	20.90%	16.58%	17.16%	16.38%	18.27%	16.59%	16.63%	11.90%	11.84%	14.52%	14.66%	14.09%	13.10%	11.02%	8.27%	7.14%	13.81%	7.37%	8.33%	12.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	0	2	1	1	2	0	1	0	1	3	5	9	1	1	0	0	0	2	8	3	3	4	2	2	2	4	3	4	3	5	2	10	4	2	2	0	0	1	0	0	5									
		0.53%	0.00%	1.52%	0.60%	0.62%	1.18%	0.00%	0.45%	0.00%	0.29%	0.50%	0.81%	1.51%	0.85%	0.48%	0.00%	0.00%	0.00%	0.21%	0.65%	0.45%	0.37%	0.62%	0.54%	0.37%	0.56%	0.64%	0.37%	0.50%	0.60%	1.02%	0.25%	1.18%	0.39%	0.42%	0.39%	0.00%	0.00%	0.42%	0.00%	0.00%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1280	5	3	5	10	3	10	8	2	20	37	29	19	1	5	5	9	2	56	59	56	50	53	18	33	14	40	44	93	47	37	100	117	117	45	47	10	7	7	2	3	52									
		6.92%	3.18%	2.27%	2.98%	6.17%	1.76%	4.05%	3.57%	3.57%	5.71%	6.15%	4.68%	3.19%	0.85%	2.42%	4.10%	3.59%	1.36%	5.88%	4.80%	8.40%	6.15%	8.27%	4.89%	6.09%	3.95%	6.41%	5.37%	11.54%	9.33%	7.55%	12.74%	13.83%	11.29%	9.36%	9.25%	2.58%	6.25%	2.93%	2.11%	3.57%	6.66%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
