Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Грозненская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №435									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	294	5	5	5	7	8	10	10	7	10	5	6	6	6	6	8	10	10	10	10	10	10	4	6	6	10	10	10	10	9	10	7	4	6	6	8	6	8	2	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	96	1	2	1	2	1	3	2	1	5	1	2	3	4	5	3	4	3	4	2	4	5	1	1	2	3	1	3	5	4	2	3	1	2	1	3	1	3	0	2									
		0.15%	0.13%	0.26%	0.13%	0.14%	0.06%	0.12%	0.09%	0.11%	0.19%	0.11%	0.13%	0.20%	0.22%	0.26%	0.12%	0.16%	0.17%	0.19%	0.09%	0.17%	0.18%	0.21%	0.09%	0.23%	0.12%	0.04%	0.15%	0.21%	0.19%	0.09%	0.20%	0.13%	0.20%	0.13%	0.22%	0.13%	0.20%	0.00%	0.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	684	7	6	9	13	21	23	18	7	32	9	13	12	12	13	30	15	26	34	28	25	29	6	14	10	28	32	19	18	43	42	29	17	10	7	8	2	11	1	5									
		1.10%	0.88%	0.79%	1.18%	0.93%	1.18%	0.90%	0.84%	0.75%	1.24%	0.99%	0.83%	0.78%	0.65%	0.68%	1.18%	0.60%	1.46%	1.59%	1.29%	1.07%	1.07%	1.27%	1.30%	1.15%	1.15%	1.44%	0.97%	0.76%	2.02%	1.96%	1.96%	2.22%	1.01%	0.90%	0.59%	0.26%	0.74%	0.71%	0.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	76	2	1	2	1	0	2	3	2	3	0	2	2	3	2	1	4	3	2	3	2	3	2	1	2	4	3	1	2	3	2	3	1	1	1	2	0	3	0	2									
		0.12%	0.25%	0.13%	0.26%	0.07%	0.00%	0.08%	0.14%	0.21%	0.12%	0.00%	0.13%	0.13%	0.16%	0.10%	0.04%	0.16%	0.17%	0.09%	0.14%	0.09%	0.11%	0.42%	0.09%	0.23%	0.16%	0.13%	0.05%	0.08%	0.14%	0.09%	0.20%	0.13%	0.10%	0.13%	0.15%	0.00%	0.20%	0.00%	0.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	60748	776	739	734	1360	1728	2489	2094	908	2489	880	1524	1486	1805	1878	2472	2461	1718	2072	2113	2276	2637	451	1042	838	2384	2172	1916	2310	2052	2077	1427	736	966	756	1321	761	1456	132	1312									
		97.28%	97.24%	97.49%	96.45%	97.21%	97.24%	97.30%	97.71%	96.80%	96.81%	96.81%	97.07%	96.93%	97.73%	97.81%	97.63%	97.89%	96.57%	96.91%	97.46%	97.51%	97.52%	95.75%	96.48%	95.99%	97.62%	97.49%	97.81%	97.84%	96.61%	96.83%	96.48%	95.96%	97.28%	97.42%	97.71%	97.69%	97.72%	94.29%	98.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	329	5	4	7	9	10	15	10	11	23	10	14	16	8	11	13	17	21	13	8	13	8	3	6	4	7	6	5	7	6	5	3	4	3	2	7	6	5	1	3									
		0.53%	0.63%	0.53%	0.92%	0.64%	0.56%	0.59%	0.47%	1.17%	0.89%	1.10%	0.89%	1.04%	0.43%	0.57%	0.51%	0.68%	1.18%	0.61%	0.37%	0.56%	0.30%	0.64%	0.56%	0.46%	0.29%	0.27%	0.26%	0.30%	0.28%	0.23%	0.20%	0.52%	0.30%	0.26%	0.52%	0.77%	0.34%	0.71%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0									
		0.01%	0.00%	0.13%	0.00%	0.00%	0.00%	0.04%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0									
		0.01%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	102	1	2	1	1	2	3	4	2	3	1	3	2	4	3	2	4	3	2	1	2	6	2	3	5	4	1	3	5	2	4	2	1	2	1	2	4	3	2	4									
		0.16%	0.13%	0.26%	0.13%	0.07%	0.11%	0.12%	0.19%	0.21%	0.12%	0.11%	0.19%	0.13%	0.22%	0.16%	0.08%	0.16%	0.17%	0.09%	0.05%	0.09%	0.22%	0.42%	0.28%	0.57%	0.16%	0.04%	0.15%	0.21%	0.09%	0.19%	0.14%	0.13%	0.20%	0.13%	0.15%	0.51%	0.20%	1.43%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	0	0	0	1	2	0	1	3	1	0	2	0	0	2	0	0	2	1	1	1	1	1	1	0	0	2	1	1	0	1	1	0	1	1	1	0	1	1									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.06%	0.08%	0.00%	0.11%	0.12%	0.11%	0.00%	0.13%	0.00%	0.00%	0.08%	0.00%	0.00%	0.09%	0.05%	0.04%	0.04%	0.21%	0.09%	0.11%	0.00%	0.00%	0.10%	0.04%	0.05%	0.00%	0.07%	0.13%	0.00%	0.13%	0.07%	0.13%	0.00%	0.71%	0.07%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0									
		0.02%	0.13%	0.00%	0.13%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.11%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.09%	0.00%	0.04%	0.00%	0.00%	0.04%	0.00%	0.00%	0.07%	0.00%	0.10%	0.00%	0.00%	0.13%	0.00%	0.71%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	311	5	3	6	11	12	19	9	4	11	6	10	9	8	7	8	6	4	6	9	10	12	4	9	10	9	12	9	11	12	11	9	5	8	6	7	3	7	1	3									
		0.50%	0.63%	0.40%	0.79%	0.79%	0.68%	0.74%	0.42%	0.43%	0.43%	0.66%	0.64%	0.59%	0.43%	0.36%	0.32%	0.24%	0.22%	0.28%	0.42%	0.43%	0.44%	0.85%	0.83%	1.15%	0.37%	0.54%	0.46%	0.47%	0.56%	0.51%	0.61%	0.65%	0.81%	0.77%	0.52%	0.39%	0.47%	0.71%	0.22%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
