Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Центральная N16																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766					
		5.09%	7.14%	6.87%	3.98%	5.68%	5.52%	5.50%	4.47%	6.08%	7.15%	7.69%	4.05%	3.85%	5.50%	5.07%	6.11%	7.06%	4.81%	7.04%	5.83%	7.96%	4.90%	4.98%	7.24%	1.95%	0.00%	4.21%	5.89%	5.10%	5.99%	3.38%	6.52%	5.98%	4.89%	4.30%	3.06%	4.96%	4.66%	6.75%	5.02%	5.12%	4.19%	4.39%	4.66%	3.96%	4.77%	5.82%	4.46%	3.04%	3.40%	3.98%	3.88%	0.73%					
23	6.Политическая партия «Партия социальной справедливости»	115	1	3	4	2	2	0	2	4	1	4	5	0	0	4	1	2	0	0	1	2	3	2	2	1	0	2	2	1	2	6	4	5	1	0	4	1	1	4	2	4	0	3	1	1	1	5	6	2	4	1	4	2					
		0.25%	0.18%	0.26%	0.33%	0.22%	0.19%	0.00%	0.20%	0.38%	0.15%	0.38%	0.70%	0.00%	0.00%	0.39%	0.13%	0.19%	0.00%	0.00%	0.12%	0.27%	0.33%	0.31%	0.23%	0.11%	0.00%	0.34%	0.30%	0.12%	0.28%	0.45%	0.45%	0.61%	0.10%	0.00%	0.39%	0.10%	0.10%	0.44%	0.20%	0.44%	0.00%	0.28%	0.14%	0.08%	0.10%	0.40%	0.86%	0.25%	0.37%	0.10%	0.34%	0.73%					
24	7.Политическая партия «Либерально-демократическая партия России»	3246	27	93	81	45	67	57	52	64	43	69	52	70	72	73	49	58	44	79	69	53	59	41	63	64	2	46	36	53	65	108	63	64	82	36	93	78	58	44	75	51	61	85	59	100	89	82	42	67	76	80	93	14					
		6.95%	4.82%	7.99%	6.59%	5.01%	6.49%	6.97%	5.17%	6.08%	6.41%	6.55%	7.26%	6.91%	6.28%	7.12%	6.24%	5.46%	5.72%	8.18%	8.05%	7.27%	6.42%	6.39%	7.36%	7.35%	3.70%	7.74%	5.44%	6.43%	9.07%	8.10%	7.08%	7.81%	8.02%	4.99%	9.17%	8.07%	5.75%	4.79%	7.53%	5.56%	5.82%	7.94%	8.08%	8.26%	8.66%	6.54%	6.04%	8.48%	6.98%	7.95%	7.85%	5.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7427	94	171	157	126	245	156	191	192	117	176	136	168	230	187	168	166	147	175	154	116	149	119	157	109	5	86	79	114	106	199	140	114	162	114	145	148	156	137	148	156	148	142	107	153	129	214	117	113	177	118	165	29					
		15.91%	16.79%	14.69%	12.76%	14.03%	23.74%	19.07%	18.99%	18.25%	17.44%	16.70%	18.99%	16.58%	20.07%	18.23%	21.40%	15.62%	19.12%	18.12%	17.97%	15.91%	16.21%	18.54%	18.34%	12.51%	9.26%	14.48%	11.93%	13.83%	14.78%	14.93%	15.73%	13.92%	15.85%	15.81%	14.30%	15.31%	15.46%	14.91%	14.86%	16.99%	14.11%	13.27%	14.66%	12.63%	12.55%	17.07%	16.83%	14.30%	16.25%	11.73%	13.92%	10.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	475	2	12	9	4	14	6	11	20	7	10	10	6	12	6	7	16	9	9	8	5	5	6	12	2	0	2	8	10	7	9	13	7	12	6	8	10	13	14	9	7	6	21	10	9	9	8	9	7	17	17	12	7					
		1.02%	0.36%	1.03%	0.73%	0.45%	1.36%	0.73%	1.09%	1.90%	1.04%	0.95%	1.40%	0.59%	1.05%	0.58%	0.89%	1.51%	1.17%	0.93%	0.93%	0.69%	0.54%	0.93%	1.40%	0.23%	0.00%	0.34%	1.21%	1.21%	0.98%	0.68%	1.46%	0.85%	1.17%	0.83%	0.79%	1.03%	1.29%	1.52%	0.90%	0.76%	0.57%	1.96%	1.37%	0.74%	0.88%	0.64%	1.29%	0.89%	1.56%	1.69%	1.01%	2.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21012	230	519	575	386	397	328	412	416	303	456	306	474	482	421	304	461	296	423	354	295	380	289	342	569	40	241	311	378	315	610	349	359	471	341	518	470	483	393	461	353	537	479	317	641	506	523	313	404	539	479	588	175					
		45.01%	41.07%	44.59%	46.75%	42.98%	38.47%	40.10%	40.95%	39.54%	45.16%	43.26%	42.74%	46.79%	42.06%	41.03%	38.73%	43.37%	38.49%	43.79%	41.31%	40.47%	41.35%	45.02%	39.95%	65.33%	74.07%	40.57%	46.98%	45.87%	43.93%	45.76%	39.21%	43.83%	46.09%	47.30%	51.08%	48.60%	47.87%	42.76%	46.29%	38.45%	51.19%	44.77%	43.42%	52.93%	49.22%	41.71%	45.04%	51.14%	49.49%	47.61%	49.62%	64.10%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3513	42	65	88	103	63	76	92	105	54	76	42	79	99	85	62	90	70	64	71	75	94	45	72	22	0	69	50	56	45	94	79	75	85	55	63	53	64	79	84	78	77	82	43	61	62	112	50	45	62	70	77	9					
		7.53%	7.50%	5.58%	7.15%	11.47%	6.10%	9.29%	9.15%	9.98%	8.05%	7.21%	5.87%	7.80%	8.64%	8.28%	7.90%	8.47%	9.10%	6.63%	8.28%	10.29%	10.23%	7.01%	8.41%	2.53%	0.00%	11.62%	7.55%	6.80%	6.28%	7.05%	8.88%	9.16%	8.32%	7.63%	6.21%	5.48%	6.34%	8.60%	8.43%	8.50%	7.34%	7.66%	5.89%	5.04%	6.03%	8.93%	7.19%	5.70%	5.69%	6.96%	6.50%	3.30%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
