Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Погарская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	160	5	6	2	0	1	4	1	0	4	2	0	1	4	1	0	3	7	4	1	4	7	4	2	5	1	1	3	1	0	11	0	3	4	9	3	1	2	1	4	2	0	0	3	3	4	2	5	0	11	9	9					
		1.18%	2.43%	4.02%	0.74%	0.0%	0.64%	1.27%	0.72%	0.0%	1.86%	1.19%	0.0%	0.93%	1.04%	0.44%	0.0%	1.92%	1.83%	1.37%	0.51%	2.13%	2.31%	1.15%	1.38%	1.77%	0.42%	0.98%	1.22%	0.45%	0.0%	3.71%	0.0%	1.44%	3.50%	5.0%	1.14%	0.33%	0.51%	0.73%	1.49%	1.16%	0.0%	0.0%	1.36%	1.80%	1.41%	1.78%	1.50%	0.0%	0.96%	0.79%	0.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	88	0	1	2	1	0	1	1	1	0	1	0	0	2	2	2	1	4	3	0	1	2	2	0	4	2	1	0	0	0	4	2	2	0	0	2	2	4	0	0	1	0	0	0	4	1	0	0	0	9	8	15					
		0.65%	0.0%	0.67%	0.74%	0.80%	0.0%	0.31%	0.72%	1.12%	0.0%	0.59%	0.0%	0.0%	0.52%	0.89%	1.37%	0.64%	1.04%	1.03%	0.0%	0.53%	0.66%	0.57%	0.0%	1.42%	0.84%	0.98%	0.0%	0.0%	0.0%	1.35%	1.03%	0.96%	0.0%	0.0%	0.76%	0.66%	1.02%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	2.40%	0.35%	0.0%	0.0%	0.0%	0.78%	0.70%	1.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	244	2	0	5	3	4	6	5	10	6	0	5	1	4	3	2	10	6	15	4	4	3	3	1	6	1	2	2	0	2	12	3	0	0	1	7	1	8	0	0	4	0	2	1	2	10	1	6	5	17	21	28					
		1.80%	0.97%	0.0%	1.86%	2.41%	2.59%	1.91%	3.64%	11.23%	2.80%	0.0%	3.22%	0.93%	1.04%	1.34%	1.37%	6.41%	1.57%	5.15%	2.05%	2.13%	0.99%	0.86%	0.69%	2.13%	0.42%	1.96%	0.81%	0.0%	1.90%	4.05%	1.55%	0.0%	0.0%	0.55%	2.68%	0.33%	2.05%	0.0%	0.0%	2.33%	0.0%	1.02%	0.45%	1.20%	3.53%	0.89%	1.80%	2.92%	1.48%	1.85%	2.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	124	0	1	5	4	3	0	0	2	1	0	0	2	4	4	0	0	3	2	1	2	3	0	0	12	2	1	0	0	0	4	1	0	0	0	2	1	0	2	10	3	1	0	0	0	2	2	1	0	12	4	27					
		0.91%	0.0%	0.67%	1.86%	3.22%	1.94%	0.0%	0.0%	2.24%	0.46%	0.0%	0.0%	1.86%	1.04%	1.79%	0.0%	0.0%	0.78%	0.68%	0.51%	1.06%	0.99%	0.0%	0.0%	4.27%	0.84%	0.98%	0.0%	0.0%	0.0%	1.35%	0.51%	0.0%	0.0%	0.0%	0.76%	0.33%	0.0%	1.47%	3.73%	1.75%	0.98%	0.0%	0.0%	0.0%	0.70%	1.78%	0.30%	0.0%	1.04%	0.35%	2.39%					
22	"5. ""За Русь Святую"""	73	1	2	0	2	0	2	1	0	3	1	0	2	4	0	0	0	1	1	1	1	0	1	1	2	3	0	1	0	0	2	1	1	3	0	1	0	1	0	0	1	0	1	3	1	3	2	2	5	7	6	3					
		0.53%	0.48%	1.34%	0.0%	1.61%	0.0%	0.63%	0.72%	0.0%	1.40%	0.59%	0.0%	1.86%	1.04%	0.0%	0.0%	0.0%	0.26%	0.34%	0.51%	0.53%	0.0%	0.28%	0.69%	0.71%	1.26%	0.0%	0.40%	0.0%	0.0%	0.67%	0.51%	0.48%	2.63%	0.0%	0.38%	0.0%	0.25%	0.0%	0.0%	0.58%	0.0%	0.51%	1.36%	0.60%	1.06%	1.78%	0.60%	2.92%	0.61%	0.53%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	0	1	0	0	1	1	1	1	0	0	0	0	1	2	1	0	0	0	1	1	0	0	2	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1					
		0.18%	0.0%	0.0%	0.37%	0.0%	0.0%	0.31%	0.72%	1.12%	0.46%	0.0%	0.0%	0.0%	0.0%	0.44%	1.37%	0.64%	0.0%	0.0%	0.0%	0.53%	0.33%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.55%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.35%	0.0%	0.0%	0.0%	0.08%	0.08%	0.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	1	0	1	0	3	0	0	1	2	1	0	0	0	0	0	0	0	0	1	3	0	1	3	6					
		0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.57%	0.0%	0.35%	0.84%	0.0%	0.0%	0.45%	0.0%	0.33%	0.0%	1.44%	0.0%	0.0%	0.38%	0.66%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.90%	0.0%	0.08%	0.26%	0.53%					
25	"8. ""Народно-республиканская партия России"""	26	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	1	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	3	2	0	2	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%	0.93%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.64%	0.26%	0.68%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	1.41%	0.0%	0.90%	1.16%	0.0%	0.17%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0					
		0.14%	0.48%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.26%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.71%	0.0%	0.98%	0.40%	0.0%	0.95%	0.0%	0.51%	0.48%	0.0%	0.0%	0.76%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.17%	0.0%					
27	"10. ""Аграрная партия России"""	931	18	9	28	15	16	19	8	16	18	6	4	2	9	20	9	4	8	35	5	12	20	28	16	23	22	4	56	52	17	19	5	19	7	7	29	11	41	2	10	13	8	2	31	30	36	2	31	11	41	33	44					
		6.88%	8.78%	6.04%	10.44%	12.09%	10.38%	6.05%	5.83%	17.97%	8.41%	3.59%	2.58%	1.86%	2.36%	8.96%	6.20%	2.56%	2.09%	12.02%	2.56%	6.41%	6.60%	8.09%	11.11%	8.18%	9.28%	3.92%	22.95%	23.63%	16.19%	6.41%	2.59%	9.13%	6.14%	3.88%	11.11%	3.63%	10.51%	1.47%	3.73%	7.60%	7.84%	1.02%	14.15%	18.07%	12.72%	1.78%	9.30%	6.43%	3.58%	2.91%	3.90%					
28	"11. ""Истинные патриоты России"""	17	1	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.12%	0.48%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.48%	0.0%	0.0%	0.76%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	150	7	0	1	3	0	20	2	4	4	1	0	1	1	1	0	0	6	2	2	3	11	9	2	0	1	1	2	3	0	0	0	4	5	1	1	0	5	2	0	2	2	0	3	1	0	1	3	1	13	5	14					
		1.10%	3.41%	0.0%	0.37%	2.41%	0.0%	6.36%	1.45%	4.49%	1.86%	0.59%	0.0%	0.93%	0.26%	0.44%	0.0%	0.0%	1.57%	0.68%	1.02%	1.60%	3.63%	2.60%	1.38%	0.0%	0.42%	0.98%	0.81%	1.36%	0.0%	0.0%	0.0%	1.92%	4.38%	0.55%	0.38%	0.0%	1.28%	1.47%	0.0%	1.16%	1.96%	0.0%	1.36%	0.60%	0.0%	0.89%	0.90%	0.58%	1.13%	0.44%	1.24%					
30	"13. ""Демократическая партия России"""	87	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	2	1	5	2	1	2	2	1	0	0	1	6	0	1	1	1	2	0	1	28	1	0	0	1	0	0	1	0	0	0	4	1	2	3	12					
		0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	1.79%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.52%	0.34%	2.56%	1.06%	0.33%	0.57%	1.38%	0.35%	0.0%	0.0%	0.40%	2.72%	0.0%	0.33%	0.51%	0.48%	1.75%	0.0%	0.38%	9.24%	0.25%	0.0%	0.0%	0.58%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	1.20%	0.58%	0.17%	0.26%	1.06%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	1	0	0	0	0	0	2	0	2	0	0	0	1	0	1	2	0	0	2	0	0	1	1	0	1	0	0	1	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0					
		0.18%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	1.45%	0.0%	0.93%	0.0%	0.0%	0.0%	0.26%	0.0%	0.68%	1.28%	0.0%	0.0%	1.02%	0.0%	0.0%	0.28%	0.69%	0.0%	0.42%	0.0%	0.0%	0.45%	0.0%	0.0%	0.51%	0.96%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.17%	0.08%	0.0%					
32	"15. ""Партия СЛОН"""	11	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.64%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.26%	0.34%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.17%	0.0%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	671	1	1	4	4	3	8	15	3	8	14	8	12	17	10	10	5	36	26	3	3	14	13	4	8	4	0	14	3	0	5	8	7	3	3	11	12	22	8	34	4	1	0	11	5	10	3	21	9	73	89	81					
		4.96%	0.48%	0.67%	1.49%	3.22%	1.94%	2.54%	10.94%	3.37%	3.73%	8.38%	5.16%	11.21%	4.46%	4.48%	6.89%	3.20%	9.44%	8.93%	1.53%	1.60%	4.62%	3.75%	2.77%	2.84%	1.68%	0.0%	5.73%	1.36%	0.0%	1.68%	4.14%	3.36%	2.63%	1.66%	4.21%	3.96%	5.64%	5.88%	12.68%	2.33%	0.98%	0.0%	5.02%	3.01%	3.53%	2.67%	6.30%	5.26%	6.38%	7.86%	7.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	0	1	2	1	0	3	0	0	0	1	0	0	4	0	1	0	0	3	1	2	2	3	2	2	0	0	3	1	11	0	2	0	0	0	0	1	1	1	0	2	0	0	1	0	1	0	0	0	2	3	1					
		0.42%	0.0%	0.67%	0.74%	0.80%	0.0%	0.95%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	1.04%	0.0%	0.68%	0.0%	0.0%	1.03%	0.51%	1.06%	0.66%	0.86%	1.38%	0.71%	0.0%	0.0%	1.22%	0.45%	10.47%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.33%	0.25%	0.73%	0.0%	1.16%	0.0%	0.0%	0.45%	0.0%	0.35%	0.0%	0.0%	0.0%	0.17%	0.26%	0.08%					
35	"18. ""ЛДПР"""	2099	33	21	40	15	26	38	24	10	19	29	14	5	89	28	33	22	42	52	29	19	52	57	24	32	11	8	18	30	17	42	36	36	17	16	49	22	49	21	48	31	22	48	36	20	19	4	50	19	252	220	205					
		15.51%	16.09%	14.09%	14.92%	12.09%	16.88%	12.10%	17.51%	11.23%	8.87%	17.36%	9.03%	4.67%	23.35%	12.55%	22.75%	14.10%	11.02%	17.86%	14.87%	10.16%	17.16%	16.47%	16.66%	11.38%	4.64%	7.84%	7.37%	13.63%	16.19%	14.18%	18.65%	17.30%	14.91%	8.88%	18.77%	7.26%	12.56%	15.44%	17.91%	18.12%	21.56%	24.48%	16.43%	12.04%	6.71%	3.57%	15.01%	11.11%	22.04%	19.45%	18.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	423	1	9	12	0	4	15	4	3	4	4	1	0	22	5	1	7	16	8	8	3	14	10	5	5	0	3	3	5	1	13	6	10	0	1	8	8	8	2	9	5	0	15	5	10	7	5	9	4	50	39	36					
		3.12%	0.48%	6.04%	4.47%	0.0%	2.59%	4.77%	2.91%	3.37%	1.86%	2.39%	0.64%	0.0%	5.77%	2.24%	0.68%	4.48%	4.19%	2.74%	4.10%	1.60%	4.62%	2.89%	3.47%	1.77%	0.0%	2.94%	1.22%	2.27%	0.95%	4.39%	3.10%	4.80%	0.0%	0.55%	3.06%	2.64%	2.05%	1.47%	3.35%	2.92%	0.0%	7.65%	2.28%	6.02%	2.47%	4.46%	2.70%	2.33%	4.37%	3.44%	3.19%					
37	"20. ""Политическая партия ""Единая Россия"""	4383	70	34	77	28	61	98	30	23	88	52	37	30	125	63	44	64	130	67	69	53	93	115	56	110	37	58	35	20	33	79	89	64	35	88	58	91	125	52	78	82	60	74	50	59	109	28	110	64	390	417	381					
		32.39%	34.14%	22.81%	28.73%	22.58%	39.61%	31.21%	21.89%	25.84%	41.12%	31.13%	23.87%	28.03%	32.80%	28.25%	30.34%	41.02%	34.12%	23.02%	35.38%	28.34%	30.69%	33.23%	38.88%	39.14%	15.61%	56.86%	14.34%	9.09%	31.42%	26.68%	46.11%	30.76%	30.70%	48.88%	22.22%	30.03%	32.05%	38.23%	29.10%	47.95%	58.82%	37.75%	22.83%	35.54%	38.51%	24.99%	33.03%	37.42%	34.12%	36.87%	33.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	1	0	1	0	1	1	0	0	0	1	1	0	0	3	0	1	0	0	3	0	1	2	1	0	0	1	2	2	0	2	0	0	0	0	1	2	2	0	0	2	0	0	0	0	1	1	0	1	1	1	5					
		0.30%	0.48%	0.0%	0.37%	0.0%	0.64%	0.31%	0.0%	0.0%	0.0%	0.59%	0.64%	0.0%	0.0%	1.34%	0.0%	0.64%	0.0%	0.0%	1.53%	0.0%	0.33%	0.57%	0.69%	0.0%	0.0%	0.98%	0.81%	0.90%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.38%	0.66%	0.51%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.35%	0.89%	0.0%	0.58%	0.08%	0.08%	0.44%					
39	"22. ""Развитие предпринимательства"""	21	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	4	3	0					
		0.15%	0.0%	0.67%	0.37%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.48%	0.0%	0.55%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.30%	0.0%	0.34%	0.26%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2944	52	62	69	33	27	61	27	5	33	43	81	47	58	53	26	16	97	54	50	64	48	66	20	48	138	14	91	85	16	66	27	43	29	50	46	85	97	38	62	14	3	39	61	22	54	50	56	37	185	205	191					
		21.76%	25.36%	41.61%	25.74%	26.61%	17.53%	19.42%	19.70%	5.61%	15.42%	25.74%	52.25%	43.92%	15.22%	23.76%	17.93%	10.25%	25.45%	18.55%	25.64%	34.22%	15.84%	19.07%	13.88%	17.08%	58.22%	13.72%	37.29%	38.63%	15.23%	22.29%	13.98%	20.67%	25.43%	27.77%	17.62%	28.05%	24.87%	27.94%	23.13%	8.18%	2.94%	19.89%	27.85%	13.25%	19.08%	44.64%	16.81%	21.63%	16.18%	18.12%	16.93%					
																																																										
41	Против всех	526	6	0	12	1	6	12	3	1	8	8	1	1	29	17	10	8	8	10	11	8	22	19	2	4	6	4	7	2	4	5	6	4	3	2	24	13	9	6	13	1	5	9	6	4	10	6	15	5	43	48	59					
		3.88%	2.92%	0.0%	4.47%	0.80%	3.89%	3.82%	2.18%	1.12%	3.73%	4.79%	0.64%	0.93%	7.61%	7.62%	6.89%	5.12%	2.09%	3.43%	5.64%	4.27%	7.26%	5.49%	1.38%	1.42%	2.53%	3.92%	2.86%	0.90%	3.80%	1.68%	3.10%	1.92%	2.63%	1.11%	9.19%	4.29%	2.30%	4.41%	4.85%	0.58%	4.90%	4.59%	2.73%	2.40%	3.53%	5.35%	4.50%	2.92%	3.76%	4.24%	5.23%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
