Выборы Президента Российской Федерации																																																																				
																																																																				
Наименование Избирательной комиссии:    Хабаровская																																																																				
																																																																				
Итоги голосования 																																																																				
																																																																				
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816					
19	. Малышкин Олег Александрович	1727	1	22	2	22	5	11	0	1	10	24	0	26	1	73	34	18	68	52	54	21	17	45	37	30	10	41	37	28	50	27	50	44	79	67	77	33	38	38	46	18	7	25	8	18	34	0	73	2	19	17	61	20	28	6	4	33	30	32	20	21	12					
		3.60%	1.54%	3.67%	3.12%	4.07%	1.88%	3.64%	0.00%	1.19%	2.77%	2.29%	0.00%	4.54%	1.67%	3.54%	2.21%	3.21%	2.40%	2.07%	6.43%	3.47%	4.35%	4.98%	3.35%	4.08%	7.04%	3.61%	3.43%	3.38%	4.58%	5.42%	4.80%	4.16%	5.47%	4.62%	4.60%	2.51%	3.80%	4.22%	3.78%	4.99%	7.22%	3.00%	3.35%	6.69%	4.52%	0.00%	4.23%	2.70%	3.09%	3.72%	6.19%	5.57%	6.56%	5.88%	4.12%	3.57%	3.11%	3.40%	1.90%	1.22%	2.06%					
20	. Миронов Сергей Михайлович	403	0	4	0	6	5	3	0	2	7	6	2	8	0	14	7	1	18	15	6	7	4	16	6	3	1	10	17	11	9	5	7	7	17	15	19	15	9	4	14	4	1	9	3	0	5	10	3	0	6	11	12	3	3	2	0	5	9	4	3	9	1					
		0.84%	0.00%	0.67%	0.00%	1.11%	1.88%	0.99%	0.00%	2.38%	1.94%	0.57%	1.59%	1.40%	0.00%	0.68%	0.46%	0.18%	0.64%	0.60%	0.71%	1.16%	1.02%	1.77%	0.54%	0.41%	0.70%	0.88%	1.57%	1.33%	0.82%	1.00%	0.67%	0.66%	1.18%	1.03%	1.13%	1.14%	0.90%	0.44%	1.15%	1.11%	1.03%	1.08%	1.26%	0.00%	0.66%	3.09%	0.17%	0.00%	0.98%	2.41%	1.22%	0.84%	0.70%	1.96%	0.00%	0.54%	0.93%	0.43%	0.28%	0.52%	0.17%					
21	. Путин Владимир Владимирович	35253	45	397	42	348	189	171	62	53	271	916	110	384	43	1617	1394	462	2424	2217	574	501	287	604	826	536	103	691	702	594	740	359	717	840	933	912	1029	856	646	519	920	215	70	686	185	187	503	254	1016	50	477	260	625	244	314	49	80	647	587	804	949	1512	505					
		73.41%	69.23%	66.17%	65.62%	64.33%	71.05%	56.62%	89.86%	63.10%	75.07%	87.24%	87.30%	67.02%	71.67%	78.42%	90.81%	82.35%	85.68%	88.22%	68.33%	82.67%	73.40%	66.81%	74.89%	72.93%	72.54%	60.88%	65.00%	71.74%	67.77%	72.09%	68.88%	79.40%	64.57%	62.85%	61.43%	65.14%	64.54%	57.60%	75.53%	59.56%	72.16%	82.25%	77.41%	69.52%	66.80%	78.40%	58.86%	67.57%	77.56%	56.89%	63.45%	67.97%	73.54%	48.04%	82.47%	70.02%	60.89%	85.53%	89.95%	87.96%	86.62%					
22	. Хакамада Ирина Муцуовна	1555	3	26	0	15	13	16	2	6	15	31	6	13	1	57	26	21	59	37	29	15	16	38	36	17	7	60	70	42	23	19	23	38	44	52	48	62	43	29	47	20	1	18	3	7	26	15	77	1	24	34	38	10	14	2	2	30	41	15	19	37	16					
		3.24%	4.62%	4.33%	0.00%	2.77%	4.89%	5.30%	2.90%	7.14%	4.16%	2.95%	4.76%	2.27%	1.67%	2.76%	1.69%	3.74%	2.09%	1.47%	3.45%	2.48%	4.09%	4.20%	3.26%	2.31%	4.93%	5.29%	6.48%	5.07%	2.11%	3.82%	2.21%	3.59%	3.04%	3.58%	2.87%	4.72%	4.30%	3.22%	3.86%	5.54%	1.03%	2.16%	1.26%	2.60%	3.45%	4.63%	4.46%	1.35%	3.90%	7.44%	3.86%	2.79%	3.28%	1.96%	2.06%	3.25%	4.25%	1.60%	1.80%	2.15%	2.74%					
23	. Харитонов Николай Михайлович	4170	13	101	14	89	40	79	4	17	30	20	4	77	10	95	12	27	72	49	91	17	39	79	73	66	8	142	96	64	137	44	125	43	151	186	254	168	104	139	79	40	12	37	24	31	92	28	327	18	35	49	135	38	33	26	6	97	163	34	24	54	9					
		8.68%	20.00%	16.83%	21.88%	16.45%	15.04%	26.16%	5.80%	20.24%	8.31%	1.90%	3.17%	13.44%	16.67%	4.61%	0.78%	4.81%	2.55%	1.95%	10.83%	2.81%	9.97%	8.74%	6.62%	8.98%	5.63%	12.51%	8.89%	7.73%	12.55%	8.84%	12.01%	4.06%	10.45%	12.82%	15.16%	12.79%	10.39%	15.43%	6.49%	11.08%	12.37%	4.44%	10.04%	11.52%	12.22%	8.64%	18.95%	24.32%	5.69%	10.72%	13.71%	10.58%	7.73%	25.49%	6.19%	10.50%	16.91%	3.62%	2.27%	3.14%	1.54%					
																																																																				
24	Против всех	2670	2	24	3	30	8	12	0	2	22	39	2	34	0	137	44	15	123	93	49	32	18	79	71	43	8	108	107	51	64	25	51	53	109	88	115	76	66	73	61	32	4	36	7	12	52	11	119	2	34	35	60	28	13	8	1	59	55	41	30	63	31					
		5.56%	3.08%	4.00%	4.69%	5.55%	3.01%	3.97%	0.00%	2.38%	6.09%	3.71%	1.59%	5.93%	0.00%	6.64%	2.87%	2.67%	4.35%	3.70%	5.83%	5.28%	4.60%	8.74%	6.44%	5.85%	5.63%	9.52%	9.91%	6.16%	5.86%	5.02%	4.90%	5.01%	7.54%	6.06%	6.87%	5.78%	6.59%	8.10%	5.01%	8.86%	4.12%	4.32%	2.93%	4.46%	6.91%	3.40%	6.89%	2.70%	5.53%	7.66%	6.09%	7.80%	3.04%	7.84%	1.03%	6.39%	5.71%	4.36%	2.84%	3.66%	5.32%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
