Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Гурьевская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
		1.26%	0.88%	0.70%	0.81%	2.21%	1.80%	1.32%	0.42%	1.24%	1.49%	0.0%	1.90%	2.12%	0.90%	0.97%	1.06%	0.87%	1.30%	1.12%	1.24%	0.58%	0.41%	0.46%	1.89%	1.64%	1.50%	1.25%	0.65%	2.83%	0.44%	2.09%	2.93%					
25	"8. ""Народно-республиканская партия России"""	18	1	0	0	1	0	1	1	0	2	0	2	0	0	1	0	0	3	0	2	0	0	0	2	0	1	0	0	0	0	1	0					
		0.12%	0.09%	0.0%	0.0%	0.20%	0.0%	0.44%	0.42%	0.0%	0.59%	0.0%	0.54%	0.0%	0.0%	0.48%	0.0%	0.0%	1.30%	0.0%	0.20%	0.0%	0.0%	0.0%	0.37%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	42	3	5	2	1	0	0	2	0	1	1	0	0	0	1	2	1	2	2	5	1	0	1	1	1	1	3	0	0	0	4	2					
		0.28%	0.29%	0.43%	0.20%	0.20%	0.0%	0.0%	0.85%	0.0%	0.29%	1.01%	0.0%	0.0%	0.0%	0.48%	0.70%	0.29%	0.86%	0.28%	0.52%	0.11%	0.0%	0.46%	0.18%	0.32%	0.08%	0.62%	0.0%	0.0%	0.0%	0.52%	0.48%					
27	"10. ""Аграрная партия России"""	381	24	19	12	8	16	5	10	17	10	1	21	7	28	8	7	11	3	11	18	19	12	5	19	5	26	15	18	8	2	15	1					
		2.58%	2.35%	1.66%	1.22%	1.61%	7.23%	2.21%	4.29%	4.21%	2.99%	1.01%	5.72%	3.72%	12.66%	3.90%	2.48%	3.21%	1.30%	1.54%	1.87%	2.21%	4.93%	2.30%	3.59%	1.64%	2.30%	3.13%	5.88%	1.88%	0.44%	1.96%	0.24%					
28	"11. ""Истинные патриоты России"""	20	1	0	0	2	0	1	0	2	2	2	0	0	0	1	1	0	2	0	2	2	0	0	0	0	0	1	0	0	0	1	0					
		0.13%	0.09%	0.0%	0.0%	0.40%	0.0%	0.44%	0.0%	0.49%	0.59%	2.02%	0.0%	0.0%	0.0%	0.48%	0.35%	0.0%	0.86%	0.0%	0.20%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.13%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	145	7	19	6	3	5	1	1	1	3	2	4	0	3	4	4	3	5	6	8	6	0	2	4	5	13	2	5	3	6	10	4					
		0.98%	0.68%	1.66%	0.61%	0.60%	2.26%	0.44%	0.42%	0.24%	0.89%	2.02%	1.08%	0.0%	1.35%	1.95%	1.41%	0.87%	2.17%	0.84%	0.83%	0.70%	0.0%	0.92%	0.75%	1.64%	1.15%	0.41%	1.63%	0.70%	1.34%	1.30%	0.97%					
30	"13. ""Демократическая партия России"""	119	6	11	6	2	3	1	2	6	4	4	3	0	0	3	5	0	2	11	10	2	1	6	5	2	11	0	4	1	5	2	1					
		0.80%	0.58%	0.96%	0.61%	0.40%	1.35%	0.44%	0.85%	1.48%	1.19%	4.04%	0.81%	0.0%	0.0%	1.46%	1.77%	0.0%	0.86%	1.54%	1.04%	0.23%	0.41%	2.76%	0.94%	0.65%	0.97%	0.0%	1.30%	0.23%	1.12%	0.26%	0.24%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	2	3	4	2	0	1	1	1	2	1	0	0	0	1	0	0	0	0	1	3	1	0	1	0	2	2	0	0	2	0	1					
		0.21%	0.19%	0.26%	0.40%	0.40%	0.0%	0.44%	0.42%	0.24%	0.59%	1.01%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.10%	0.35%	0.41%	0.0%	0.18%	0.0%	0.17%	0.41%	0.0%	0.0%	0.44%	0.0%	0.24%					
32	"15. ""Партия СЛОН"""	27	1	4	3	2	0	0	3	0	0	0	0	0	0	0	1	1	0	1	3	0	0	1	0	0	1	1	0	0	0	3	2					
		0.18%	0.09%	0.35%	0.30%	0.40%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.29%	0.0%	0.14%	0.31%	0.0%	0.0%	0.46%	0.0%	0.0%	0.08%	0.20%	0.0%	0.0%	0.0%	0.39%	0.48%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1131	74	119	87	33	7	15	14	16	19	4	28	11	10	7	21	14	20	68	90	93	15	10	41	41	63	41	18	26	40	60	26					
		7.66%	7.26%	10.45%	8.86%	6.65%	3.16%	6.63%	6.00%	3.97%	5.68%	4.04%	7.62%	5.85%	4.52%	3.41%	7.44%	4.09%	8.69%	9.55%	9.36%	10.86%	6.17%	4.60%	7.76%	13.48%	5.58%	8.55%	5.88%	6.13%	8.98%	7.84%	6.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	4	3	1	0	1	3	0	3	0	1	1	0	0	1	2	1	1	1	2	1	1	1	1	0	3	1	1	2	1	1	0					
		0.25%	0.39%	0.26%	0.10%	0.0%	0.45%	1.32%	0.0%	0.74%	0.0%	1.01%	0.27%	0.0%	0.0%	0.48%	0.70%	0.29%	0.43%	0.14%	0.20%	0.11%	0.41%	0.46%	0.18%	0.0%	0.26%	0.20%	0.32%	0.47%	0.22%	0.13%	0.0%					
35	"18. ""ЛДПР"""	2668	155	196	204	110	41	37	36	50	64	19	63	31	34	40	40	67	39	124	168	145	30	32	121	46	223	73	49	66	104	158	103					
		18.07%	15.22%	17.22%	20.79%	22.17%	18.55%	16.37%	15.45%	12.40%	19.16%	19.19%	17.16%	16.48%	15.38%	19.51%	14.18%	19.59%	16.95%	17.41%	17.48%	16.93%	12.34%	14.74%	22.91%	15.13%	19.76%	15.24%	16.01%	15.56%	23.37%	20.65%	25.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	301	16	25	40	11	4	6	10	11	5	2	7	2	2	3	1	4	5	14	20	13	2	2	10	6	28	6	7	13	7	14	5					
		2.03%	1.57%	2.19%	4.07%	2.21%	1.80%	2.65%	4.29%	2.72%	1.49%	2.02%	1.90%	1.06%	0.90%	1.46%	0.35%	1.16%	2.17%	1.96%	2.08%	1.51%	0.82%	0.92%	1.89%	1.97%	2.48%	1.25%	2.28%	3.06%	1.57%	1.83%	1.22%					
37	"20. ""Политическая партия ""Единая Россия"""	5446	361	394	336	180	69	92	91	163	135	41	138	70	81	83	112	144	85	266	329	311	117	87	162	110	450	186	142	186	151	258	116					
		36.89%	35.46%	34.62%	34.25%	36.29%	31.22%	40.70%	39.05%	40.44%	40.41%	41.41%	37.60%	37.23%	36.65%	40.48%	39.71%	42.10%	36.95%	37.35%	34.23%	36.33%	48.14%	40.09%	30.68%	36.18%	39.89%	38.83%	46.40%	43.86%	33.93%	33.72%	28.36%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	1	1	1	0	3	1	0	2	0	0	0	0	2	1	1	0	1	2	1	3	0	0	2	1	2	1	0	1	5	0	2					
		0.23%	0.09%	0.08%	0.10%	0.0%	1.35%	0.44%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.90%	0.48%	0.35%	0.0%	0.43%	0.28%	0.10%	0.35%	0.0%	0.0%	0.37%	0.32%	0.17%	0.20%	0.0%	0.23%	1.12%	0.0%	0.48%					
39	"22. ""Развитие предпринимательства"""	38	1	3	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	9	0	1	0	1	0	4	3	1	0	0	1	4					
		0.25%	0.09%	0.26%	0.30%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.56%	0.93%	0.0%	0.41%	0.0%	0.18%	0.0%	0.35%	0.62%	0.32%	0.0%	0.0%	0.13%	0.97%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1216	140	105	74	45	19	15	28	33	20	6	27	20	24	13	26	30	16	49	95	59	22	14	56	32	82	36	15	22	25	48	20					
		8.23%	13.75%	9.22%	7.54%	9.07%	8.59%	6.63%	12.01%	8.18%	5.98%	6.06%	7.35%	10.63%	10.85%	6.34%	9.21%	8.77%	6.95%	6.88%	9.88%	6.89%	9.05%	6.45%	10.60%	10.52%	7.26%	7.51%	4.90%	5.18%	5.61%	6.27%	4.88%					
																																						
41	Против всех	910	69	72	62	26	16	6	10	21	12	4	15	12	12	10	18	13	12	26	53	62	9	19	28	20	71	23	10	38	29	75	57					
		6.16%	6.77%	6.32%	6.32%	5.24%	7.23%	2.65%	4.29%	5.21%	3.59%	4.04%	4.08%	6.38%	5.42%	4.87%	6.38%	3.80%	5.21%	3.65%	5.51%	7.24%	3.70%	8.75%	5.30%	6.57%	6.29%	4.80%	3.26%	8.96%	6.51%	9.80%	13.93%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
