Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Красносельская N26																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955					
		1.74%	0.41%	1.64%	1.47%	2.67%	2.86%	2.40%	1.15%	1.16%	1.62%	1.62%	2.99%	1.68%	2.27%	1.32%	1.66%	2.15%	1.65%	2.20%	1.59%	1.66%	0.17%	2.12%	1.27%	1.70%	1.98%	1.73%	2.48%	1.99%	0.86%	3.58%	2.20%	2.04%	1.28%	0.87%	1.17%	1.31%	1.39%	1.15%	0.78%	2.03%	2.35%	2.68%	1.75%	2.92%	2.58%	2.10%	1.65%	1.69%	1.19%	2.12%	0.99%	1.13%	2.15%	1.37%	1.90%	0.73%	1.03%	1.21%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	150	0	6	0	2	7	8	7	3	1	6	1	2	4	0	3	4	3	1	3	1	1	3	2	1	3	1	2	7	1	4	2	5	2	1	2	5	3	1	6	1	1	0	1	0	1	2	1	1	2	5	4	3	1	1	4	1	1	0	6					
		0.24%	0.00%	0.52%	0.00%	0.18%	0.63%	0.57%	0.58%	0.25%	0.06%	0.57%	0.11%	0.15%	0.36%	0.00%	0.29%	0.32%	0.23%	0.09%	0.28%	0.10%	0.17%	0.35%	0.23%	0.17%	0.26%	0.10%	0.16%	0.54%	0.10%	0.28%	0.16%	0.44%	0.20%	0.17%	0.34%	0.39%	0.30%	0.08%	0.29%	0.08%	0.21%	0.00%	0.10%	0.00%	0.09%	0.30%	0.08%	0.10%	0.18%	0.39%	0.25%	0.24%	0.08%	0.09%	0.42%	0.36%	0.17%	0.00%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	4861	13	91	80	70	92	106	95	95	115	83	79	105	78	82	76	74	106	80	79	83	12	64	62	42	58	78	90	102	92	109	67	64	87	40	48	98	75	75	244	107	42	16	93	79	85	53	107	85	100	107	163	97	88	66	79	10	76	20	199					
		7.83%	5.37%	7.87%	7.85%	6.23%	8.22%	7.50%	7.81%	7.90%	7.44%	7.93%	8.74%	8.02%	7.07%	7.75%	7.41%	5.88%	7.97%	7.04%	7.38%	8.63%	2.06%	7.53%	7.13%	7.16%	5.00%	7.49%	7.20%	7.80%	8.81%	7.65%	5.46%	5.68%	8.58%	6.99%	8.04%	7.57%	7.47%	5.74%	11.90%	8.35%	8.97%	3.89%	9.06%	8.25%	7.55%	7.93%	8.40%	8.47%	9.19%	8.42%	10.06%	7.81%	7.29%	6.04%	8.33%	3.65%	13.01%	8.10%	11.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7620	26	177	122	189	154	187	172	166	221	122	117	162	161	152	143	172	178	162	159	98	4	118	108	75	210	165	162	167	158	182	230	175	143	64	59	149	133	152	93	144	32	40	127	95	129	70	128	119	99	148	147	145	136	122	102	7	25	26	192					
		12.28%	10.74%	15.30%	11.97%	16.83%	13.76%	13.22%	14.14%	13.81%	14.29%	11.65%	12.94%	12.37%	14.60%	14.37%	13.95%	13.67%	13.38%	14.26%	14.86%	10.19%	0.69%	13.88%	12.43%	12.78%	18.12%	15.83%	12.96%	12.77%	15.13%	12.77%	18.73%	15.54%	14.10%	11.19%	9.88%	11.51%	13.25%	11.63%	4.54%	11.23%	6.84%	9.73%	12.37%	9.92%	11.46%	10.48%	10.05%	11.85%	9.10%	11.64%	9.07%	11.67%	11.27%	11.17%	10.76%	2.55%	4.28%	10.53%	11.27%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	587	2	13	9	13	15	21	9	11	14	9	12	11	11	9	3	16	16	7	10	10	3	7	6	3	12	5	11	15	5	16	9	19	12	4	1	12	8	16	26	15	1	6	7	4	12	8	9	7	9	7	16	13	7	12	8	2	4	5	24					
		0.95%	0.83%	1.12%	0.88%	1.16%	1.34%	1.49%	0.74%	0.92%	0.91%	0.86%	1.33%	0.84%	0.99%	0.85%	0.29%	1.27%	1.20%	0.62%	0.93%	1.04%	0.51%	0.82%	0.69%	0.51%	1.04%	0.48%	0.88%	1.15%	0.48%	1.12%	0.73%	1.69%	1.18%	0.70%	0.17%	0.93%	0.80%	1.22%	1.27%	1.17%	0.21%	1.46%	0.68%	0.42%	1.07%	1.20%	0.71%	0.70%	0.83%	0.55%	0.99%	1.05%	0.58%	1.10%	0.84%	0.73%	0.68%	2.02%	1.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34078	155	604	567	578	561	759	663	635	814	575	467	736	614	580	584	647	718	578	566	589	529	469	488	308	535	555	692	707	574	735	592	597	555	357	365	718	573	699	1331	597	268	234	564	522	558	389	720	517	630	675	933	656	640	626	485	230	408	145	912					
		54.92%	64.05%	52.20%	55.64%	51.47%	50.13%	53.68%	54.52%	52.83%	52.65%	54.92%	51.66%	56.18%	55.67%	54.82%	56.98%	51.43%	53.98%	50.88%	52.90%	61.23%	90.74%	55.18%	56.16%	52.47%	46.16%	53.26%	55.36%	54.05%	54.98%	51.58%	48.21%	53.02%	54.73%	62.41%	61.14%	55.49%	57.07%	53.48%	64.93%	46.57%	57.26%	56.93%	54.92%	54.49%	49.56%	58.23%	56.51%	51.49%	57.90%	53.11%	57.56%	52.82%	53.02%	57.33%	51.16%	83.94%	69.86%	58.70%	53.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1996	2	53	34	52	57	47	41	43	46	46	38	56	47	32	25	66	45	49	45	26	9	22	30	19	38	42	37	38	26	53	39	38	36	6	22	37	23	45	19	35	10	19	20	35	32	24	56	31	25	45	29	41	40	32	29	4	6	9	45					
		3.22%	0.83%	4.58%	3.34%	4.63%	5.09%	3.32%	3.37%	3.58%	2.98%	4.39%	4.20%	4.27%	4.26%	3.02%	2.44%	5.25%	3.38%	4.31%	4.21%	2.70%	1.54%	2.59%	3.45%	3.24%	3.28%	4.03%	2.96%	2.91%	2.49%	3.72%	3.18%	3.37%	3.55%	1.05%	3.69%	2.86%	2.29%	3.44%	0.93%	2.73%	2.14%	4.62%	1.95%	3.65%	2.84%	3.59%	4.40%	3.09%	2.30%	3.54%	1.79%	3.30%	3.31%	2.93%	3.06%	1.46%	1.03%	3.64%	2.64%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
