Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    район Чертаново Центральное																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	0	5	2	0	5	0	2	4	1	2	5	3	1	5	6	7	2	3	1	3	0	3	5	3	0	2	1	6	4	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	769	3	26	69	25	21	30	26	36	22	28	31	30	19	32	25	32	24	22	28	19	39	23	29	25	9	14	14	21	15	25	7									
		2.72%	1.43%	2.15%	4.84%	2.26%	2.97%	2.53%	2.19%	3.97%	2.30%	3.59%	3.81%	3.43%	1.53%	3.60%	3.02%	4.08%	1.89%	3.08%	2.26%	2.33%	4.29%	3.10%	1.97%	3.51%	2.01%	1.45%	1.56%	2.52%	1.97%	3.67%	1.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	454	6	13	46	15	13	15	12	14	20	16	15	23	7	18	13	13	21	20	15	12	13	12	20	8	1	8	15	10	16	17	7									
		1.61%	2.86%	1.07%	3.23%	1.36%	1.84%	1.26%	1.01%	1.54%	2.09%	2.05%	1.84%	2.63%	0.56%	2.02%	1.57%	1.66%	1.65%	2.80%	1.21%	1.47%	1.43%	1.62%	1.36%	1.12%	0.22%	0.83%	1.67%	1.20%	2.11%	2.50%	1.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	675	6	18	46	19	31	42	29	25	23	21	32	18	18	24	25	26	35	19	3	22	9	18	24	11	7	12	27	22	25	14	24									
		2.39%	2.86%	1.49%	3.23%	1.72%	4.38%	3.54%	2.45%	2.76%	2.41%	2.70%	3.93%	2.06%	1.45%	2.70%	3.02%	3.32%	2.75%	2.66%	0.24%	2.70%	0.99%	2.42%	1.63%	1.54%	1.56%	1.24%	3.01%	2.64%	3.29%	2.06%	3.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14004	140	741	816	683	305	612	650	386	382	278	352	358	871	391	303	324	651	251	669	335	390	282	969	288	227	690	457	371	295	231	306									
		49.58%	66.67%	61.24%	57.22%	61.87%	43.14%	51.52%	54.85%	42.56%	40.00%	35.69%	43.24%	40.96%	69.96%	43.98%	36.59%	41.33%	51.14%	35.10%	54.04%	41.15%	42.86%	37.95%	65.92%	40.45%	50.67%	71.50%	50.95%	44.54%	38.82%	33.92%	45.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	482	2	16	52	12	9	11	24	14	19	11	16	18	9	10	18	17	21	23	19	13	17	19	18	15	7	4	18	10	20	11	9									
		1.71%	0.95%	1.32%	3.65%	1.09%	1.27%	0.93%	2.03%	1.54%	1.99%	1.41%	1.97%	2.06%	0.72%	1.12%	2.17%	2.17%	1.65%	3.22%	1.53%	1.60%	1.87%	2.56%	1.22%	2.11%	1.56%	0.41%	2.01%	1.20%	2.63%	1.62%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	117	1	0	40	2	2	0	2	1	3	1	4	5	5	0	3	3	8	1	2	2	3	0	3	2	2	2	11	2	2	3	2									
		0.41%	0.48%	0.00%	2.81%	0.18%	0.28%	0.00%	0.17%	0.11%	0.31%	0.13%	0.49%	0.57%	0.40%	0.00%	0.36%	0.38%	0.63%	0.14%	0.16%	0.25%	0.33%	0.00%	0.20%	0.28%	0.45%	0.21%	1.23%	0.24%	0.26%	0.44%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3123	23	112	76	106	82	106	97	120	143	135	103	114	119	136	128	118	149	84	83	112	101	82	105	99	51	69	92	90	107	77	104									
		11.06%	10.95%	9.26%	5.33%	9.60%	11.60%	8.92%	8.19%	13.23%	14.97%	17.33%	12.65%	13.04%	9.56%	15.30%	15.46%	15.05%	11.70%	11.75%	6.70%	13.76%	11.10%	11.04%	7.14%	13.90%	11.38%	7.15%	10.26%	10.80%	14.08%	11.31%	15.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	536	1	17	23	10	14	17	17	22	33	19	11	18	22	10	19	17	20	22	27	13	22	13	19	13	9	9	25	19	11	25	19									
		1.90%	0.48%	1.40%	1.61%	0.91%	1.98%	1.43%	1.43%	2.43%	3.46%	2.44%	1.35%	2.06%	1.77%	1.12%	2.29%	2.17%	1.57%	3.08%	2.18%	1.60%	2.42%	1.75%	1.29%	1.83%	2.01%	0.93%	2.79%	2.28%	1.45%	3.67%	2.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	749	1	25	16	18	25	38	28	24	30	29	25	33	24	22	24	27	33	28	39	22	33	21	27	25	7	12	26	36	12	27	12									
		2.65%	0.48%	2.07%	1.12%	1.63%	3.54%	3.20%	2.36%	2.65%	3.14%	3.72%	3.07%	3.78%	1.93%	2.47%	2.90%	3.44%	2.59%	3.92%	3.15%	2.70%	3.63%	2.83%	1.84%	3.51%	1.56%	1.24%	2.90%	4.32%	1.58%	3.96%	1.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	115	0	21	38	2	0	4	1	2	2	1	1	1	3	3	2	2	2	1	4	0	0	0	0	4	2	1	13	2	0	0	3									
		0.41%	0.00%	1.74%	2.66%	0.18%	0.00%	0.34%	0.08%	0.22%	0.21%	0.13%	0.12%	0.11%	0.24%	0.34%	0.24%	0.26%	0.16%	0.14%	0.32%	0.00%	0.00%	0.00%	0.00%	0.56%	0.45%	0.10%	1.45%	0.24%	0.00%	0.00%	0.44%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1833	2	48	10	52	40	55	87	64	70	60	52	68	36	80	57	54	73	60	137	78	87	80	60	49	32	38	51	57	63	88	45									
		6.49%	0.95%	3.97%	0.70%	4.71%	5.66%	4.63%	7.34%	7.06%	7.33%	7.70%	6.39%	7.78%	2.89%	8.99%	6.88%	6.89%	5.73%	8.39%	11.07%	9.58%	9.56%	10.77%	4.08%	6.88%	7.14%	3.94%	5.69%	6.84%	8.29%	12.92%	6.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3107	13	86	122	107	105	153	117	129	116	112	89	111	67	104	118	79	145	107	120	119	98	111	105	91	64	75	75	89	113	88	79									
		11.00%	6.19%	7.11%	8.56%	9.69%	14.85%	12.88%	9.87%	14.22%	12.15%	14.38%	10.93%	12.70%	5.38%	11.70%	14.25%	10.08%	11.39%	14.97%	9.69%	14.62%	10.77%	14.94%	7.14%	12.78%	14.29%	7.77%	8.36%	10.68%	14.87%	12.92%	11.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	147	2	5	8	3	7	4	3	6	9	4	6	5	3	9	3	4	5	5	7	1	7	2	2	3	1	5	15	2	4	3	4									
		0.52%	0.95%	0.41%	0.56%	0.27%	0.99%	0.34%	0.25%	0.66%	0.94%	0.51%	0.74%	0.57%	0.24%	1.01%	0.36%	0.51%	0.39%	0.70%	0.57%	0.12%	0.77%	0.27%	0.14%	0.42%	0.22%	0.52%	1.67%	0.24%	0.53%	0.44%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1699	2	75	52	34	42	79	74	52	63	51	63	68	35	41	84	63	86	54	72	54	81	70	59	61	26	1	44	48	60	58	47									
		6.02%	0.95%	6.20%	3.65%	3.08%	5.94%	6.65%	6.24%	5.73%	6.60%	6.55%	7.74%	7.78%	2.81%	4.61%	10.14%	8.04%	6.76%	7.55%	5.82%	6.63%	8.90%	9.42%	4.01%	8.57%	5.80%	0.10%	4.91%	5.76%	7.89%	8.52%	6.91%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
