Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Путятинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355									
		2.22%	3.45%	0.00%	1.49%	2.12%	3.19%	0.52%	3.11%	2.36%	3.33%	0.84%	3.41%	3.75%	3.04%	1.24%	2.44%	0.00%	0.00%	2.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	45	2	1	2	1	0	5	3	1	2	5	1	8	5	9	0	0	0	0									
		1.30%	0.99%	1.72%	1.49%	0.35%	0.00%	2.59%	1.86%	0.79%	2.22%	4.20%	1.14%	2.14%	1.01%	1.24%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2407	157	55	110	235	78	140	112	86	69	97	58	234	291	456	56	45	52	76									
		69.35%	77.34%	94.83%	82.09%	83.04%	82.98%	72.54%	69.57%	67.72%	76.67%	81.51%	65.91%	62.73%	58.91%	62.64%	68.29%	69.23%	80.00%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	0	1	0	1	0	1	0	1	0	1	5	4	0	1	1	1									
		0.49%	0.00%	0.00%	0.00%	0.35%	0.00%	0.52%	0.00%	0.79%	0.00%	0.84%	0.00%	0.27%	1.01%	0.55%	0.00%	1.54%	1.54%	0.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	1	0	0	0	0	0	0	1	1	4	0	0	0	1									
		0.26%	0.49%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.20%	0.55%	0.00%	0.00%	0.00%	0.88%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	400	15	2	7	19	5	29	21	16	7	7	11	50	77	93	10	5	3	23									
		11.52%	7.39%	3.45%	5.22%	6.71%	5.32%	15.03%	13.04%	12.60%	7.78%	5.88%	12.50%	13.40%	15.59%	12.77%	12.20%	7.69%	4.62%	20.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	3	0	0	0	0	0	2	1	0	1	0	0	4	5	0	0	0	1									
		0.49%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.79%	0.00%	0.84%	0.00%	0.00%	0.81%	0.69%	0.00%	0.00%	0.00%	0.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	1	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0									
		0.26%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.69%	0.00%	1.54%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.20%	0.27%	0.00%	1.54%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	0	0	3	0	0	5	0	1	1	1	0	6	10	0	0	0	0									
		0.78%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	3.11%	0.00%	1.11%	0.84%	1.14%	0.00%	1.21%	1.37%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	265	12	0	4	13	3	11	8	8	4	3	12	43	56	57	10	9	8	4									
		7.63%	5.91%	0.00%	2.99%	4.59%	3.19%	5.70%	4.97%	6.30%	4.44%	2.52%	13.64%	11.53%	11.34%	7.83%	12.20%	13.85%	12.31%	3.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	0	0	0	2	0	0	0	2	1	2	0	1	0	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.54%	0.20%	0.27%	0.00%	1.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	94	4	0	0	4	2	3	1	4	1	1	2	7	10	50	1	1	0	3									
		2.71%	1.97%	0.00%	0.00%	1.41%	2.13%	1.55%	0.62%	3.15%	1.11%	0.84%	2.27%	1.88%	2.02%	6.87%	1.22%	1.54%	0.00%	2.63%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
