Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Иркутская городская № 4																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №1576	УИК №1578	УИК №1591					
12	Число выданных открепительных удостоверений	954	18	20	21	19	17	12	19	12	16	10	16	22	19	10	12	15	24	27	15	11	8	10	0	24	10	19	14	16	28	21	18	13	20	73	22	16	18	18	14	9	18	11	16	19	17	15	17	15	14	34	11	16	10	0	13	11	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	925	16	16	18	17	7	22	8	14	11	22	11	11	12	27	19	8	9	13	13	12	8	21	1	36	14	36	8	22	12	14	40	19	18	69	16	11	8	12	7	5	18	11	10	21	14	18	31	13	11	13	20	14	8	22	17	10	11					
14	Число неиспользованных открепительных удостоверений	936	17	15	14	16	13	23	11	18	14	25	19	13	16	20	18	20	6	8	20	24	17	20	10	6	15	6	11	9	7	4	7	12	50	17	8	19	42	12	16	26	17	19	14	16	13	20	18	15	16	6	14	14	20	0	57	19	14					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	6696	113	191	88	154	122	140	96	121	128	106	107	118	125	122	131	93	109	108	138	117	34	99	11	116	69	144	122	119	119	138	175	145	138	110	120	112	156	147	175	109	109	75	91	145	163	116	148	122	161	115	85	123	100	32	138	132	56					
		9.26%	8.77%	13.05%	7.64%	9.78%	10.30%	11.03%	7.89%	9.00%	10.29%	7.22%	9.19%	8.45%	11.32%	10.20%	10.51%	8.13%	9.07%	8.93%	9.40%	8.02%	6.09%	8.45%	4.44%	7.75%	7.93%	9.90%	8.60%	9.15%	9.25%	10.84%	12.09%	11.24%	8.19%	5.26%	9.29%	8.78%	11.59%	10.60%	11.51%	8.33%	8.54%	8.05%	7.14%	9.02%	12.26%	8.19%	10.40%	9.39%	12.16%	8.44%	8.00%	9.79%	7.67%	6.34%	9.57%	10.48%	8.03%					
19	. Малышкин Олег Александрович	2144	30	47	52	50	39	45	45	36	34	39	30	57	33	56	35	35	43	39	43	34	33	40	16	44	21	38	34	40	42	32	32	25	41	52	37	28	32	23	34	39	52	24	40	34	29	52	44	42	40	60	33	40	40	18	38	32	21					
		2.97%	2.33%	3.21%	4.51%	3.18%	3.29%	3.55%	3.70%	2.68%	2.73%	2.66%	2.58%	4.08%	2.99%	4.68%	2.81%	3.06%	3.58%	3.22%	2.93%	2.33%	5.91%	3.41%	6.45%	2.94%	2.41%	2.61%	2.40%	3.08%	3.26%	2.51%	2.21%	1.94%	2.43%	2.49%	2.86%	2.19%	2.38%	1.66%	2.24%	2.98%	4.08%	2.58%	3.14%	2.11%	2.18%	3.67%	3.09%	3.23%	3.02%	4.41%	3.11%	3.18%	3.07%	3.56%	2.64%	2.54%	3.01%					
20	. Миронов Сергей Михайлович	823	10	21	10	16	5	10	11	13	23	20	9	21	20	13	15	14	13	15	18	13	9	15	5	17	6	20	11	22	16	18	20	26	12	22	22	14	15	19	12	10	17	8	7	12	16	23	25	18	10	15	9	9	24	0	12	12	5					
		1.14%	0.78%	1.43%	0.87%	1.02%	0.42%	0.79%	0.90%	0.97%	1.85%	1.36%	0.77%	1.50%	1.81%	1.09%	1.20%	1.22%	1.08%	1.24%	1.23%	0.89%	1.61%	1.28%	2.02%	1.14%	0.69%	1.37%	0.78%	1.69%	1.24%	1.41%	1.38%	2.02%	0.71%	1.05%	1.70%	1.10%	1.11%	1.37%	0.79%	0.76%	1.33%	0.86%	0.55%	0.75%	1.20%	1.62%	1.76%	1.39%	0.76%	1.10%	0.85%	0.72%	1.84%	0.00%	0.83%	0.95%	0.72%					
21	. Путин Владимир Владимирович	41366	746	770	685	864	651	748	736	826	789	859	707	790	642	668	691	637	698	712	850	804	348	658	158	893	493	830	830	711	721	637	769	654	1037	1460	695	738	698	732	790	741	752	503	755	856	754	811	794	776	725	782	659	731	756	331	828	704	383					
		57.23%	57.87%	52.60%	59.46%	54.89%	54.94%	58.94%	60.48%	61.41%	63.42%	58.51%	60.74%	56.55%	58.15%	55.85%	55.46%	55.68%	58.07%	58.84%	57.90%	55.14%	62.37%	56.14%	63.71%	59.65%	56.67%	57.04%	58.49%	54.69%	56.02%	50.04%	53.14%	50.70%	61.54%	69.86%	53.79%	57.84%	51.86%	52.78%	51.97%	56.61%	58.93%	53.97%	59.26%	53.23%	56.73%	57.27%	55.80%	59.74%	54.76%	57.42%	62.05%	58.20%	57.98%	65.54%	57.42%	55.87%	54.95%					
22	. Хакамада Ирина Муцуовна	6882	126	133	104	127	101	94	98	93	60	142	97	127	94	88	95	98	126	129	198	183	40	96	2	123	95	113	140	117	135	135	147	147	148	199	171	162	197	228	245	112	119	79	108	169	106	127	113	122	115	97	83	101	92	24	158	120	84					
		9.52%	9.78%	9.08%	9.03%	8.07%	8.52%	7.41%	8.05%	6.91%	4.82%	9.67%	8.33%	9.09%	8.51%	7.36%	7.62%	8.57%	10.48%	10.66%	13.49%	12.55%	7.17%	8.19%	0.81%	8.22%	10.92%	7.77%	9.87%	9.00%	10.49%	10.60%	10.16%	11.40%	8.78%	9.52%	13.24%	12.70%	14.64%	16.44%	16.12%	8.56%	9.33%	8.48%	8.48%	10.51%	7.98%	8.97%	7.94%	9.39%	8.69%	7.12%	7.82%	8.04%	7.06%	4.75%	10.96%	9.52%	12.05%					
23	. Харитонов Николай Михайлович	9804	170	201	138	244	213	167	171	134	138	187	147	184	133	161	200	201	122	134	131	175	61	209	33	236	125	241	199	209	178	230	213	188	197	107	139	150	154	137	177	205	138	194	190	285	179	194	237	158	199	213	139	172	226	71	184	177	109					
		13.56%	13.19%	13.73%	11.98%	15.50%	17.97%	13.16%	14.05%	9.96%	11.09%	12.74%	12.63%	13.17%	12.05%	13.46%	16.05%	17.57%	10.15%	11.07%	8.92%	12.00%	10.93%	17.83%	13.31%	15.76%	14.37%	16.56%	14.02%	16.08%	13.83%	18.07%	14.72%	14.57%	11.69%	5.12%	10.76%	11.76%	11.44%	9.88%	11.64%	15.66%	10.82%	20.82%	14.91%	17.72%	13.47%	13.70%	16.65%	12.16%	15.03%	15.64%	13.09%	13.69%	17.33%	14.06%	12.76%	14.05%	15.64%					
																																																																
24	Против всех	4099	71	83	65	110	48	58	46	84	63	109	61	90	44	88	72	66	82	64	90	129	23	48	23	54	59	63	76	78	68	77	85	99	107	133	96	66	91	97	79	84	78	43	74	93	77	86	52	50	71	68	51	75	50	20	73	77	32					
		5.67%	5.51%	5.67%	5.64%	6.99%	4.05%	4.57%	3.78%	6.25%	5.06%	7.43%	5.24%	6.44%	3.99%	7.36%	5.78%	5.77%	6.82%	5.29%	6.13%	8.85%	4.12%	4.10%	9.27%	3.61%	6.78%	4.33%	5.36%	6.00%	5.28%	6.05%	5.87%	7.67%	6.35%	6.36%	7.43%	5.17%	6.76%	6.99%	5.20%	6.42%	6.11%	4.61%	5.81%	5.78%	5.79%	6.07%	3.65%	3.85%	5.36%	4.99%	4.80%	5.97%	3.83%	3.96%	5.06%	6.11%	4.59%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
