Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Николаевская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №843	УИК №850	УИК №851									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	570	20	10	25	15	10	25	20	25	10	20	20	0	10	25	20	10	10	10	25	15	20	10	20	15	0	5	5	5	5	20	10	10	10	10	10	30	15	10	25	10	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	88	2	4	1	3	2	1	9	4	1	4	9	0	3	4	4	0	2	4	7	1	2	0	3	2	0	0	1	0	0	2	6	0	0	0	0	1	2	2	1	1	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	0	1	4	1	0	0	3	2	4	0	3	11	0	2	0	2	1	0	2	0	0	0	1	4	0	0	2	0	4	4	2	2	0	2	0	1	3	2	1	2	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	482	18	6	24	12	8	24	11	21	9	16	11	0	7	21	16	10	8	6	18	14	18	10	17	13	0	5	4	5	5	18	4	10	10	10	10	29	13	8	24	9	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	3	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	125	0	1	6	4	1	5	5	7	2	1	7	3	2	5	6	9	0	5	2	2	5	2	1	3	0	0	1	0	0	4	3	4	4	3	4	7	6	0	5	0	0	0	0									
		1.34%	0.00%	0.48%	1.70%	1.97%	0.83%	1.59%	1.35%	1.75%	0.89%	0.35%	1.69%	6.12%	1.03%	1.23%	1.94%	4.69%	0.00%	2.20%	0.52%	0.79%	1.80%	1.79%	0.59%	2.16%	0.00%	0.00%	1.23%	0.00%	0.00%	1.09%	1.08%	2.65%	3.08%	1.10%	1.73%	1.82%	2.87%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	313	6	12	16	8	11	17	16	18	4	6	11	0	6	16	11	7	4	3	12	9	6	4	4	5	5	3	5	4	7	18	5	3	0	7	8	3	8	2	10	12	0	0	1									
		3.37%	3.55%	5.77%	4.53%	3.94%	9.17%	5.41%	4.31%	4.51%	1.79%	2.08%	2.66%	0.00%	3.09%	3.93%	3.55%	3.65%	3.10%	1.32%	3.10%	3.56%	2.16%	3.57%	2.37%	3.60%	3.57%	2.34%	6.17%	4.82%	6.19%	4.89%	1.79%	1.99%	0.00%	2.56%	3.46%	0.78%	3.83%	1.22%	2.56%	5.36%	0.00%	0.00%	8.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	327	7	4	18	6	1	12	9	21	10	8	16	2	5	15	11	8	6	9	11	9	17	1	6	7	5	0	4	3	4	16	4	9	6	3	6	9	5	6	16	7	0	3	2									
		3.52%	4.14%	1.92%	5.10%	2.96%	0.83%	3.82%	2.43%	5.26%	4.46%	2.77%	3.86%	4.08%	2.58%	3.69%	3.55%	4.17%	4.65%	3.96%	2.84%	3.56%	6.12%	0.89%	3.55%	5.04%	3.57%	0.00%	4.94%	3.61%	3.54%	4.35%	1.43%	5.96%	4.62%	1.10%	2.60%	2.34%	2.39%	3.66%	4.10%	3.13%	0.00%	18.75%	16.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3594	69	64	107	76	50	87	113	134	85	103	139	17	77	143	101	62	51	78	135	100	98	37	44	57	77	94	37	36	53	140	129	66	44	145	104	181	118	111	139	81	6	6	0									
		38.67%	40.83%	30.77%	30.31%	37.44%	41.67%	27.71%	30.46%	33.58%	37.95%	35.64%	33.57%	34.69%	39.69%	35.14%	32.58%	32.29%	39.53%	34.36%	34.88%	39.53%	35.25%	33.04%	26.04%	41.01%	55.00%	73.44%	45.68%	43.37%	46.90%	38.04%	46.24%	43.71%	33.85%	53.11%	45.02%	47.01%	56.46%	67.68%	35.64%	36.16%	75.00%	37.50%	0.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	100	0	3	3	5	2	9	7	2	2	3	4	1	7	0	2	0	2	5	2	3	2	2	5	0	2	4	0	0	0	4	3	0	0	2	3	7	0	0	3	0	0	1	0									
		1.08%	0.00%	1.44%	0.85%	2.46%	1.67%	2.87%	1.89%	0.50%	0.89%	1.04%	0.97%	2.04%	3.61%	0.00%	0.65%	0.00%	1.55%	2.20%	0.52%	1.19%	0.72%	1.79%	2.96%	0.00%	1.43%	3.13%	0.00%	0.00%	0.00%	1.09%	1.08%	0.00%	0.00%	0.73%	1.30%	1.82%	0.00%	0.00%	0.77%	0.00%	0.00%	6.25%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	0	2	0	0	0	1	1	1	0	0	2	1	0	1	2	1	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0									
		0.24%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.25%	0.45%	0.35%	0.00%	0.00%	1.03%	0.25%	0.00%	0.52%	1.55%	0.44%	0.26%	0.40%	0.36%	0.00%	1.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.26%	0.00%	0.00%	6.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2500	41	57	89	58	21	96	94	104	48	115	108	22	40	94	81	50	39	58	114	52	71	37	55	38	33	9	17	29	28	108	85	35	35	73	59	115	38	21	149	74	2	1	7									
		26.90%	24.26%	27.40%	25.21%	28.57%	17.50%	30.57%	25.34%	26.07%	21.43%	39.79%	26.09%	44.90%	20.62%	23.10%	26.13%	26.04%	30.23%	25.55%	29.46%	20.55%	25.54%	33.04%	32.54%	27.34%	23.57%	7.03%	20.99%	34.94%	24.78%	29.35%	30.47%	23.18%	26.92%	26.74%	25.54%	29.87%	18.18%	12.80%	38.21%	33.04%	25.00%	6.25%	58.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	0	0	2	2	0	0	4	2	3	2	1	0	1	1	1	4	0	1	1	3	1	1	2	1	1	0	1	0	0	1	4	0	0	0	1	0	3	0	4	0	0	0	0									
		0.52%	0.00%	0.00%	0.57%	0.99%	0.00%	0.00%	1.08%	0.50%	1.34%	0.69%	0.24%	0.00%	0.52%	0.25%	0.32%	2.08%	0.00%	0.44%	0.26%	1.19%	0.36%	0.89%	1.18%	0.72%	0.71%	0.00%	1.23%	0.00%	0.00%	0.27%	1.43%	0.00%	0.00%	0.00%	0.43%	0.00%	1.44%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	3	1	3	0	0	2	2	2	1	1	3	0	1	1	5	3	0	1	4	4	2	1	2	0	0	0	1	0	2	0	0	1	1	2	1	4	0	2	1	2	0	0	0									
		0.63%	1.78%	0.48%	0.85%	0.00%	0.00%	0.64%	0.54%	0.50%	0.45%	0.35%	0.72%	0.00%	0.52%	0.25%	1.61%	1.56%	0.00%	0.44%	1.03%	1.58%	0.72%	0.89%	1.18%	0.00%	0.00%	0.00%	1.23%	0.00%	1.77%	0.00%	0.00%	0.66%	0.77%	0.73%	0.43%	1.04%	0.00%	1.22%	0.26%	0.89%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.89%	1.18%	0.00%	0.71%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.43%	0.00%	0.00%	0.61%	0.51%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	2	5	9	4	0	7	9	6	6	7	11	0	3	7	4	10	2	3	12	6	3	0	1	0	2	1	0	0	1	3	5	0	0	1	2	3	1	0	2	3	0	0	1									
		1.53%	1.18%	2.40%	2.55%	1.97%	0.00%	2.23%	2.43%	1.50%	2.68%	2.42%	2.66%	0.00%	1.55%	1.72%	1.29%	5.21%	1.55%	1.32%	3.10%	2.37%	1.08%	0.00%	0.59%	0.00%	1.43%	0.78%	0.00%	0.00%	0.88%	0.82%	1.79%	0.00%	0.00%	0.37%	0.87%	0.78%	0.48%	0.00%	0.51%	1.34%	0.00%	0.00%	8.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1455	30	41	70	27	27	57	79	77	47	30	92	1	38	93	66	26	16	50	66	46	48	22	34	19	9	12	12	9	14	41	19	31	36	27	26	31	15	10	32	25	0	3	1									
		15.65%	17.75%	19.71%	19.83%	13.30%	22.50%	18.15%	21.29%	19.30%	20.98%	10.38%	22.22%	2.04%	19.59%	22.85%	21.29%	13.54%	12.40%	22.03%	17.05%	18.18%	17.27%	19.64%	20.12%	13.67%	6.43%	9.38%	14.81%	10.84%	12.39%	11.14%	6.81%	20.53%	27.69%	9.89%	11.26%	8.05%	7.18%	6.10%	8.21%	11.16%	0.00%	18.75%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	0	1	1	0	0	1	0	2	0	1	1	0	0	3	0	0	1	1	1	4	2	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	2	1	2	0	0	0									
		0.31%	0.00%	0.48%	0.28%	0.00%	0.00%	0.32%	0.00%	0.50%	0.00%	0.35%	0.24%	0.00%	0.00%	0.74%	0.00%	0.00%	0.78%	0.44%	0.26%	1.58%	0.72%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.27%	0.36%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.22%	0.26%	0.89%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	328	7	14	20	5	5	11	25	16	10	5	13	1	8	17	13	6	6	10	14	7	8	2	6	4	1	0	0	1	2	24	8	1	4	6	6	12	9	2	12	6	0	1	0									
		3.53%	4.14%	6.73%	5.67%	2.46%	4.17%	3.50%	6.74%	4.01%	4.46%	1.73%	3.14%	2.04%	4.12%	4.18%	4.19%	3.13%	4.65%	4.41%	3.62%	2.77%	2.88%	1.79%	3.55%	2.88%	0.71%	0.00%	0.00%	1.20%	1.77%	6.52%	2.87%	0.66%	3.08%	2.20%	2.60%	3.12%	4.31%	1.22%	3.08%	2.68%	0.00%	6.25%	0.00%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
