Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    район Матушкино																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237									
		6.66%	6.42%	4.80%	7.18%	3.72%	4.55%	5.99%	7.24%	7.35%	4.41%	6.58%	5.61%	7.69%	7.17%	7.44%	7.29%	8.21%	6.96%	6.39%	6.85%	4.14%	8.49%	6.33%	9.09%	9.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1433	76	50	75	57	55	44	70	55	59	60	67	55	51	57	61	67	43	69	63	53	74	56	61	55									
		12.45%	13.55%	11.99%	19.23%	15.16%	11.90%	7.99%	14.08%	10.64%	11.82%	11.28%	13.93%	12.09%	11.09%	11.78%	12.35%	12.50%	11.08%	14.23%	12.33%	10.97%	14.29%	12.23%	12.32%	11.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	2	0	2	2	6	3	3	3	2	5	1	2	1	2	3	2	3	2	5	5	2	0	1	0									
		0.50%	0.36%	0.00%	0.51%	0.53%	1.30%	0.54%	0.60%	0.58%	0.40%	0.94%	0.21%	0.44%	0.22%	0.41%	0.61%	0.37%	0.77%	0.41%	0.98%	1.04%	0.39%	0.00%	0.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1097	53	43	34	42	48	55	47	57	58	49	54	48	28	41	42	54	35	54	40	52	42	44	39	38									
		9.53%	9.45%	10.31%	8.72%	11.17%	10.39%	9.98%	9.46%	11.03%	11.62%	9.21%	11.23%	10.55%	6.09%	8.47%	8.50%	10.07%	9.02%	11.13%	7.83%	10.77%	8.11%	9.61%	7.88%	8.19%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
