Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																							
Дата голосования: 02.12.2007																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Баймакская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	392	13	10	10	26	6	10	10	5	8	0	10	0	5	4	2	4	3	3	0	3	3	8	5	2	5	3	1	6	5	3	5	7	3	3	6	0	0	5	5	5	5	5	10	5	0	10	2	2	5	3	3	10	5	16	8	0	5	2	2	3	1	5	1	3	3	3	4	5	5	10	10	1	5	2	2	3	3	5	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	335	13	10	10	26	6	10	10	5	6	0	10	0	5	4	2	0	1	1	0	1	2	8	5	0	4	2	1	6	5	3	5	3	2	3	6	0	0	4	5	2	2	5	4	5	0	10	1	0	5	3	3	10	5	16	8	0	5	0	2	2	0	5	1	0	3	3	3	4	5	10	10	0	5	0	2	2	3	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	135	6	12	7	4	7	1	7	0	4	0	0	0	0	0	0	2	0	5	1	1	0	0	0	1	5	2	1	3	1	1	0	1	2	2	3	0	1	1	1	1	1	3	6	0	3	1	1	2	0	2	1	0	4	3	0	0	3	0	0	1	0	1	0	0	1	4	1	2	0	2	5	1	0	0	0	2	0	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	57	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	2	0	2	1	0	0	2	1	1	0	0	0	0	0	4	1	0	0	0	0	1	0	3	3	0	6	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	3	0	0	1	1	0	0	0	1	0	2	0	1	0	0	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
18	1.Политическая партия «Аграрная партия России»	337	9	6	2	3	1	5	2	8	4	2	35	2	7	0	23	5	0	0	0	0	0	1	0	0	0	2	3	6	0	1	2	7	0	2	1	0	0	2	1	2	1	39	4	1	6	3	7	2	0	0	0	1	3	2	0	0	5	1	8	0	1	20	5	7	2	3	3	0	7	2	37	0	5	1	0	0	7	7	1	2					
		0.93%	0.51%	0.69%	0.15%	0.19%	0.09%	0.57%	0.10%	1.19%	0.93%	1.54%	3.61%	1.19%	1.96%	0.00%	6.12%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.91%	2.31%	1.02%	0.00%	0.45%	0.37%	1.01%	0.00%	0.64%	0.15%	0.00%	0.00%	0.80%	0.37%	0.87%	0.34%	4.06%	0.43%	0.40%	2.16%	0.83%	3.38%	0.92%	0.00%	0.00%	0.00%	0.12%	0.63%	0.63%	0.00%	0.00%	0.67%	0.93%	1.88%	0.00%	0.82%	1.45%	2.29%	2.92%	0.85%	1.88%	1.24%	0.00%	3.66%	0.78%	2.53%	0.00%	3.45%	0.48%	0.00%	0.00%	2.17%	2.00%	1.10%	0.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	0	2	0	2	2	1	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1					
		0.07%	0.00%	0.23%	0.00%	0.13%	0.18%	0.11%	0.00%	0.15%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.53%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.28%					
20	3.Политическая партия «Демократическая партия России»	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.02%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.29%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1626	54	45	55	77	95	98	129	59	3	2	79	14	3	2	42	31	13	15	0	3	6	49	7	6	41	13	12	9	40	3	31	26	2	2	25	2	4	5	4	5	3	25	65	4	11	2	4	7	9	4	6	45	21	4	10	5	6	2	9	11	2	83	23	18	1	4	13	11	11	8	41	2	4	8	2	3	14	5	4	5					
		4.48%	3.04%	5.21%	4.14%	4.90%	8.70%	11.20%	6.60%	8.78%	0.69%	1.54%	8.14%	8.33%	0.84%	1.90%	11.17%	4.51%	4.29%	3.84%	0.00%	2.94%	3.53%	12.93%	3.59%	4.80%	6.72%	5.94%	9.23%	1.54%	11.40%	1.34%	5.79%	3.75%	0.32%	0.64%	3.81%	0.74%	3.23%	2.00%	1.48%	2.18%	1.01%	2.60%	6.99%	1.60%	3.96%	0.56%	1.93%	3.21%	1.74%	1.41%	1.76%	5.42%	4.43%	1.25%	5.92%	3.91%	0.80%	1.87%	2.11%	5.37%	1.64%	6.00%	10.55%	7.50%	0.42%	2.50%	5.37%	1.82%	5.76%	3.14%	2.81%	1.53%	2.76%	3.85%	1.19%	2.01%	4.35%	1.43%	4.40%	1.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	1	1	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0					
		0.05%	0.06%	0.12%	0.08%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.36%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	15	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0					
		0.07%	0.85%	0.00%	0.00%	0.13%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	275	10	6	1	21	1	15	8	21	4	1	34	0	5	0	13	2	5	2	0	2	0	0	0	0	8	1	5	3	0	1	2	15	0	1	0	0	0	0	0	2	1	11	0	2	3	2	2	3	0	0	0	1	2	3	0	0	0	3	3	0	0	4	5	0	0	0	1	0	3	4	15	1	1	1	0	1	7	4	1	2					
		0.76%	0.56%	0.69%	0.08%	1.34%	0.09%	1.71%	0.41%	3.13%	0.93%	0.77%	3.51%	0.00%	1.40%	0.00%	3.46%	0.29%	1.65%	0.51%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	1.31%	0.46%	3.85%	0.51%	0.00%	0.45%	0.37%	2.16%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.34%	1.14%	0.00%	0.80%	1.08%	0.56%	0.97%	1.38%	0.00%	0.00%	0.00%	0.12%	0.42%	0.94%	0.00%	0.00%	0.00%	2.80%	0.70%	0.00%	0.00%	0.29%	2.29%	0.00%	0.00%	0.00%	0.41%	0.00%	1.57%	1.57%	1.03%	0.76%	0.69%	0.48%	0.00%	0.67%	2.17%	1.14%	1.10%	0.56%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	301	14	8	3	37	1	29	4	21	5	1	19	0	0	0	11	2	0	1	1	0	0	0	0	0	6	2	1	1	0	1	1	14	0	2	2	0	0	1	0	2	1	10	0	0	3	1	0	3	0	0	0	0	1	2	6	1	5	0	5	0	2	6	4	0	0	0	2	5	4	6	29	0	0	0	4	0	4	5	0	2					
		0.83%	0.79%	0.93%	0.23%	2.35%	0.09%	3.31%	0.20%	3.13%	1.16%	0.77%	1.96%	0.00%	0.00%	0.00%	2.93%	0.29%	0.00%	0.26%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.91%	0.77%	0.17%	0.00%	0.45%	0.19%	2.02%	0.00%	0.64%	0.30%	0.00%	0.00%	0.40%	0.00%	0.87%	0.34%	1.04%	0.00%	0.00%	1.08%	0.28%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.21%	0.63%	3.55%	0.78%	0.67%	0.00%	1.17%	0.00%	1.64%	0.43%	1.83%	0.00%	0.00%	0.00%	0.83%	0.83%	2.09%	2.35%	1.98%	0.00%	0.00%	0.00%	2.38%	0.00%	1.24%	1.43%	0.00%	0.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	0	3	0	3	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	4	0	3					
		0.10%	0.00%	0.35%	0.00%	0.19%	0.00%	0.23%	0.05%	0.30%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.40%	0.00%	0.23%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.62%	1.14%	0.00%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33310	1669	791	1255	1402	986	709	1808	553	412	123	785	152	340	103	281	644	282	367	75	97	164	325	188	119	550	185	107	567	311	218	498	568	623	305	628	268	97	241	265	216	292	872	860	242	253	350	193	203	509	278	334	781	447	308	152	121	719	101	388	194	117	1256	179	215	233	153	214	585	162	234	1295	127	135	192	162	145	286	323	85	338					
		91.84%	94.08%	91.55%	94.43%	89.13%	90.29%	81.03%	92.53%	82.29%	95.37%	94.62%	80.93%	90.48%	95.24%	98.10%	74.73%	93.74%	93.07%	93.86%	98.68%	95.10%	96.47%	85.75%	96.41%	95.20%	90.16%	84.47%	82.31%	96.76%	88.60%	97.32%	93.08%	81.84%	98.89%	97.44%	95.59%	99.26%	78.23%	96.40%	98.15%	94.32%	97.99%	90.74%	92.57%	96.80%	91.01%	97.22%	93.24%	93.12%	98.26%	98.23%	98.24%	93.98%	94.30%	96.55%	89.94%	94.53%	96.38%	94.39%	91.08%	94.63%	95.90%	90.82%	82.11%	89.58%	98.73%	95.63%	88.43%	97.01%	84.82%	91.76%	88.64%	96.95%	93.10%	92.31%	96.43%	97.32%	88.82%	92.29%	93.41%	94.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	2	1	1	1	0	3	1	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.07%	0.11%	0.12%	0.08%	0.06%	0.00%	0.34%	0.05%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.53%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.36%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
