Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Баймакская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	244	12	6	4	3	2	18	8	1	2	2	10	1	2	1	0	9	2	3	0	3	0	1	2	1	5	2	1	1	1	2	5	5	5	3	3	0	0	2	3	2	6	7	3	1	4	2	2	0	5	0	1	6	3	2	0	0	5	1	4	0	1	4	3	2	2	0	2	3	3	5	15	2	3	2	2	2	2	3	0	3					
		0.66%	0.49%	0.77%	0.34%	0.19%	0.18%	1.86%	0.39%	0.14%	0.51%	1.39%	1.09%	0.56%	0.54%	0.85%	0.00%	1.35%	0.65%	0.77%	0.00%	3.16%	0.00%	0.29%	0.98%	0.76%	0.85%	1.04%	0.68%	0.19%	0.30%	0.86%	1.01%	0.82%	0.87%	0.92%	0.50%	0.00%	0.00%	0.73%	1.03%	0.88%	1.89%	0.75%	0.33%	0.36%	1.33%	0.52%	0.87%	0.00%	0.91%	0.00%	0.28%	0.77%	0.63%	0.66%	0.00%	0.00%	0.74%	1.00%	1.00%	0.00%	1.02%	0.23%	1.48%	0.81%	0.78%	0.00%	0.89%	0.53%	1.48%	1.72%	1.09%	1.68%	1.96%	0.79%	1.27%	1.52%	0.63%	0.91%	0.00%	0.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	7	0	0	2	1	0	5	0	1	1	6	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	2	2	0	1	0	0	0	1	0	2	0	1	3	0	0	3	0	0	0	0	1	2	0	0	0	1	6	2	0	0	0	0	0	0	1	0	1	0	0					
		0.16%	0.29%	0.00%	0.00%	0.13%	0.09%	0.00%	0.25%	0.00%	0.26%	0.69%	0.66%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.17%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.21%	0.22%	0.00%	0.33%	0.00%	0.00%	0.00%	0.18%	0.00%	0.57%	0.00%	0.21%	0.99%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.06%	0.99%	0.00%	0.00%	0.00%	0.45%	1.05%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.30%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1644	44	42	67	133	95	102	102	130	14	4	27	6	11	6	27	101	9	20	2	3	9	17	6	4	27	8	2	34	3	4	12	14	11	9	11	2	4	9	10	6	9	28	27	2	8	8	7	4	19	3	12	21	17	37	10	7	10	4	7	11	4	63	4	12	8	6	6	15	4	10	48	1	7	12	5	2	11	10	2	16					
		4.47%	1.79%	5.38%	5.69%	8.32%	8.72%	10.53%	5.00%	18.73%	3.57%	2.78%	2.95%	3.37%	2.97%	5.13%	6.62%	15.12%	2.92%	5.12%	2.78%	3.16%	5.26%	4.89%	2.94%	3.05%	4.58%	4.15%	1.35%	6.43%	0.91%	1.72%	2.42%	2.29%	1.91%	2.76%	1.83%	0.77%	2.67%	3.28%	3.44%	2.64%	2.83%	3.00%	2.96%	0.72%	2.67%	2.07%	3.04%	1.75%	3.46%	1.12%	3.41%	2.68%	3.59%	12.29%	6.06%	5.65%	1.47%	4.00%	1.75%	6.04%	4.08%	3.66%	1.97%	4.84%	3.14%	3.59%	2.68%	2.63%	1.97%	3.44%	3.48%	0.84%	4.58%	4.76%	3.18%	1.52%	3.48%	3.03%	2.27%	4.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	7	0	3	2	1	0	1	0	3	1	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	3	2	0	0	0	1	0	0	5	0	1	2	2	0	0	0	5	0	3	0	0	6	2	0	0	0	0	8	0	0	0	0	0	0	0	1	0	1	0	0					
		0.20%	0.29%	0.00%	0.25%	0.13%	0.09%	0.00%	0.05%	0.00%	0.77%	0.69%	0.33%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.34%	0.00%	0.94%	0.21%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.91%	0.00%	0.28%	0.26%	0.42%	0.00%	0.00%	0.00%	0.74%	0.00%	0.75%	0.00%	0.00%	0.35%	0.99%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.30%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34187	2367	730	1095	1452	987	814	1907	556	365	134	852	168	349	110	381	542	293	365	67	88	161	326	196	124	551	180	142	493	309	217	471	581	550	309	573	257	146	257	271	215	297	887	864	275	280	371	218	217	511	262	331	738	443	234	154	117	644	92	372	171	93	1603	189	232	242	158	210	532	191	271	1277	115	143	235	150	125	295	309	84	304					
		93.05%	96.45%	93.59%	93.03%	90.81%	90.63%	84.00%	93.53%	80.12%	93.11%	93.06%	93.01%	94.38%	94.32%	94.02%	93.38%	81.14%	95.13%	93.35%	93.06%	92.63%	94.15%	93.68%	96.08%	94.66%	93.55%	93.26%	95.95%	93.19%	93.92%	93.13%	95.15%	95.09%	95.32%	94.79%	95.18%	99.23%	97.33%	93.80%	93.13%	94.71%	93.40%	95.07%	94.84%	98.57%	93.33%	95.87%	94.78%	95.18%	93.08%	98.13%	94.03%	94.13%	93.46%	77.74%	93.33%	94.35%	94.71%	92.00%	93.23%	93.96%	94.90%	93.09%	93.10%	93.55%	94.90%	94.61%	93.75%	93.33%	94.09%	93.13%	92.47%	96.64%	93.46%	93.25%	95.54%	94.70%	93.35%	93.64%	95.45%	94.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	7	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	4	2	2	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.29%	0.00%	0.00%	0.13%	0.09%	0.00%	0.00%	0.14%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.31%	0.33%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.18%	0.00%	0.00%	0.51%	0.42%	0.66%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.06%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
