Выборы Президента Российской Федерации																																																											
																																																											
"Наименование Избирательной комиссии:    Ростов-на-Дону, Пролетарская"																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489					
		4.97%	7.25%	7.26%	7.26%	7.35%	7.19%	5.11%	6.40%	7.83%	5.76%	6.22%	4.53%	6.59%	5.17%	5.38%	7.51%	6.91%	2.90%	6.80%	7.62%	3.42%	0.82%	4.03%	4.76%	3.11%	4.79%	5.55%	4.38%	5.82%	4.27%	4.44%	4.35%	5.93%	5.17%	3.89%	2.86%	1.66%	4.47%	4.98%	2.50%	3.97%	2.45%	6.15%	3.44%	4.60%	7.41%	4.70%	6.85%	5.25%	1.57%	4.23%	4.25%	5.06%					
23	. Харитонов Николай Михайлович	6935	75	74	70	98	103	52	104	136	120	94	101	72	213	141	113	120	61	66	96	127	12	188	180	100	132	99	187	96	101	117	112	103	159	123	180	140	205	83	140	122	203	223	182	208	185	230	214	161	72	153	255	234					
		10.64%	9.06%	10.54%	6.05%	8.19%	7.96%	8.57%	8.64%	12.67%	10.02%	9.44%	7.90%	8.04%	11.83%	9.85%	7.31%	11.35%	6.79%	8.80%	10.60%	8.87%	2.45%	13.29%	15.86%	6.35%	15.42%	7.53%	11.37%	11.64%	6.53%	11.81%	7.61%	10.91%	13.04%	13.67%	9.91%	12.20%	13.68%	7.01%	9.47%	15.14%	10.36%	12.59%	10.98%	13.48%	14.90%	16.12%	14.66%	8.72%	8.70%	12.20%	14.45%	12.34%					
																																																											
24	Против всех	2146	45	24	33	42	24	19	38	58	53	23	50	42	39	79	79	38	20	42	46	25	5	47	44	37	26	12	25	35	37	43	48	30	36	18	47	27	40	47	38	20	32	70	21	57	51	55	92	73	15	36	97	66					
		3.29%	5.43%	3.42%	2.85%	3.51%	1.85%	3.13%	3.16%	5.41%	4.42%	2.31%	3.91%	4.69%	2.17%	5.52%	5.11%	3.60%	2.23%	5.60%	5.08%	1.75%	1.02%	3.32%	3.88%	2.35%	3.04%	0.91%	1.52%	4.24%	2.39%	4.34%	3.26%	3.18%	2.95%	2.00%	2.59%	2.35%	2.67%	3.97%	2.57%	2.48%	1.63%	3.95%	1.27%	3.69%	4.11%	3.85%	6.30%	3.95%	1.81%	2.87%	5.50%	3.48%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
