Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Обоянская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	72	1	0	0	1	4	0	0	0	0	0	0	3	0	2	3	1	0	6	0	0	0	0	2	0	0	8	3	0	1	0	0	4	0	5	0	4	4	5	3	5	3	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	88	6	2	0	1	0	0	2	0	0	0	2	0	0	2	4	1	0	2	1	0	2	0	1	1	1	3	1	1	2	0	1	2	1	0	1	9	8	12	3	6	5	5	0									
		0.77%	1.81%	1.12%	0.00%	0.69%	0.00%	0.00%	1.83%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.50%	1.16%	0.53%	0.00%	0.72%	0.58%	0.00%	1.20%	0.00%	0.47%	0.56%	0.66%	0.97%	0.29%	0.46%	0.65%	0.00%	0.56%	0.81%	0.40%	0.00%	0.61%	1.04%	1.43%	1.48%	0.62%	1.35%	0.79%	0.98%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	430	12	6	0	6	3	3	10	9	1	5	6	6	3	17	14	5	1	7	7	2	4	5	7	5	3	11	23	5	18	5	4	9	21	14	6	29	16	28	15	25	29	21	4									
		3.78%	3.63%	3.37%	0.00%	4.17%	2.54%	3.61%	9.17%	5.56%	0.82%	2.07%	4.29%	3.66%	2.48%	4.21%	4.06%	2.67%	1.47%	2.51%	4.05%	3.28%	2.40%	4.46%	3.30%	2.78%	1.99%	3.56%	6.76%	2.30%	5.84%	2.50%	2.22%	3.66%	8.47%	4.53%	3.64%	3.36%	2.86%	3.46%	3.11%	5.62%	4.57%	4.12%	2.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	8	1	0	4	0	3	1	1	0	3	2	3	0	3	2	0	3	0	0	0	0	0	3	1	2	4	4	0	5	2	0	4	5	3	1	16	6	9	14	10	9	6	1									
		1.22%	2.42%	0.56%	0.00%	2.78%	0.00%	3.61%	0.92%	0.62%	0.00%	1.24%	1.43%	1.83%	0.00%	0.74%	0.58%	0.00%	4.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.42%	0.56%	1.32%	1.29%	1.18%	0.00%	1.62%	1.00%	0.00%	1.63%	2.02%	0.97%	0.61%	1.86%	1.07%	1.11%	2.90%	2.25%	1.42%	1.18%	0.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7072	192	104	97	91	75	63	72	117	100	179	88	109	90	258	205	135	49	210	118	46	113	63	164	134	98	192	205	124	218	144	146	149	169	214	101	442	306	436	243	218	332	296	167									
		62.11%	58.01%	58.43%	75.19%	63.19%	63.56%	75.90%	66.06%	72.22%	81.97%	73.97%	62.86%	66.46%	74.38%	63.86%	59.42%	72.19%	72.06%	75.27%	68.21%	75.41%	67.66%	56.25%	77.36%	74.44%	64.90%	62.14%	60.29%	57.14%	70.78%	72.00%	81.11%	60.57%	68.15%	69.26%	61.21%	51.28%	54.64%	53.83%	50.41%	48.99%	52.28%	58.04%	93.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	57	1	3	0	1	1	0	0	1	1	1	0	1	0	1	2	1	0	1	0	0	0	2	0	1	0	5	1	1	0	0	0	1	1	1	0	2	3	9	5	0	8	2	0									
		0.50%	0.30%	1.69%	0.00%	0.69%	0.85%	0.00%	0.00%	0.62%	0.82%	0.41%	0.00%	0.61%	0.00%	0.25%	0.58%	0.53%	0.00%	0.36%	0.00%	0.00%	0.00%	1.79%	0.00%	0.56%	0.00%	1.62%	0.29%	0.46%	0.00%	0.00%	0.00%	0.41%	0.40%	0.32%	0.00%	0.23%	0.54%	1.11%	1.04%	0.00%	1.26%	0.39%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	0	0	1	0									
		0.11%	0.30%	0.00%	0.00%	0.69%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.23%	0.00%	0.12%	0.21%	0.00%	0.00%	0.20%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1698	51	38	16	10	21	5	9	12	8	28	15	15	15	60	51	27	11	30	13	2	26	31	18	14	19	40	47	45	21	23	18	34	38	33	31	151	111	170	94	87	123	83	4									
		14.91%	15.41%	21.35%	12.40%	6.94%	17.80%	6.02%	8.26%	7.41%	6.56%	11.57%	10.71%	9.15%	12.40%	14.85%	14.78%	14.44%	16.18%	10.75%	7.51%	3.28%	15.57%	27.68%	8.49%	7.78%	12.58%	12.94%	13.82%	20.74%	6.82%	11.50%	10.00%	13.82%	15.32%	10.68%	18.79%	17.52%	19.82%	20.99%	19.50%	19.55%	19.37%	16.27%	2.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	1	1	0	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	3	0	5	0	1	3	2	0									
		0.23%	0.00%	0.56%	0.78%	0.00%	0.00%	0.00%	0.00%	0.62%	0.82%	0.83%	0.71%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.35%	0.00%	0.62%	0.00%	0.22%	0.47%	0.39%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	2	1	1	0	0	0	0	1	2	0	1	0	0	3	0	2	0	0	0	0	1	0	0	0	2	3	0	2	1	0	0	1	5	1	0	3	3	0	5	2	2	3	0									
		0.41%	0.60%	0.56%	0.78%	0.00%	0.00%	0.00%	0.00%	0.62%	1.64%	0.00%	0.71%	0.00%	0.00%	0.74%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	1.32%	0.97%	0.00%	0.92%	0.32%	0.00%	0.00%	0.41%	2.02%	0.32%	0.00%	0.35%	0.54%	0.00%	1.04%	0.45%	0.31%	0.59%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0									
		0.04%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.16%	0.20%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	1	1	0	2	0	0	1	0	0	0	1	1	0	0	3	2	0	2	0	1	0	0	2	0	2	0	0	1	1	0	1	4	0	0	0	4	6	10	4	2	5	2	0									
		0.52%	0.30%	0.56%	0.00%	1.39%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.71%	0.61%	0.00%	0.00%	0.87%	1.07%	0.00%	0.72%	0.00%	1.64%	0.00%	0.00%	0.94%	0.00%	1.32%	0.00%	0.00%	0.46%	0.32%	0.00%	0.56%	1.63%	0.00%	0.00%	0.00%	0.46%	1.07%	1.23%	0.83%	0.45%	0.79%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1120	35	11	5	14	12	7	11	14	5	16	13	10	6	42	41	8	2	18	27	0	9	6	5	11	14	37	39	33	30	13	4	24	0	32	17	133	68	71	69	66	67	75	0									
		9.84%	10.57%	6.18%	3.88%	9.72%	10.17%	8.43%	10.09%	8.64%	4.10%	6.61%	9.29%	6.10%	4.96%	10.40%	11.88%	4.28%	2.94%	6.45%	15.61%	0.00%	5.39%	5.36%	2.36%	6.11%	9.27%	11.97%	11.47%	15.21%	9.74%	6.50%	2.22%	9.76%	0.00%	10.36%	10.30%	15.43%	12.14%	8.77%	14.32%	14.83%	10.55%	14.71%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	2	1	1	1	1	0	0	1	1	0	1	1	2	3	2	1	0	1	2	1	0	0	0	0	0	2	4	0	1	3	1	1	1	1	0	6	6	12	3	3	5	4	1									
		0.67%	0.60%	0.56%	0.78%	0.69%	0.85%	0.00%	0.00%	0.62%	0.82%	0.00%	0.71%	0.61%	1.65%	0.74%	0.58%	0.53%	0.00%	0.36%	1.16%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	1.18%	0.00%	0.32%	1.50%	0.56%	0.41%	0.40%	0.32%	0.00%	0.70%	1.07%	1.48%	0.62%	0.67%	0.79%	0.78%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	345	13	6	3	6	1	0	2	2	0	5	3	13	3	9	10	2	2	6	3	6	2	4	1	8	7	7	9	3	4	10	5	17	3	6	4	41	16	35	15	18	28	6	1									
		3.03%	3.93%	3.37%	2.33%	4.17%	0.85%	0.00%	1.83%	1.23%	0.00%	2.07%	2.14%	7.93%	2.48%	2.23%	2.90%	1.07%	2.94%	2.15%	1.73%	9.84%	1.20%	3.57%	0.47%	4.44%	4.64%	2.27%	2.65%	1.38%	1.30%	5.00%	2.78%	6.91%	1.21%	1.94%	2.42%	4.76%	2.86%	4.32%	3.11%	4.04%	4.41%	1.18%	0.56%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
