Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Лабинская городская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954					
11	Число полученных открепительных  удостоверений	1166	45	45	45	45	23	45	23	23	23	23	14	23	14	13	14	23	45	45	23	45	45	23	14	23	45	14	14	10	14	14	23	14	13	25	10	14	13	10	13	25	23	10	23	13	13	10	10	14	13	13	13	13	13	10					
12	Число выданных открепительных удостоверений	255	7	15	9	3	6	8	4	13	2	6	6	2	3	3	1	10	12	5	1	8	12	6	2	5	7	1	8	6	2	1	8	0	1	8	0	2	2	1	1	14	7	0	1	2	4	4	6	7	0	3	1	0	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	210	2	8	11	1	5	5	3	3	0	0	25	1	7	0	2	6	5	1	1	2	3	3	0	2	49	0	3	2	0	0	2	1	0	8	0	1	1	0	2	5	6	1	8	1	2	0	0	6	7	1	0	7	0	1					
14	Число неиспользованных открепительных удостоверений	911	38	30	36	42	17	37	19	10	21	17	8	21	11	10	13	13	33	40	22	37	33	17	12	18	38	13	6	4	12	13	15	14	12	17	10	12	11	9	12	11	16	10	22	11	9	6	4	7	13	10	12	13	10	4					
15	"Число открепительных удостоверений, выданных в ТИК"	26	0	1	1	0	1	2	1	0	1	1	0	1	0	0	0	1	3	2	0	2	0	0	1	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	. Глазьев Сергей Юрьевич	1516	53	35	52	50	36	55	56	27	43	48	40	40	46	15	33	49	72	56	33	65	59	40	36	38	70	32	22	10	19	9	31	11	4	43	7	10	18	10	2	28	11	2	26	14	0	4	1	16	8	7	4	6	9	5					
		3.22%	3.80%	2.63%	3.24%	4.29%	3.17%	4.67%	5.11%	2.77%	3.94%	4.20%	5.80%	4.38%	5.20%	2.90%	5.10%	4.70%	4.95%	4.06%	3.35%	4.15%	5.00%	4.47%	4.07%	3.24%	4.71%	3.75%	2.22%	3.38%	2.34%	1.03%	2.82%	1.55%	0.98%	2.79%	2.08%	1.62%	3.41%	3.73%	0.54%	2.06%	0.88%	0.71%	2.50%	2.52%	0.00%	1.21%	0.32%	1.68%	1.43%	1.20%	0.95%	0.97%	2.00%	1.36%					
19	. Малышкин Олег Александрович	833	23	27	14	14	15	26	13	19	23	16	13	22	18	5	5	18	22	24	15	22	18	14	16	22	24	20	24	6	10	21	10	5	6	30	1	10	25	16	2	29	11	5	18	18	10	5	3	22	11	12	13	16	11	15					
		1.77%	1.65%	2.03%	0.87%	1.20%	1.32%	2.21%	1.19%	1.95%	2.11%	1.40%	1.88%	2.41%	2.04%	0.97%	0.77%	1.73%	1.51%	1.74%	1.52%	1.40%	1.53%	1.57%	1.81%	1.87%	1.62%	2.34%	2.42%	2.03%	1.23%	2.41%	0.91%	0.71%	1.46%	1.95%	0.30%	1.62%	4.73%	5.97%	0.54%	2.14%	0.88%	1.77%	1.73%	3.24%	1.93%	1.52%	0.95%	2.32%	1.97%	2.07%	3.08%	2.59%	2.45%	4.08%					
20	. Миронов Сергей Михайлович	181	12	3	8	11	2	6	2	3	6	4	1	5	3	1	4	0	4	6	1	7	3	1	4	6	8	2	4	0	1	1	6	2	3	7	2	2	0	2	1	6	3	1	1	3	1	1	4	2	4	0	1	8	1	1					
		0.38%	0.86%	0.23%	0.50%	0.94%	0.18%	0.51%	0.18%	0.31%	0.55%	0.35%	0.14%	0.55%	0.34%	0.19%	0.62%	0.00%	0.28%	0.43%	0.10%	0.45%	0.25%	0.11%	0.45%	0.51%	0.54%	0.23%	0.40%	0.00%	0.12%	0.11%	0.55%	0.28%	0.73%	0.45%	0.59%	0.32%	0.00%	0.75%	0.27%	0.44%	0.24%	0.35%	0.10%	0.54%	0.19%	0.30%	1.27%	0.21%	0.72%	0.00%	0.24%	1.30%	0.22%	0.27%					
21	. Путин Владимир Владимирович	30294	909	969	1048	716	723	706	720	611	672	676	419	526	573	362	422	655	875	860	595	1067	772	567	521	725	885	556	701	142	559	606	705	429	262	1015	273	458	311	142	250	945	832	187	727	379	338	210	235	573	329	326	267	414	308	241					
		64.31%	65.21%	72.86%	65.21%	61.41%	63.59%	59.93%	65.75%	62.73%	61.59%	59.19%	60.72%	57.55%	64.82%	70.02%	65.22%	62.86%	60.18%	62.27%	60.34%	68.05%	65.48%	63.42%	58.87%	61.75%	59.60%	65.11%	70.81%	47.97%	68.93%	69.66%	64.21%	60.59%	63.90%	65.91%	81.01%	73.99%	58.90%	52.99%	67.93%	69.59%	66.51%	66.08%	70.04%	68.29%	65.13%	63.64%	74.60%	60.32%	58.86%	56.11%	63.27%	67.10%	68.60%	65.49%					
22	. Хакамада Ирина Муцуовна	1175	31	38	46	31	37	39	24	44	31	44	20	33	23	21	30	34	42	45	19	48	45	40	34	25	66	17	16	5	12	10	25	14	5	21	2	11	8	1	2	19	11	6	19	9	8	1	5	30	6	4	6	6	1	5					
		2.49%	2.22%	2.86%	2.86%	2.66%	3.25%	3.31%	2.19%	4.52%	2.84%	3.85%	2.90%	3.61%	2.60%	4.06%	4.64%	3.26%	2.89%	3.26%	1.93%	3.06%	3.82%	4.47%	3.84%	2.13%	4.44%	1.99%	1.62%	1.69%	1.48%	1.15%	2.28%	1.98%	1.22%	1.36%	0.59%	1.78%	1.52%	0.37%	0.54%	1.40%	0.88%	2.12%	1.83%	1.62%	1.54%	0.30%	1.59%	3.16%	1.07%	0.69%	1.42%	0.97%	0.22%	1.36%					
23	. Харитонов Николай Михайлович	11387	307	195	339	298	268	298	243	228	282	280	157	236	176	97	113	244	367	319	268	303	244	200	242	321	369	198	205	121	176	207	292	242	126	374	46	115	154	88	104	297	361	79	219	118	159	107	57	275	182	214	129	151	106	91					
		24.17%	22.02%	14.66%	21.10%	25.56%	23.57%	25.30%	22.19%	23.41%	25.85%	24.52%	22.75%	25.82%	19.91%	18.76%	17.47%	23.42%	25.24%	23.10%	27.18%	19.32%	20.70%	22.37%	27.34%	27.34%	24.85%	23.19%	20.71%	40.88%	21.70%	23.79%	26.59%	34.18%	30.73%	24.29%	13.65%	18.58%	29.17%	32.84%	28.26%	21.87%	28.86%	27.92%	21.10%	21.26%	30.64%	32.42%	18.10%	28.95%	32.56%	36.83%	30.57%	24.47%	23.61%	24.73%					
																																																													
24	Против всех	1385	48	59	92	34	49	41	33	42	25	62	33	45	39	15	34	34	63	63	40	53	32	25	30	33	50	21	1	6	23	8	25	4	1	50	4	9	10	9	5	25	13	3	16	9	3	1	4	17	12	13	0	12	5	2					
		2.94%	3.44%	4.44%	5.72%	2.92%	4.31%	3.48%	3.01%	4.31%	2.29%	5.43%	4.78%	4.92%	4.41%	2.90%	5.26%	3.26%	4.33%	4.56%	4.06%	3.38%	2.71%	2.80%	3.39%	2.81%	3.37%	2.46%	0.10%	2.03%	2.84%	0.92%	2.28%	0.56%	0.24%	3.25%	1.19%	1.45%	1.89%	3.36%	1.36%	1.84%	1.04%	1.06%	1.54%	1.62%	0.58%	0.30%	1.27%	1.79%	2.15%	2.24%	0.00%	1.94%	1.11%	0.54%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
