Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Великоустюгская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	80	0	1	5	1	2	0	0	3	2	1	0	2	1	1	1	1	0	0	0	2	0	0	4	1	0	2	0	0	1	6	6	1	0	1	3	0	2	0	0	0	0	1	0	6	2	0	2	1	1	3	3	3	2	2	1	1	2					
		0.26%	0.0%	0.17%	0.39%	0.09%	0.14%	0.0%	0.0%	0.26%	0.27%	0.12%	0.0%	0.27%	0.08%	0.13%	0.08%	0.14%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.37%	0.46%	0.0%	0.83%	0.0%	0.0%	0.34%	0.94%	7.05%	0.75%	0.0%	0.43%	1.31%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.47%	0.99%	0.0%	0.52%	0.53%	0.30%	0.60%	2.01%	0.42%	0.49%	1.85%	0.30%	0.15%	0.96%					
35	"18. ""ЛДПР"""	3621	59	93	174	136	176	120	129	191	123	116	105	103	131	89	173	117	5	49	34	129	101	91	117	6	20	21	11	30	36	88	3	20	40	25	23	12	72	22	2	25	2	13	13	132	9	15	71	18	45	23	13	58	29	11	50	88	14					
		12.18%	11.52%	16.06%	13.63%	13.00%	12.69%	13.66%	13.16%	16.57%	16.68%	14.79%	14.22%	14.34%	11.46%	12.17%	14.58%	17.23%	6.02%	13.31%	13.70%	13.96%	10.38%	8.89%	11.02%	2.80%	16.0%	8.75%	7.18%	6.07%	12.41%	13.83%	3.52%	15.03%	13.20%	10.77%	10.08%	9.75%	8.38%	9.86%	1.94%	10.59%	2.46%	10.92%	13.82%	10.55%	4.45%	10.71%	18.58%	9.67%	13.55%	4.62%	8.72%	8.25%	7.12%	10.18%	15.43%	13.25%	6.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	722	11	13	32	23	22	29	28	32	18	12	20	14	30	15	35	21	0	10	1	30	31	34	29	3	2	11	0	14	7	17	2	2	3	4	6	1	21	7	1	6	1	1	1	31	4	1	16	9	6	4	4	19	3	3	10	8	4					
		2.42%	2.14%	2.24%	2.50%	2.19%	1.58%	3.30%	2.85%	2.77%	2.44%	1.53%	2.71%	1.94%	2.62%	2.05%	2.95%	3.09%	0.0%	2.71%	0.40%	3.24%	3.18%	3.32%	2.73%	1.40%	1.6%	4.58%	0.0%	2.83%	2.41%	2.67%	2.35%	1.50%	0.99%	1.72%	2.63%	0.81%	2.44%	3.13%	0.97%	2.54%	1.23%	0.84%	1.06%	2.47%	1.98%	0.71%	4.18%	4.83%	1.80%	0.80%	2.68%	2.70%	0.73%	2.77%	3.08%	1.20%	1.93%					
37	"20. ""Политическая партия ""Единая Россия"""	13181	251	258	519	445	579	353	417	481	292	371	303	291	511	318	470	261	56	204	98	434	491	469	550	69	65	87	90	234	119	321	46	55	86	109	101	65	511	122	42	88	43	48	45	677	132	70	155	78	80	171	47	280	184	35	129	278	97					
		44.33%	49.02%	44.55%	40.67%	42.54%	41.77%	40.20%	42.55%	41.75%	39.62%	47.32%	41.05%	40.52%	44.70%	43.50%	39.62%	38.43%	67.46%	55.43%	39.51%	46.96%	50.46%	45.84%	51.83%	32.24%	52.0%	36.25%	58.82%	47.36%	41.03%	50.47%	54.11%	41.35%	28.38%	46.98%	44.29%	52.84%	59.48%	54.70%	40.77%	37.28%	53.08%	40.33%	47.87%	54.11%	65.34%	49.99%	40.57%	41.93%	24.09%	34.40%	31.54%	39.82%	45.20%	32.40%	39.81%	41.86%	46.85%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	2	1	4	1	0	1	2	2	1	0	1	0	2	0	2	2	0	0	1	1	2	3	3	0	0	0	0	1	0	4	1	1	0	2	0	0	2	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0					
		0.16%	0.39%	0.17%	0.31%	0.09%	0.0%	0.11%	0.20%	0.17%	0.13%	0.0%	0.13%	0.0%	0.17%	0.0%	0.16%	0.29%	0.0%	0.0%	0.40%	0.10%	0.20%	0.29%	0.28%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.62%	1.17%	0.75%	0.0%	0.86%	0.0%	0.0%	0.23%	0.0%	0.0%	0.42%	0.0%	0.84%	1.06%	0.0%	0.0%	0.0%	0.26%	0.53%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	51	2	0	0	1	3	2	3	0	2	1	0	3	2	1	0	2	0	1	1	0	3	1	0	0	0	0	0	1	1	2	0	0	0	0	0	2	2	1	2	1	0	0	0	1	1	2	0	0	3	0	0	2	0	2	0	0	0					
		0.17%	0.39%	0.0%	0.0%	0.09%	0.21%	0.22%	0.30%	0.0%	0.27%	0.12%	0.0%	0.41%	0.17%	0.13%	0.0%	0.29%	0.0%	0.27%	0.40%	0.0%	0.30%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.34%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	1.62%	0.23%	0.44%	1.94%	0.42%	0.0%	0.0%	0.0%	0.07%	0.49%	1.42%	0.0%	0.0%	0.90%	0.0%	0.0%	0.28%	0.0%	1.85%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2462	46	41	98	101	147	98	99	100	57	56	76	66	121	64	144	60	4	25	28	50	62	89	54	21	7	24	4	30	14	53	5	3	33	18	16	10	70	10	12	17	2	8	6	78	8	9	32	27	11	34	10	83	28	13	16	51	13					
		8.28%	8.98%	7.08%	7.68%	9.65%	10.60%	11.16%	10.10%	8.68%	7.73%	7.14%	10.29%	9.19%	10.58%	8.75%	12.14%	8.83%	4.81%	6.79%	11.29%	5.41%	6.37%	8.69%	5.08%	9.81%	5.6%	10.0%	2.61%	6.07%	4.82%	8.33%	5.88%	2.25%	10.89%	7.75%	7.01%	8.13%	8.14%	4.48%	11.65%	7.20%	2.46%	6.72%	6.38%	6.23%	3.96%	6.42%	8.37%	14.51%	3.31%	6.84%	6.71%	11.80%	6.87%	12.03%	4.93%	7.68%	6.28%					
																																																																
41	Против всех	964	18	14	60	39	49	35	28	42	26	34	21	19	42	25	36	22	1	10	14	25	47	30	28	9	3	4	4	9	2	18	0	8	13	10	7	3	17	4	3	8	2	5	1	40	6	0	15	4	7	17	8	20	9	3	7	27	6					
		3.24%	3.51%	2.41%	4.70%	3.72%	3.53%	3.98%	2.85%	3.64%	3.52%	4.33%	2.84%	2.64%	3.67%	3.41%	3.03%	3.24%	1.20%	2.71%	5.64%	2.70%	4.83%	2.93%	2.63%	4.20%	2.4%	1.66%	2.61%	1.82%	0.68%	2.83%	0.0%	6.01%	4.29%	4.31%	3.07%	2.43%	1.97%	1.79%	2.91%	3.38%	2.46%	4.20%	1.06%	3.19%	2.97%	0.0%	3.92%	2.15%	2.10%	3.42%	5.36%	2.84%	2.21%	2.77%	2.16%	4.06%	2.89%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
