Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Барнаул, Железнодорожная"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
11	Число полученных открепительных  удостоверений	1112	15	50	45	45	35	45	40	60	20	20	15	20	15	15	30	25	25	25	25	50	20	18	8	30	27	8	25	30	25	13	18	25	30	13	30	23	30	25	23	11	15	10	35					
12	Число выданных открепительных удостоверений	879	11	50	34	37	25	43	36	51	13	17	12	17	12	12	18	15	21	16	21	46	18	6	4	27	19	8	15	27	24	8	16	22	20	11	21	16	22	17	19	10	12	9	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	774	17	27	31	24	33	61	24	26	36	18	6	36	19	22	29	15	12	9	19	22	21	16	6	6	9	8	11	11	18	18	12	10	24	14	12	18	13	5	19	17	0	12	8					
14	Число неиспользованных открепительных удостоверений	233	4	0	11	8	10	2	4	9	7	3	3	3	3	3	12	10	4	9	4	4	2	12	4	3	8	0	10	3	1	5	2	3	10	2	9	7	8	8	4	1	3	1	14					
15	"Число открепительных удостоверений, выданных в ТИК"	7	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	2747	43	103	95	104	102	51	98	50	99	73	37	56	44	73	63	40	62	49	84	72	91	51	34	54	38	60	64	56	59	54	53	81	65	63	68	50	59	78	79	61	39	30	62					
		4.95%	4.03%	6.01%	5.26%	6.04%	5.80%	3.93%	5.69%	3.68%	7.66%	5.69%	5.29%	6.00%	5.16%	5.12%	5.00%	3.83%	4.40%	3.70%	4.86%	4.83%	5.69%	5.58%	2.93%	4.82%	4.05%	5.58%	5.35%	4.64%	4.75%	4.55%	4.08%	5.14%	4.62%	5.24%	4.70%	4.54%	4.89%	5.47%	5.00%	4.16%	3.82%	3.57%	5.71%					
19	. Малышкин Олег Александрович	1133	30	23	25	24	24	17	33	16	18	13	5	12	15	26	20	27	20	34	33	28	38	19	48	36	14	29	27	32	24	22	30	32	25	29	35	32	29	30	32	51	25	33	18					
		2.04%	2.81%	1.34%	1.39%	1.39%	1.36%	1.31%	1.92%	1.18%	1.39%	1.01%	0.72%	1.28%	1.76%	1.82%	1.59%	2.58%	1.42%	2.57%	1.91%	1.88%	2.38%	2.08%	4.13%	3.21%	1.49%	2.70%	2.26%	2.65%	1.93%	1.85%	2.31%	2.03%	1.78%	2.41%	2.42%	2.91%	2.40%	2.10%	2.02%	3.48%	2.45%	3.93%	1.66%					
20	. Миронов Сергей Михайлович	509	12	13	12	13	18	13	15	11	15	10	5	9	3	13	11	12	7	17	11	21	18	5	13	2	10	8	14	14	11	4	15	15	7	18	28	6	11	21	13	12	11	6	6					
		0.92%	1.12%	0.76%	0.66%	0.76%	1.02%	1.00%	0.87%	0.81%	1.16%	0.78%	0.72%	0.96%	0.35%	0.91%	0.87%	1.15%	0.50%	1.28%	0.64%	1.41%	1.13%	0.55%	1.12%	0.18%	1.07%	0.74%	1.17%	1.16%	0.89%	0.34%	1.15%	0.95%	0.50%	1.50%	1.93%	0.54%	0.91%	1.47%	0.82%	0.82%	1.08%	0.71%	0.55%					
21	. Путин Владимир Владимирович	37495	778	1182	1309	1098	1130	950	1108	1023	804	792	444	584	596	923	851	677	1011	949	1130	1045	1050	665	837	780	656	752	831	823	856	810	845	1001	933	737	984	742	815	937	1044	992	717	581	723					
		67.57%	72.85%	69.00%	72.52%	63.80%	64.24%	73.13%	64.38%	75.22%	62.23%	61.68%	63.52%	62.53%	69.95%	64.68%	67.54%	64.78%	71.70%	71.73%	65.39%	70.04%	65.67%	72.76%	72.09%	69.58%	69.94%	69.95%	69.48%	68.13%	68.98%	68.24%	65.05%	63.52%	66.31%	61.31%	67.96%	67.39%	67.52%	65.71%	66.03%	67.67%	70.29%	69.17%	66.57%					
22	. Хакамада Ирина Муцуовна	2851	43	111	116	119	116	49	105	55	91	120	70	82	41	88	55	52	61	61	102	82	88	27	34	47	40	43	85	61	62	36	57	50	58	58	57	45	46	95	66	54	35	20	68					
		5.14%	4.03%	6.48%	6.43%	6.91%	6.59%	3.77%	6.10%	4.04%	7.04%	9.35%	10.01%	8.78%	4.81%	6.17%	4.37%	4.98%	4.33%	4.61%	5.90%	5.50%	5.50%	2.95%	2.93%	4.19%	4.26%	4.00%	7.11%	5.05%	5.00%	3.03%	4.39%	3.17%	4.12%	4.83%	3.94%	4.09%	3.81%	6.66%	4.17%	3.68%	3.43%	2.38%	6.26%					
23	. Харитонов Николай Михайлович	8396	117	208	161	288	304	160	292	161	202	223	103	158	131	227	170	188	193	149	280	180	243	124	165	156	146	143	133	175	168	215	247	313	264	244	210	179	207	191	294	238	146	133	167					
		15.13%	10.96%	12.14%	8.92%	16.73%	17.28%	12.32%	16.97%	11.84%	15.63%	17.37%	14.74%	16.92%	15.38%	15.91%	13.49%	17.99%	13.69%	11.26%	16.20%	12.06%	15.20%	13.57%	14.21%	13.92%	15.57%	13.30%	11.12%	14.49%	13.54%	18.11%	19.01%	19.86%	18.76%	20.30%	14.50%	16.26%	17.15%	13.39%	18.60%	16.23%	14.31%	15.83%	15.38%					
																																																		
24	Против всех	1856	27	62	81	71	57	58	50	34	56	46	31	26	22	59	70	35	43	45	75	50	61	14	17	42	25	30	34	37	47	32	39	50	45	33	38	42	27	51	46	43	35	33	37					
		3.34%	2.53%	3.62%	4.49%	4.13%	3.24%	4.46%	2.91%	2.50%	4.33%	3.58%	4.43%	2.78%	2.58%	4.13%	5.56%	3.35%	3.05%	3.40%	4.34%	3.35%	3.81%	1.53%	1.46%	3.75%	2.67%	2.79%	2.84%	3.06%	3.79%	2.70%	3.00%	3.17%	3.20%	2.75%	2.62%	3.81%	2.24%	3.58%	2.91%	2.93%	3.43%	3.93%	3.41%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
