Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    г. Тула, Центральная"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113					
24	7.Политическая партия «Либерально-демократическая партия России»	3752	63	84	39	29	39	74	14	111	47	86	42	70	79	94	45	127	139	81	94	99	84	58	69	63	283	64	140	52	86	97	46	50	86	85	82	111	105	116	81	110	124	87	55	67	95					
		8.01%	6.31%	7.14%	6.06%	5.18%	5.59%	10.31%	6.97%	8.04%	6.43%	6.32%	6.04%	5.99%	6.48%	8.90%	6.28%	9.21%	9.51%	7.15%	7.90%	7.65%	7.25%	7.41%	7.57%	5.66%	14.20%	5.54%	17.39%	6.48%	7.14%	12.26%	8.00%	7.28%	10.36%	8.81%	6.72%	8.09%	8.03%	8.38%	5.87%	8.82%	7.93%	7.71%	8.14%	7.72%	8.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5162	95	124	60	39	48	49	20	167	55	80	57	149	160	133	90	181	164	161	151	167	182	87	95	134	119	124	16	118	160	68	56	67	75	82	110	160	154	162	232	135	189	135	86	109	157					
		11.02%	9.52%	10.54%	9.32%	6.96%	6.88%	6.82%	9.95%	12.09%	7.52%	5.88%	8.20%	12.77%	13.13%	12.59%	12.55%	13.13%	11.23%	14.21%	12.69%	12.91%	15.72%	11.11%	10.43%	12.03%	5.97%	10.74%	1.99%	14.69%	13.29%	8.60%	9.74%	9.75%	9.04%	8.50%	9.02%	11.66%	11.78%	11.70%	16.80%	10.83%	12.09%	11.96%	12.72%	12.56%	13.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	559	12	14	5	9	4	4	1	18	6	38	6	14	13	7	15	18	12	13	14	6	15	6	11	12	34	14	14	5	9	8	2	9	7	14	11	9	13	23	18	23	22	17	16	7	11					
		1.19%	1.20%	1.19%	0.78%	1.61%	0.57%	0.56%	0.50%	1.30%	0.82%	2.79%	0.86%	1.20%	1.07%	0.66%	2.09%	1.31%	0.82%	1.15%	1.18%	0.46%	1.30%	0.77%	1.21%	1.08%	1.71%	1.21%	1.74%	0.62%	0.75%	1.01%	0.35%	1.31%	0.84%	1.45%	0.90%	0.66%	0.99%	1.66%	1.30%	1.84%	1.41%	1.51%	2.37%	0.81%	0.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26975	670	759	428	386	499	503	127	813	495	931	466	608	655	525	397	706	836	601	589	675	572	466	465	593	1270	581	570	407	572	511	328	432	488	552	676	774	773	732	726	733	878	654	404	497	652					
		57.57%	67.13%	64.49%	66.46%	68.93%	71.49%	70.06%	63.18%	58.87%	67.72%	68.46%	67.05%	52.10%	53.73%	49.72%	55.37%	51.20%	57.22%	53.05%	49.50%	52.16%	49.40%	59.51%	51.04%	53.23%	63.72%	50.30%	70.81%	50.68%	47.51%	64.60%	57.04%	62.88%	58.80%	57.20%	55.41%	56.41%	59.14%	52.85%	52.57%	58.78%	56.17%	57.93%	59.76%	57.26%	56.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1637	22	18	6	10	13	12	3	29	15	23	16	49	45	48	32	56	58	52	62	71	58	32	54	66	39	73	8	40	67	19	23	37	17	32	55	36	43	60	47	41	50	34	17	16	33					
		3.49%	2.20%	1.53%	0.93%	1.79%	1.86%	1.67%	1.49%	2.10%	2.05%	1.69%	2.30%	4.20%	3.69%	4.55%	4.46%	4.06%	3.97%	4.59%	5.21%	5.49%	5.01%	4.09%	5.93%	5.92%	1.96%	6.32%	0.99%	4.98%	5.56%	2.40%	4.00%	5.39%	2.05%	3.32%	4.51%	2.62%	3.29%	4.33%	3.40%	3.29%	3.20%	3.01%	2.51%	1.84%	2.86%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
