Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
"Наименование Избирательной комиссии:    Магнитогорск, Орджоникидзевская"																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №2233	УИК №2254					
14	Число погашенных неиспользованных открепительных удостоверений	155	0	3	5	6	3	3	0	4	0	8	7	2	4	0	6	7	0	0	0	1	1	3	5	0	5	0	0	0	3	0	0	2	0	0	0	5	0	2	5	7	0	0	0	1	0	4	0	0	0	0	0	0	13	0	0	3	0	0	0	4	2	2	2	0	4	8	0	0	7	0	0	0	0	0	1	2	0	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	94	2	1	1	1	0	2	3	1	1	2	1	2	0	0	0	1	2	3	1	0	0	1	0	0	1	3	3	0	0	2	0	1	0	1	1	0	2	2	0	0	2	4	0	1	5	1	2	1	1	1	3	0	3	0	2	1	0	0	1	0	2	1	0	2	0	0	0	3	0	2	0	3	0	3	3	1	0	2	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11894	42	136	98	12	41	176	74	102	150	174	19	29	88	92	36	70	13	148	26	104	40	106	19	29	94	300	61	272	205	240	299	80	45	177	214	23	43	245	60	58	142	106	79	289	26	23	271	204	265	184	25	355	30	89	272	261	308	253	245	322	311	179	221	312	239	205	258	22	241	266	191	54	255	275	257	244	78	263	8	26					
		10.88%	3.13%	18.89%	14.00%	0.54%	19.81%	17.44%	4.42%	18.31%	17.26%	18.83%	1.13%	1.75%	22.80%	18.29%	15.65%	17.03%	0.98%	13.77%	1.56%	16.00%	4.16%	17.24%	1.41%	9.83%	15.99%	18.83%	2.96%	21.55%	18.54%	20.37%	20.55%	3.61%	2.01%	15.19%	19.74%	1.08%	1.82%	17.46%	2.65%	19.02%	8.83%	4.46%	3.38%	19.06%	1.01%	0.99%	17.88%	17.23%	20.24%	18.31%	1.34%	27.16%	1.16%	4.66%	24.79%	23.71%	21.84%	22.57%	21.74%	25.24%	18.79%	15.25%	18.95%	24.66%	25.56%	17.54%	18.08%	1.06%	16.94%	17.71%	18.53%	1.97%	17.53%	20.99%	17.66%	16.02%	3.03%	19.10%	2.29%	1.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11887	45	139	149	17	40	239	69	131	186	226	18	35	77	87	34	83	18	232	21	132	32	105	22	66	109	309	48	201	174	199	214	52	61	256	194	27	85	267	78	75	127	91	81	294	19	15	266	232	253	185	20	232	23	67	176	210	285	190	202	216	319	267	235	208	157	242	251	16	260	297	210	50	333	254	319	279	90	280	56	28					
		10.87%	3.36%	19.31%	21.29%	0.77%	19.32%	23.69%	4.12%	23.52%	21.40%	24.46%	1.07%	2.12%	19.95%	17.30%	14.78%	20.19%	1.36%	21.58%	1.26%	20.31%	3.33%	17.07%	1.63%	22.37%	18.54%	19.40%	2.33%	15.93%	15.73%	16.89%	14.71%	2.35%	2.73%	21.97%	17.90%	1.27%	3.59%	19.03%	3.45%	24.59%	7.90%	3.83%	3.47%	19.39%	0.74%	0.65%	17.55%	19.59%	19.33%	18.41%	1.07%	17.75%	0.89%	3.51%	16.04%	19.07%	20.21%	16.95%	17.92%	16.93%	19.27%	22.74%	20.15%	16.44%	16.79%	20.70%	17.59%	0.77%	18.27%	19.77%	20.37%	1.82%	22.89%	19.39%	21.92%	18.32%	3.49%	20.33%	16.00%	1.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1076	6	9	8	3	5	11	9	14	10	13	3	2	7	10	7	6	2	20	4	9	2	9	2	4	7	43	6	30	25	25	27	6	10	20	24	4	6	26	9	6	2	3	10	28	5	2	28	18	18	23	1	20	1	8	21	16	17	11	22	22	24	14	18	19	17	24	23	3	19	22	13	5	19	28	24	34	16	23	0	6					
		0.98%	0.45%	1.25%	1.14%	0.14%	2.42%	1.09%	0.54%	2.51%	1.15%	1.41%	0.18%	0.12%	1.81%	1.99%	3.04%	1.46%	0.15%	1.86%	0.24%	1.38%	0.21%	1.46%	0.15%	1.36%	1.19%	2.70%	0.29%	2.38%	2.26%	2.12%	1.86%	0.27%	0.45%	1.72%	2.21%	0.19%	0.25%	1.85%	0.40%	1.97%	0.12%	0.13%	0.43%	1.85%	0.20%	0.09%	1.85%	1.52%	1.38%	2.29%	0.05%	1.53%	0.04%	0.42%	1.91%	1.45%	1.21%	0.98%	1.95%	1.72%	1.45%	1.19%	1.54%	1.50%	1.82%	2.05%	1.61%	0.15%	1.34%	1.46%	1.26%	0.18%	1.31%	2.14%	1.65%	2.23%	0.62%	1.67%	0.00%	0.34%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10492	24	84	78	11	25	146	86	77	134	104	17	19	50	86	40	64	16	184	25	101	32	89	17	45	114	287	74	264	218	254	291	60	41	184	172	25	80	255	51	43	102	103	48	281	14	28	252	216	223	166	14	190	25	61	203	185	243	162	172	206	302	186	201	215	148	200	256	18	248	273	189	38	269	215	290	256	73	223	2	29					
		9.60%	1.79%	11.67%	11.14%	0.50%	12.08%	14.47%	5.14%	13.82%	15.42%	11.26%	1.01%	1.15%	12.95%	17.10%	17.39%	15.57%	1.21%	17.12%	1.50%	15.54%	3.33%	14.47%	1.26%	15.25%	19.39%	18.02%	3.59%	20.92%	19.71%	21.56%	20.00%	2.71%	1.83%	15.79%	15.87%	1.17%	3.38%	18.18%	2.26%	14.10%	6.34%	4.33%	2.06%	18.54%	0.55%	1.20%	16.62%	18.24%	17.04%	16.52%	0.75%	14.54%	0.97%	3.20%	18.51%	16.80%	17.23%	14.45%	15.26%	16.14%	18.25%	15.84%	17.24%	16.99%	15.83%	17.11%	17.94%	0.87%	17.43%	18.18%	18.33%	1.38%	18.49%	16.41%	19.93%	16.81%	2.83%	16.19%	0.57%	1.64%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2300	4	13	8	2	5	15	6	10	29	17	4	6	8	16	11	12	2	28	4	21	2	19	4	5	18	100	10	62	50	42	64	10	8	41	36	14	18	71	8	21	2	10	9	57	7	10	59	52	65	29	5	36	8	9	50	40	52	55	37	35	61	40	51	40	28	47	66	5	62	67	36	11	67	56	72	69	14	51	0	6					
		2.10%	0.30%	1.81%	1.14%	0.09%	2.42%	1.49%	0.36%	1.80%	3.34%	1.84%	0.24%	0.36%	2.07%	3.18%	4.78%	2.92%	0.15%	2.60%	0.24%	3.23%	0.21%	3.09%	0.30%	1.69%	3.06%	6.28%	0.49%	4.91%	4.52%	3.57%	4.40%	0.45%	0.36%	3.52%	3.32%	0.66%	0.76%	5.06%	0.35%	6.89%	0.12%	0.42%	0.39%	3.76%	0.27%	0.43%	3.89%	4.39%	4.97%	2.89%	0.27%	2.75%	0.31%	0.47%	4.56%	3.63%	3.69%	4.91%	3.28%	2.74%	3.69%	3.41%	4.37%	3.16%	2.99%	4.02%	4.63%	0.24%	4.36%	4.46%	3.49%	0.40%	4.60%	4.27%	4.95%	4.53%	0.54%	3.70%	0.00%	0.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	69139	1200	314	336	2127	84	388	1408	214	331	377	1588	1543	141	202	94	168	1271	434	1579	256	837	271	1264	135	218	507	1828	397	395	385	512	1974	2039	454	399	2005	2079	494	2021	98	1217	2029	2073	515	2449	2202	585	422	445	395	1780	446	2455	1635	342	359	498	419	419	442	587	442	402	431	324	406	519	1979	546	515	357	2536	480	427	451	568	2271	492	282	1630					
		63.25%	89.49%	43.61%	48.00%	96.59%	40.58%	38.45%	84.11%	38.42%	38.09%	40.80%	94.69%	93.29%	36.53%	40.16%	40.87%	40.88%	95.85%	40.37%	94.55%	39.38%	87.01%	44.07%	93.56%	45.76%	37.07%	31.83%	88.69%	31.46%	35.71%	32.68%	35.19%	89.04%	91.23%	38.97%	36.81%	94.13%	87.87%	35.21%	89.42%	32.13%	75.68%	85.36%	88.78%	33.97%	95.55%	94.71%	38.59%	35.64%	33.99%	39.30%	95.39%	34.12%	95.04%	85.69%	31.18%	32.61%	35.32%	37.38%	37.18%	34.64%	35.47%	37.65%	34.48%	34.07%	34.65%	34.73%	36.37%	95.79%	38.37%	34.29%	34.63%	92.39%	32.99%	32.60%	30.99%	37.29%	88.13%	35.73%	80.57%	92.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	557	2	3	4	1	2	6	2	1	6	2	4	3	4	1	3	2	2	5	5	6	3	6	3	1	6	20	5	12	15	9	18	5	2	7	9	2	5	13	2	3	1	2	2	16	4	2	12	9	7	4	2	12	1	4	12	16	7	12	8	9	15	12	9	7	7	8	13	3	9	24	11	5	16	13	13	19	3	13	1	4					
		0.51%	0.15%	0.42%	0.57%	0.05%	0.97%	0.59%	0.12%	0.18%	0.69%	0.22%	0.24%	0.18%	1.04%	0.20%	1.30%	0.49%	0.15%	0.47%	0.30%	0.92%	0.31%	0.98%	0.22%	0.34%	1.02%	1.26%	0.24%	0.95%	1.36%	0.76%	1.24%	0.23%	0.09%	0.60%	0.83%	0.09%	0.21%	0.93%	0.09%	0.98%	0.06%	0.08%	0.09%	1.06%	0.16%	0.09%	0.79%	0.76%	0.53%	0.40%	0.11%	0.92%	0.04%	0.21%	1.09%	1.45%	0.50%	1.07%	0.71%	0.71%	0.91%	1.02%	0.77%	0.55%	0.75%	0.68%	0.91%	0.15%	0.63%	1.60%	1.07%	0.18%	1.10%	0.99%	0.89%	1.25%	0.12%	0.94%	0.29%	0.23%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
