Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Клинцовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	1	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	5	2	1	0	3	0	0	3	0	0	0	5	0									
		0.27%	0.28%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.45%	0.46%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.83%	0.54%	0.31%	0.00%	0.50%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.65%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.26%	1.01%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	795	54	19	31	26	44	12	51	21	28	22	7	26	34	16	20	19	36	30	18	54	50	4	4	22	3	32	35	65	12									
		8.30%	15.17%	12.75%	8.05%	13.90%	9.15%	4.24%	13.71%	9.42%	12.79%	11.34%	7.14%	3.83%	8.79%	4.46%	7.60%	10.98%	5.99%	8.15%	5.56%	8.91%	8.26%	3.23%	3.36%	7.43%	4.55%	6.61%	11.40%	8.45%	12.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	3	1	0	2	0	1	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0									
		0.16%	0.00%	0.00%	0.78%	0.53%	0.00%	0.71%	0.00%	0.45%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	5	0	1	0	1	7	0	0	0	1	0	1	3	0	0	0	1	0	2	0	2	1	0	1	0	0	2	1	0									
		0.30%	1.40%	0.00%	0.26%	0.00%	0.21%	2.47%	0.00%	0.00%	0.00%	0.52%	0.00%	0.15%	0.78%	0.00%	0.00%	0.00%	0.17%	0.00%	0.62%	0.00%	0.33%	0.81%	0.00%	0.34%	0.00%	0.00%	0.65%	0.13%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0									
		0.09%	0.00%	1.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	1	0	0	0	0	0	1	0	3	1	0	2	0	0	0	1	3	1	2	1	23	0	0	1	0	0	1	6	1									
		0.50%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	1.37%	0.52%	0.00%	0.29%	0.00%	0.00%	0.00%	0.58%	0.50%	0.27%	0.62%	0.17%	3.80%	0.00%	0.00%	0.34%	0.00%	0.00%	0.33%	0.78%	1.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	739	26	19	41	14	27	43	25	7	32	18	7	28	15	23	14	26	33	26	28	34	77	4	5	18	7	37	30	67	8									
		7.72%	7.30%	12.75%	10.65%	7.49%	5.61%	15.19%	6.72%	3.14%	14.61%	9.28%	7.14%	4.13%	3.88%	6.41%	5.32%	15.03%	5.49%	7.07%	8.64%	5.61%	12.73%	3.23%	4.20%	6.08%	10.61%	7.64%	9.77%	8.71%	8.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	7	3	0	1	3	0	1	0	0	0	1	3	0									
		0.26%	0.56%	0.00%	0.00%	0.00%	0.21%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	1.16%	0.82%	0.00%	0.17%	0.50%	0.00%	0.84%	0.00%	0.00%	0.00%	0.33%	0.39%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	314	11	5	16	3	10	18	9	2	7	2	0	92	10	3	5	4	8	7	6	28	20	0	4	7	1	3	2	24	7									
		3.28%	3.09%	3.36%	4.16%	1.60%	2.08%	6.36%	2.42%	0.90%	3.20%	1.03%	0.00%	13.57%	2.58%	0.84%	1.90%	2.31%	1.33%	1.90%	1.85%	4.62%	3.31%	0.00%	3.36%	2.36%	1.52%	0.62%	0.65%	3.12%	7.07%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
