Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Мошенская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
31	"14. ""Великая Россия - Евразийский Союз"""	22	0	0	1	0	0	1	1	0	1	2	8	2	2	0	4					
		0.39%	0.0%	0.0%	0.32%	0.0%	0.0%	0.46%	0.12%	0.0%	0.46%	0.86%	0.51%	0.40%	0.94%	0.0%	3.47%					
32	"15. ""Партия СЛОН"""	4	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.12%	0.20%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	334	4	18	19	7	12	2	55	20	9	43	91	31	8	12	3					
		5.98%	2.33%	11.68%	6.22%	2.89%	10.34%	0.93%	6.89%	3.86%	4.22%	18.69%	5.83%	6.27%	3.77%	4.97%	2.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	2	0	0	1	0	0	5	2	1	4	2	1	3	1	0					
		0.39%	1.16%	0.0%	0.0%	0.41%	0.0%	0.0%	0.62%	0.38%	0.46%	1.73%	0.12%	0.20%	1.41%	0.41%	0.0%					
35	"18. ""ЛДПР"""	600	10	20	30	36	4	21	84	75	19	25	184	41	29	19	3					
		10.75%	5.84%	12.98%	9.83%	14.87%	3.44%	9.85%	10.52%	14.50%	8.92%	10.86%	11.80%	8.29%	13.67%	7.88%	2.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	141	5	4	7	6	0	2	12	6	7	6	65	11	4	4	2					
		2.52%	2.92%	2.59%	2.29%	2.47%	0.0%	0.93%	1.50%	1.16%	3.28%	2.60%	4.16%	2.22%	1.88%	1.65%	1.73%					
37	"20. ""Политическая партия ""Единая Россия"""	2208	76	53	116	113	39	145	295	208	108	66	571	184	74	112	48					
		39.56%	44.44%	34.41%	38.03%	46.69%	33.62%	68.07%	36.96%	40.23%	50.70%	28.69%	36.62%	37.24%	34.90%	46.47%	41.73%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	0	0	1	2	1	2	0	1	0	2	5	0	0	1	1					
		0.28%	0.0%	0.0%	0.32%	0.82%	0.86%	0.93%	0.0%	0.19%	0.0%	0.86%	0.32%	0.0%	0.0%	0.41%	0.86%					
39	"22. ""Развитие предпринимательства"""	11	1	0	2	2	0	0	1	2	0	0	2	0	0	1	0					
		0.19%	0.58%	0.0%	0.65%	0.82%	0.0%	0.0%	0.12%	0.38%	0.0%	0.0%	0.12%	0.0%	0.0%	0.41%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	966	48	35	38	26	17	2	226	140	27	23	281	38	18	42	5					
		17.31%	28.07%	22.72%	12.45%	10.74%	14.65%	0.93%	28.32%	27.07%	12.67%	9.99%	18.02%	7.69%	8.49%	17.42%	4.34%					
																						
41	Против всех	210	5	2	14	2	3	5	28	16	10	13	78	22	5	5	2					
		3.76%	2.92%	1.29%	4.59%	0.82%	2.58%	2.34%	3.50%	3.09%	4.69%	5.65%	5.00%	4.45%	2.35%	2.07%	1.73%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
