Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Нагайбакская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	420	27	2	4	7	0	1	37	1	4	12	10	18	1	9	14	4	4	0	3	86	6	7	36	1	4	7	11	4	2	30	33	7	7	3	5	13					
		3.45%	3.39%	1.59%	1.19%	4.46%	0.00%	0.87%	5.61%	0.62%	2.70%	2.47%	5.81%	9.33%	1.45%	11.25%	3.07%	3.54%	1.85%	0.00%	1.57%	8.24%	2.75%	3.83%	3.41%	0.48%	2.40%	5.19%	3.11%	2.29%	1.06%	2.89%	2.99%	6.86%	3.65%	1.60%	3.52%	1.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	3	0	1	1	0	0	0	1	0	0	7	4	0	0	0	0	4					
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.52%	0.29%	0.00%	0.55%	0.09%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.67%	0.36%	0.00%	0.00%	0.00%	0.00%	0.42%					
20	3.Политическая партия «Демократическая партия России»	11	2	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0					
		0.09%	0.25%	0.00%	0.30%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.10%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	806	49	6	19	2	8	2	48	5	9	31	13	7	1	2	40	9	6	4	11	67	11	16	99	7	9	11	22	7	18	70	76	1	10	4	0	106					
		6.63%	6.16%	4.76%	5.64%	1.27%	7.48%	1.74%	7.27%	3.09%	6.08%	6.38%	7.56%	3.63%	1.45%	2.50%	8.77%	7.96%	2.78%	3.03%	5.76%	6.42%	5.05%	8.74%	9.38%	3.37%	5.39%	8.15%	6.21%	4.00%	9.52%	6.74%	6.90%	0.98%	5.21%	2.13%	0.00%	11.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	1	1	0	0	0	0	1	0	0	1	0	1	0	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	5					
		0.15%	0.13%	0.79%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.21%	0.00%	0.52%	0.00%	1.25%	0.44%	0.00%	0.00%	0.76%	0.00%	0.10%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.09%	0.00%	0.00%	0.00%	0.00%	0.52%					
23	6.Политическая партия «Партия социальной справедливости»	25	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	1	1	0	0	6	0	0	3	0	0	0	1	0	0	3	1	0	0	0	0	3					
		0.21%	0.00%	0.00%	0.30%	0.00%	0.00%	0.87%	0.00%	0.62%	0.00%	0.41%	0.00%	0.52%	0.00%	0.00%	0.00%	0.88%	0.46%	0.00%	0.00%	0.57%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.29%	0.09%	0.00%	0.00%	0.00%	0.00%	0.31%					
24	7.Политическая партия «Либерально-демократическая партия России»	882	45	11	32	17	7	18	47	10	7	28	9	14	1	9	55	8	18	19	5	71	8	15	61	15	9	2	25	17	18	89	89	3	16	4	9	71					
		7.25%	5.65%	8.73%	9.50%	10.83%	6.54%	15.65%	7.12%	6.17%	4.73%	5.76%	5.23%	7.25%	1.45%	11.25%	12.06%	7.08%	8.33%	14.39%	2.62%	6.80%	3.67%	8.20%	5.78%	7.21%	5.39%	1.48%	7.06%	9.71%	9.52%	8.57%	8.08%	2.94%	8.33%	2.13%	6.34%	7.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1275	122	18	43	24	17	10	56	17	22	41	15	17	3	6	30	12	31	20	11	118	25	11	67	10	10	4	29	11	13	130	134	21	18	16	15	128					
		10.48%	15.33%	14.29%	12.76%	15.29%	15.89%	8.70%	8.48%	10.49%	14.86%	8.44%	8.72%	8.81%	4.35%	7.50%	6.58%	10.62%	14.35%	15.15%	5.76%	11.30%	11.47%	6.01%	6.35%	4.81%	5.99%	2.96%	8.19%	6.29%	6.88%	12.52%	12.17%	20.59%	9.38%	8.51%	10.56%	13.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	4	0	2	1	0	1	2	1	0	3	2	2	0	0	6	2	3	0	0	7	1	0	6	0	0	1	0	0	1	4	14	0	3	0	1	12					
		0.65%	0.50%	0.00%	0.59%	0.64%	0.00%	0.87%	0.30%	0.62%	0.00%	0.62%	1.16%	1.04%	0.00%	0.00%	1.32%	1.77%	1.39%	0.00%	0.00%	0.67%	0.46%	0.00%	0.57%	0.00%	0.00%	0.74%	0.00%	0.00%	0.53%	0.39%	1.27%	0.00%	1.56%	0.00%	0.70%	1.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8451	537	88	226	104	73	77	459	127	105	360	121	130	63	51	302	72	150	88	158	678	164	132	772	172	130	105	259	136	135	685	725	70	132	160	111	594					
		69.48%	67.46%	69.84%	67.06%	66.24%	68.22%	66.96%	69.55%	78.40%	70.95%	74.07%	70.35%	67.36%	91.30%	63.75%	66.23%	63.72%	69.44%	66.67%	82.72%	64.94%	75.23%	72.13%	73.18%	82.69%	77.84%	77.78%	73.16%	77.71%	71.43%	65.99%	65.85%	68.63%	68.75%	85.11%	78.17%	62.07%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	6	0	1	0	2	1	2	0	0	1	1	0	0	2	2	0	3	0	0	1	0	0	1	1	2	0	3	0	0	8	4	0	1	0	1	9					
		0.43%	0.75%	0.00%	0.30%	0.00%	1.87%	0.87%	0.30%	0.00%	0.00%	0.21%	0.58%	0.00%	0.00%	2.50%	0.44%	0.00%	1.39%	0.00%	0.00%	0.10%	0.00%	0.00%	0.09%	0.48%	1.20%	0.00%	0.85%	0.00%	0.00%	0.77%	0.36%	0.00%	0.52%	0.00%	0.70%	0.94%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
