Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Злынковская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442					
		0.08%	0.00%	0.00%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.66%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	861	31	88	104	98	108	64	61	41	26	55	25	14	31	58	42	15					
		14.48%	15.74%	12.72%	17.57%	13.23%	12.87%	10.58%	29.19%	14.70%	12.26%	16.27%	14.71%	11.86%	15.66%	24.58%	13.91%	6.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	1	0	5	3	1	1	1	0	0	0	1	0	2	0	1					
		0.27%	0.00%	0.14%	0.00%	0.67%	0.36%	0.17%	0.48%	0.36%	0.00%	0.00%	0.00%	0.85%	0.00%	0.85%	0.00%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	8	1	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0					
		0.13%	0.51%	0.14%	0.17%	0.13%	0.12%	0.17%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	221	7	21	13	25	42	24	11	11	12	10	6	4	8	7	10	10					
		3.72%	3.55%	3.03%	2.20%	3.37%	5.01%	3.97%	5.26%	3.94%	5.66%	2.96%	3.53%	3.39%	4.04%	2.97%	3.31%	4.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	475	9	180	96	46	47	30	1	2	9	10	9	2	7	8	11	8					
		7.99%	4.57%	26.01%	16.22%	6.21%	5.60%	4.96%	0.48%	0.72%	4.25%	2.96%	5.29%	1.69%	3.54%	3.39%	3.64%	3.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	1	2	3	4	7	5	2	2	2	3	0	0	0	5	1	1					
		0.64%	0.51%	0.29%	0.51%	0.54%	0.83%	0.83%	0.96%	0.72%	0.94%	0.89%	0.00%	0.00%	0.00%	2.12%	0.33%	0.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4107	145	385	358	530	599	453	127	204	153	247	126	97	146	150	216	171					
		69.07%	73.60%	55.64%	60.47%	71.52%	71.39%	74.88%	60.77%	73.12%	72.17%	73.08%	74.12%	82.20%	73.74%	63.56%	71.52%	78.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	29	1	2	2	4	4	3	0	2	4	0	0	0	0	1	3	3					
		0.49%	0.51%	0.29%	0.34%	0.54%	0.48%	0.50%	0.00%	0.72%	1.89%	0.00%	0.00%	0.00%	0.00%	0.42%	0.99%	1.38%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
