Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Канская городская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4485	87	166	63	156	120	165	137	91	63	90	137	162	115	129	108	211	37	140	110	108	161	212	211	172	168	194	140	147	130	107	171	161	116									
		19.43%	21.27%	23.85%	16.84%	20.03%	14.46%	18.15%	14.75%	14.13%	19.33%	15.60%	22.13%	18.77%	22.82%	22.36%	20.15%	21.16%	14.57%	22.99%	20.00%	21.82%	23.27%	20.02%	18.43%	16.86%	18.16%	19.27%	17.81%	19.55%	17.24%	16.36%	22.86%	22.87%	32.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	115	2	2	1	0	6	5	8	2	0	3	4	2	2	0	7	8	0	4	0	3	3	10	9	8	5	2	4	3	2	2	3	1	4									
		0.50%	0.49%	0.29%	0.27%	0.00%	0.72%	0.55%	0.86%	0.31%	0.00%	0.52%	0.65%	0.23%	0.40%	0.00%	1.31%	0.80%	0.00%	0.66%	0.00%	0.61%	0.43%	0.94%	0.79%	0.78%	0.54%	0.20%	0.51%	0.40%	0.27%	0.31%	0.40%	0.14%	1.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	121	2	3	0	6	8	8	4	3	2	1	4	3	2	5	1	6	1	8	1	0	3	4	8	5	7	1	4	5	5	4	1	4	2									
		0.52%	0.49%	0.43%	0.00%	0.77%	0.96%	0.88%	0.43%	0.47%	0.61%	0.17%	0.65%	0.35%	0.40%	0.87%	0.19%	0.60%	0.39%	1.31%	0.18%	0.00%	0.43%	0.38%	0.70%	0.49%	0.76%	0.10%	0.51%	0.66%	0.66%	0.61%	0.13%	0.57%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	2	0	1	2	0	1	2	1	0	0	3	1	1	1	0	0	1	0	0	0	1	1	2	1	0	3	1	2	0	0	1	0	0									
		0.12%	0.49%	0.00%	0.27%	0.26%	0.00%	0.11%	0.22%	0.16%	0.00%	0.00%	0.48%	0.12%	0.20%	0.17%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.14%	0.09%	0.17%	0.10%	0.00%	0.30%	0.13%	0.27%	0.00%	0.00%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	287	4	5	3	8	14	16	18	11	6	8	7	12	2	8	4	7	6	7	1	4	8	9	17	10	16	12	11	15	9	8	10	7	4									
		1.24%	0.98%	0.72%	0.80%	1.03%	1.69%	1.76%	1.94%	1.71%	1.84%	1.39%	1.13%	1.39%	0.40%	1.39%	0.75%	0.70%	2.36%	1.15%	0.18%	0.81%	1.16%	0.85%	1.48%	0.98%	1.73%	1.19%	1.40%	1.99%	1.19%	1.22%	1.34%	0.99%	1.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4671	92	114	72	168	188	215	235	151	74	93	111	170	88	126	95	157	70	105	120	114	122	260	260	202	182	212	170	155	153	141	126	125	5									
		20.24%	22.49%	16.38%	19.25%	21.57%	22.65%	23.65%	25.30%	23.45%	22.70%	16.12%	17.93%	19.70%	17.46%	21.84%	17.72%	15.75%	27.56%	17.24%	21.82%	23.03%	17.63%	24.55%	22.71%	19.80%	19.68%	21.05%	21.63%	20.61%	20.29%	21.56%	16.84%	17.76%	1.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	250	2	4	7	7	10	12	8	9	4	3	7	8	4	5	8	5	2	8	8	5	17	10	13	14	12	8	9	9	10	9	8	3	2									
		1.08%	0.49%	0.57%	1.87%	0.90%	1.20%	1.32%	0.86%	1.40%	1.23%	0.52%	1.13%	0.93%	0.79%	0.87%	1.49%	0.50%	0.79%	1.31%	1.45%	1.01%	2.46%	0.94%	1.14%	1.37%	1.30%	0.79%	1.15%	1.20%	1.33%	1.38%	1.07%	0.43%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	864	17	28	12	32	31	40	43	17	5	19	12	28	10	20	19	16	9	16	13	21	33	44	50	41	41	49	28	29	45	40	26	27	3									
		3.74%	4.16%	4.02%	3.21%	4.11%	3.73%	4.40%	4.63%	2.64%	1.53%	3.29%	1.94%	3.24%	1.98%	3.47%	3.54%	1.60%	3.54%	2.63%	2.36%	4.24%	4.77%	4.15%	4.37%	4.02%	4.43%	4.87%	3.56%	3.86%	5.97%	6.12%	3.48%	3.84%	0.84%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
