Выборы Президента Российской Федерации																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Златоустовская городская																																																																																							
																																																																																							
Итоги голосования 																																																																																							
																																																																																							
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124					
11	Число полученных открепительных  удостоверений	1765	15	35	25	20	25	35	30	25	15	15	20	15	15	25	25	15	15	20	30	35	15	25	25	20	20	20	35	25	25	25	25	30	30	30	25	30	20	20	20	25	20	20	20	25	35	35	15	35	20	25	30	35	15	10	10	10	20	15	30	35	40	30	30	15	15	35	25	15	15	15	15	15	20	15	15	15	10	10	10	0					
12	Число выданных открепительных удостоверений	1096	8	33	15	13	17	20	25	14	13	5	11	6	0	15	19	6	7	17	19	23	8	17	15	17	20	20	17	22	19	16	19	17	14	19	10	14	16	16	19	18	6	8	15	16	21	16	11	22	10	12	28	24	2	6	2	7	16	6	24	21	28	20	22	15	15	23	16	6	13	6	4	7	11	5	3	6	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1306	9	7	8	2	2	16	18	8	6	8	13	10	6	8	10	10	12	9	12	10	11	11	15	9	20	7	14	3	11	8	13	9	16	12	6	7	9	16	9	11	7	13	20	13	8	9	13	18	15	11	12	10	7	2	10	5	22	14	24	21	24	8	14	5	12	9	11	10	6	13	12	8	11	8	18	6	8	6	2	460					
14	Число неиспользованных открепительных удостоверений	669	7	2	10	7	8	15	5	11	2	10	9	9	15	10	6	9	8	3	11	12	7	8	10	3	0	0	18	3	6	9	6	13	16	11	15	16	4	4	1	7	14	12	5	9	14	19	4	13	10	13	2	11	13	4	8	3	4	9	6	14	12	10	8	0	0	12	9	9	2	9	11	8	9	10	12	9	10	8	8	0					
15	"Число открепительных удостоверений, выданных в ТИК"	183	3	7	1	1	3	2	2	4	2	5	2	10	0	1	8	2	0	4	3	3	1	4	2	2	3	3	3	3	1	4	6	2	1	0	2	5	0	1	1	1	1	0	0	2	2	3	0	2	1	2	2	3	3	1	0	4	11	4	3	3	1	2	2	0	0	0	2	4	0	4	2	3	2	0	4	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																							
18	. Глазьев Сергей Юрьевич	2764	29	40	32	29	40	28	33	21	16	16	16	18	19	33	47	21	27	44	69	55	17	31	27	45	38	58	53	26	30	30	46	60	61	65	58	71	31	70	85	40	43	21	61	62	44	40	31	60	49	39	73	94	14	9	9	15	30	14	31	43	43	26	33	38	31	47	19	14	19	15	26	13	19	10	14	15	5	8	3	9					
		3.65%	3.37%	2.85%	4.60%	2.52%	3.48%	2.46%	2.82%	3.47%	2.21%	1.97%	1.90%	3.31%	5.18%	3.74%	4.65%	3.31%	2.66%	3.39%	6.82%	4.67%	2.10%	3.41%	3.60%	3.54%	2.94%	4.05%	4.01%	2.56%	2.80%	3.41%	4.00%	5.12%	4.11%	4.65%	4.52%	5.41%	4.38%	4.93%	5.68%	3.33%	4.73%	2.97%	4.85%	4.82%	4.32%	3.68%	4.02%	5.36%	4.34%	3.25%	4.60%	5.99%	2.57%	3.26%	2.16%	3.82%	3.38%	2.30%	3.13%	4.05%	3.78%	2.76%	2.86%	3.83%	3.36%	3.67%	2.41%	2.33%	2.09%	2.62%	4.08%	2.10%	1.99%	1.56%	2.72%	2.69%	1.45%	1.61%	1.73%	1.28%					
19	. Малышкин Олег Александрович	1612	18	24	9	30	35	30	29	21	14	31	23	21	10	26	33	16	24	43	14	19	9	13	15	22	13	26	17	17	20	8	15	14	36	25	28	26	11	17	25	14	14	9	23	23	24	29	20	15	27	25	26	38	16	4	9	9	12	12	28	19	28	25	22	16	17	21	18	24	19	24	22	17	22	21	13	13	6	7	6	48					
		2.13%	2.09%	1.71%	1.29%	2.61%	3.04%	2.64%	2.48%	3.47%	1.93%	3.81%	2.73%	3.86%	2.72%	2.94%	3.27%	2.52%	2.36%	3.32%	1.38%	1.61%	1.11%	1.43%	2.00%	1.73%	1.01%	1.81%	1.29%	1.67%	1.86%	0.91%	1.31%	1.19%	2.42%	1.79%	2.18%	1.98%	1.56%	1.20%	1.67%	1.16%	1.54%	1.27%	1.83%	1.79%	2.36%	2.67%	2.59%	1.34%	2.39%	2.09%	1.64%	2.42%	2.94%	1.45%	2.16%	2.29%	1.35%	1.97%	2.83%	1.79%	2.46%	2.65%	1.91%	1.61%	1.84%	1.64%	2.28%	3.99%	2.09%	4.19%	3.45%	2.74%	2.31%	3.27%	2.52%	2.33%	1.74%	1.41%	3.47%	6.81%					
20	. Миронов Сергей Михайлович	511	5	7	8	3	12	8	6	2	5	5	3	3	3	7	5	2	6	7	7	10	5	11	4	10	11	13	5	9	8	4	4	15	5	8	8	7	6	6	13	13	5	2	5	4	3	9	3	5	13	3	8	11	3	3	3	2	9	4	8	10	5	10	2	11	9	11	5	3	11	4	6	6	5	5	3	8	2	6	0	7					
		0.68%	0.58%	0.50%	1.15%	0.26%	1.04%	0.70%	0.51%	0.33%	0.69%	0.61%	0.36%	0.55%	0.82%	0.79%	0.50%	0.32%	0.59%	0.54%	0.69%	0.85%	0.62%	1.21%	0.53%	0.79%	0.85%	0.91%	0.38%	0.89%	0.75%	0.46%	0.35%	1.28%	0.34%	0.57%	0.62%	0.53%	0.85%	0.42%	0.87%	1.08%	0.55%	0.28%	0.40%	0.31%	0.29%	0.83%	0.39%	0.45%	1.15%	0.25%	0.50%	0.70%	0.55%	1.09%	0.72%	0.51%	1.01%	0.66%	0.81%	0.94%	0.44%	1.06%	0.17%	1.11%	0.98%	0.86%	0.63%	0.50%	1.21%	0.70%	0.94%	0.97%	0.52%	0.78%	0.58%	1.43%	0.58%	1.21%	0.00%	0.99%					
21	. Путин Владимир Владимирович	47944	544	838	415	775	717	765	769	420	409	535	511	370	256	547	647	400	684	846	622	714	491	549	437	818	819	858	808	629	663	610	677	742	947	922	808	838	463	845	921	764	566	503	839	874	628	723	465	727	714	762	1048	968	380	194	238	270	576	432	627	638	685	525	669	582	538	767	526	419	600	344	377	358	615	414	343	373	244	357	115	528					
		63.38%	63.26%	59.69%	59.71%	67.39%	62.35%	67.34%	65.73%	69.42%	56.41%	65.72%	60.55%	68.01%	69.75%	61.95%	64.06%	63.09%	67.39%	65.23%	61.52%	60.66%	60.62%	60.33%	58.27%	64.36%	63.34%	59.87%	61.12%	61.97%	61.79%	69.40%	58.92%	63.31%	63.77%	65.95%	62.93%	63.87%	65.49%	59.51%	61.56%	63.51%	62.20%	71.25%	66.69%	67.91%	61.63%	66.45%	60.23%	64.91%	63.19%	63.55%	65.99%	61.70%	69.72%	70.29%	57.07%	68.70%	64.94%	71.05%	63.27%	60.08%	60.25%	55.67%	57.97%	58.61%	58.35%	59.92%	66.58%	69.60%	65.86%	60.03%	59.18%	57.74%	64.47%	64.49%	66.60%	66.85%	70.72%	71.98%	66.47%	74.89%					
22	. Хакамада Ирина Муцуовна	2746	49	66	22	44	30	36	33	14	28	23	28	19	11	28	34	16	37	40	35	52	41	43	19	32	45	51	40	44	43	47	41	48	66	57	55	36	21	71	80	64	41	24	36	31	29	45	38	48	47	39	46	50	13	11	9	8	29	11	52	49	45	46	50	45	37	38	30	20	20	11	25	10	39	17	17	8	9	10	4	20					
		3.63%	5.70%	4.70%	3.17%	3.83%	2.61%	3.17%	2.82%	2.31%	3.86%	2.83%	3.32%	3.49%	3.00%	3.17%	3.37%	2.52%	3.65%	3.08%	3.46%	4.42%	5.06%	4.73%	2.53%	2.52%	3.48%	3.56%	3.03%	4.33%	4.01%	5.35%	3.57%	4.10%	4.44%	4.08%	4.28%	2.74%	2.97%	5.00%	5.35%	5.32%	4.51%	3.40%	2.86%	2.41%	2.85%	4.14%	4.92%	4.29%	4.16%	3.25%	2.90%	3.19%	2.39%	3.99%	2.16%	2.04%	3.27%	1.81%	5.25%	4.61%	3.96%	4.88%	4.33%	4.53%	4.01%	2.97%	3.80%	3.32%	2.20%	1.92%	3.92%	1.61%	4.09%	2.65%	3.30%	1.43%	2.61%	2.02%	2.31%	2.84%					
23	. Харитонов Николай Михайлович	16036	179	338	169	192	250	233	234	102	228	161	213	90	52	192	198	140	191	266	216	266	212	198	197	284	301	347	329	238	254	145	305	237	291	267	257	260	134	309	273	253	205	106	211	231	239	187	174	203	217	265	304	321	94	40	129	76	190	107	177	240	257	246	315	239	243	314	155	91	189	147	143	180	199	137	113	121	68	102	42	18					
		21.20%	20.81%	24.07%	24.32%	16.70%	21.74%	20.51%	20.00%	16.86%	31.45%	19.78%	25.24%	16.54%	14.17%	21.74%	19.60%	22.08%	18.82%	20.51%	21.36%	22.60%	26.17%	21.76%	26.27%	22.34%	23.28%	24.21%	24.89%	23.45%	23.67%	16.50%	26.54%	20.22%	19.60%	19.10%	20.02%	19.82%	18.95%	21.76%	18.25%	21.03%	22.53%	15.01%	16.77%	17.95%	23.45%	17.19%	22.54%	18.12%	19.20%	22.10%	19.14%	20.46%	17.25%	14.49%	30.94%	19.34%	21.42%	17.60%	17.86%	22.60%	22.60%	26.09%	27.30%	24.07%	26.36%	24.53%	19.62%	15.12%	20.75%	25.65%	22.45%	29.03%	20.86%	21.34%	21.94%	21.68%	19.71%	20.56%	24.28%	2.55%					
																																																																																							
24	Против всех	3349	36	71	31	69	53	35	51	21	22	30	40	17	12	44	40	36	44	33	44	55	29	49	36	50	50	60	59	41	50	33	50	50	68	46	61	59	33	87	91	47	28	35	69	53	47	43	37	57	59	49	74	80	24	12	17	12	27	22	58	54	58	48	56	51	38	69	33	22	39	15	27	29	44	30	9	19	4	6	0	62					
		4.43%	4.19%	5.06%	4.46%	6.00%	4.61%	3.08%	4.36%	3.47%	3.03%	3.69%	4.74%	3.12%	3.27%	4.98%	3.96%	5.68%	4.33%	2.54%	4.35%	4.67%	3.58%	5.38%	4.80%	3.93%	3.87%	4.19%	4.46%	4.04%	4.66%	3.75%	4.35%	4.27%	4.58%	3.29%	4.75%	4.50%	4.67%	6.13%	6.08%	3.91%	3.08%	4.96%	5.48%	4.12%	4.61%	3.95%	4.79%	5.09%	5.22%	4.09%	4.66%	5.10%	4.40%	4.35%	4.08%	3.05%	3.04%	3.62%	5.85%	5.08%	5.10%	5.09%	4.85%	5.14%	4.12%	5.39%	4.18%	3.65%	4.28%	2.62%	4.24%	4.68%	4.61%	4.67%	1.75%	3.41%	1.16%	1.21%	0.00%	8.79%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
