Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Заполярная																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40									
		2.09%	3.68%	0.00%	0.00%	2.86%	0.00%	0.00%	0.85%	0.00%	3.20%	1.82%	2.63%	0.00%	18.75%	3.45%	1.79%	2.33%	0.61%	0.00%	2.27%	0.00%	6.90%	6.85%	1.72%	6.40%	2.38%	5.17%	6.45%	2.43%	1.63%	0.00%	1.86%	2.50%	1.14%	2.65%	3.93%	2.31%	2.24%	1.80%	1.80%	0.86%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4459	80	23	26	223	43	18	108	33	110	19	23	16	4	120	19	47	73	9	20	24	11	19	25	44	94	23	13	233	240	30	88	124	115	106	160	342	468	393	338	555									
		45.26%	58.82%	76.67%	56.52%	53.10%	46.74%	38.30%	45.76%	80.49%	44.00%	34.55%	60.53%	94.12%	25.00%	59.11%	33.93%	36.43%	44.24%	34.62%	45.45%	40.00%	37.93%	26.03%	43.10%	35.20%	44.76%	39.66%	41.94%	47.17%	55.81%	46.15%	54.66%	62.00%	65.71%	56.08%	69.87%	37.67%	38.77%	39.38%	40.63%	43.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	102	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	1	0	3	6	0	3	1	0	1	3	13	15	15	16	16									
		1.04%	0.00%	0.00%	0.00%	0.24%	0.00%	2.13%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.72%	0.00%	0.61%	1.40%	0.00%	1.86%	0.50%	0.00%	0.53%	1.31%	1.43%	1.24%	1.50%	1.92%	1.26%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	3	1	2	4	6									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	1.72%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.33%	0.08%	0.20%	0.48%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2169	25	3	8	73	20	10	38	2	73	10	7	0	3	34	11	13	46	6	12	13	10	17	13	32	43	11	13	78	59	14	34	38	23	23	33	247	344	250	183	297									
		22.01%	18.38%	10.00%	17.39%	17.38%	21.74%	21.28%	16.10%	4.88%	29.20%	18.18%	18.42%	0.00%	18.75%	16.75%	19.64%	10.08%	27.88%	23.08%	27.27%	21.67%	34.48%	23.29%	22.41%	25.60%	20.48%	18.97%	41.94%	15.79%	13.72%	21.54%	21.12%	19.00%	13.14%	12.17%	14.41%	27.20%	28.50%	25.05%	21.99%	23.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	1	0	0	2	1	1	0	1	1	1	0	12	15	13	7	4									
		0.67%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	1.60%	0.48%	0.00%	0.00%	0.40%	0.23%	1.54%	0.00%	0.50%	0.57%	0.53%	0.00%	1.32%	1.24%	1.30%	0.84%	0.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	2	0	0	1	1	1	1	0	10	12	13	7	11									
		0.71%	0.74%	0.00%	0.00%	0.48%	0.00%	2.13%	0.00%	0.00%	0.40%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	2.27%	0.00%	0.00%	1.37%	1.72%	0.80%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.62%	0.50%	0.57%	0.53%	0.00%	1.10%	0.99%	1.30%	0.84%	0.86%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	5	3	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.22%	0.17%	0.50%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	4	0	0	0	2	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	4	1	1	2	0	1	10	1	8	10	19	8	22									
		1.01%	2.94%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.40%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.48%	0.00%	0.00%	0.81%	0.23%	1.54%	1.24%	0.00%	0.57%	5.29%	0.44%	0.88%	0.83%	1.90%	0.96%	1.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1506	14	2	6	44	16	13	48	5	38	19	5	1	0	15	18	54	21	5	7	17	1	19	10	28	39	15	2	106	48	9	15	19	20	22	0	155	166	124	146	214									
		15.28%	10.29%	6.67%	13.04%	10.48%	17.39%	27.66%	20.34%	12.20%	15.20%	34.55%	13.16%	5.88%	0.00%	7.39%	32.14%	41.86%	12.73%	19.23%	15.91%	28.33%	3.45%	26.03%	17.24%	22.40%	18.57%	25.86%	6.45%	21.46%	11.16%	13.85%	9.32%	9.50%	11.43%	11.64%	0.00%	17.07%	13.75%	12.42%	17.55%	16.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	0	0	0	3	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	2	1	0	0	8	14	11	4	3									
		0.59%	0.00%	0.00%	0.00%	0.71%	2.17%	2.13%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	1.43%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.00%	0.57%	0.00%	0.00%	0.88%	1.16%	1.10%	0.48%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	404	4	0	2	16	1	1	15	0	7	1	0	0	2	9	0	0	8	0	1	2	1	7	1	2	12	3	1	21	29	0	8	5	5	12	4	31	49	51	39	54									
		4.10%	2.94%	0.00%	4.35%	3.81%	1.09%	2.13%	6.36%	0.00%	2.80%	1.82%	0.00%	0.00%	12.50%	4.43%	0.00%	0.00%	4.85%	0.00%	2.27%	3.33%	3.45%	9.59%	1.72%	1.60%	5.71%	5.17%	3.23%	4.25%	6.74%	0.00%	4.97%	2.50%	2.86%	6.35%	1.75%	3.41%	4.06%	5.11%	4.69%	4.24%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
