Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Елецкая городская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	759	17	10	23	21	14	34	14	28	19	14	9	14	12	13	24	17	14	19	12	19	20	16	25	22	20	11	4	21	11	14	18	11	9	10	14	11	8	11	18	3	17	19	7	11	14	20	17	9	11	7	0	0	2	1									
		2.06%	2.87%	2.12%	2.87%	3.41%	2.36%	3.25%	2.08%	2.67%	2.28%	1.59%	2.03%	1.73%	1.18%	3.50%	2.85%	2.68%	2.35%	1.99%	1.62%	3.10%	2.07%	2.42%	3.49%	2.49%	2.67%	2.02%	0.95%	2.02%	1.78%	1.48%	2.06%	1.86%	1.14%	1.35%	1.68%	1.68%	1.57%	1.69%	1.96%	0.58%	2.14%	2.27%	1.16%	1.68%	1.56%	2.27%	1.75%	1.38%	1.46%	1.81%	0.00%	0.00%	6.90%	3.57%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1061	14	13	35	16	10	31	23	27	20	23	21	24	40	8	13	17	15	25	25	25	27	26	19	20	18	18	16	36	14	27	30	16	21	17	27	16	13	18	27	12	17	29	13	21	33	24	28	12	19	13	3	0	2	4									
		2.88%	2.36%	2.75%	4.36%	2.60%	1.69%	2.97%	3.42%	2.57%	2.40%	2.62%	4.74%	2.97%	3.93%	2.16%	1.55%	2.68%	2.52%	2.62%	3.38%	4.08%	2.80%	3.94%	2.65%	2.26%	2.40%	3.31%	3.80%	3.46%	2.27%	2.85%	3.44%	2.70%	2.66%	2.29%	3.23%	2.44%	2.55%	2.77%	2.93%	2.31%	2.14%	3.47%	2.16%	3.21%	3.68%	2.72%	2.88%	1.84%	2.52%	3.37%	3.37%	0.00%	6.90%	14.29%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1342	14	18	41	22	19	25	39	46	29	28	24	30	39	14	26	23	28	35	17	19	32	18	36	29	25	22	12	37	23	31	29	22	29	26	29	27	14	19	31	14	35	24	23	33	40	25	40	26	33	15	5	0	1	1									
		3.64%	2.36%	3.81%	5.11%	3.58%	3.21%	2.39%	5.80%	4.39%	3.48%	3.19%	5.42%	3.71%	3.83%	3.77%	3.09%	3.63%	4.71%	3.67%	2.30%	3.10%	3.31%	2.73%	5.02%	3.28%	3.33%	4.04%	2.85%	3.56%	3.72%	3.27%	3.32%	3.72%	3.67%	3.51%	3.47%	4.12%	2.75%	2.92%	3.37%	2.69%	4.41%	2.87%	3.82%	5.04%	4.46%	2.83%	4.12%	3.99%	4.38%	3.89%	5.62%	0.00%	3.45%	3.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15236	241	200	343	275	242	434	316	434	327	377	170	352	420	238	361	301	239	380	318	263	381	312	264	333	287	235	171	479	251	403	372	244	344	307	378	269	197	244	362	206	299	310	240	254	308	295	370	277	317	159	43	68	16	10									
		41.33%	40.64%	42.37%	42.77%	44.72%	40.88%	41.53%	47.02%	41.37%	39.21%	42.89%	38.37%	43.51%	41.30%	64.15%	42.93%	47.48%	40.17%	39.87%	43.03%	42.97%	39.44%	47.27%	36.82%	37.67%	38.27%	43.20%	40.62%	46.10%	40.61%	42.56%	42.61%	41.22%	43.54%	41.43%	45.27%	41.07%	38.70%	37.54%	39.35%	39.62%	37.66%	37.08%	39.87%	38.78%	34.34%	33.41%	38.11%	42.48%	42.04%	41.19%	48.31%	72.34%	55.17%	35.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	258	5	4	5	4	3	11	3	16	12	5	0	14	4	1	11	6	4	5	2	0	5	4	4	9	7	1	4	7	7	4	5	3	4	7	5	3	7	3	6	2	10	2	5	3	4	3	11	2	5	1	0	0	0	0									
		0.70%	0.84%	0.85%	0.62%	0.65%	0.51%	1.05%	0.45%	1.53%	1.44%	0.57%	0.00%	1.73%	0.39%	0.27%	1.31%	0.95%	0.67%	0.52%	0.27%	0.00%	0.52%	0.61%	0.56%	1.02%	0.93%	0.18%	0.95%	0.67%	1.13%	0.42%	0.57%	0.51%	0.51%	0.94%	0.60%	0.46%	1.38%	0.46%	0.65%	0.38%	1.26%	0.24%	0.83%	0.46%	0.45%	0.34%	1.13%	0.31%	0.66%	0.26%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	59	1	1	1	0	1	3	2	1	0	2	0	0	2	4	1	0	1	1	3	4	1	3	1	1	2	0	1	0	0	4	0	0	1	1	1	0	2	1	1	1	1	0	2	0	3	1	0	0	2	0	0	0	0	1									
		0.16%	0.17%	0.21%	0.12%	0.00%	0.17%	0.29%	0.30%	0.10%	0.00%	0.23%	0.00%	0.00%	0.20%	1.08%	0.12%	0.00%	0.17%	0.10%	0.41%	0.65%	0.10%	0.45%	0.14%	0.11%	0.27%	0.00%	0.24%	0.00%	0.00%	0.42%	0.00%	0.00%	0.13%	0.13%	0.12%	0.00%	0.39%	0.15%	0.11%	0.19%	0.13%	0.00%	0.33%	0.00%	0.33%	0.11%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	3.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6964	140	95	119	129	125	207	109	153	143	140	105	111	186	20	135	92	123	156	156	99	185	89	125	136	127	95	77	168	112	137	183	125	162	144	151	115	115	132	177	96	175	184	120	156	268	290	165	136	172	72	10	16	2	4									
		18.89%	23.61%	20.13%	14.84%	20.98%	21.11%	19.81%	16.22%	14.59%	17.15%	15.93%	23.70%	13.72%	18.29%	5.39%	16.05%	14.51%	20.67%	16.37%	21.11%	16.18%	19.15%	13.48%	17.43%	15.38%	16.93%	17.46%	18.29%	16.17%	18.12%	14.47%	20.96%	21.11%	20.51%	19.43%	18.08%	17.56%	22.59%	20.31%	19.24%	18.46%	22.04%	22.01%	19.93%	23.82%	29.88%	32.84%	16.99%	20.86%	22.81%	18.65%	11.24%	17.02%	6.90%	14.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	285	1	3	7	2	8	15	5	15	5	5	3	7	10	3	7	0	5	3	7	5	5	6	5	10	14	9	1	3	2	13	5	1	10	2	7	3	5	15	3	5	4	4	2	6	5	5	14	2	1	2	0	0	0	0									
		0.77%	0.17%	0.64%	0.87%	0.33%	1.35%	1.44%	0.74%	1.43%	0.60%	0.57%	0.68%	0.87%	0.98%	0.81%	0.83%	0.00%	0.84%	0.31%	0.95%	0.82%	0.52%	0.91%	0.70%	1.13%	1.87%	1.65%	0.24%	0.29%	0.32%	1.37%	0.57%	0.17%	1.27%	0.27%	0.84%	0.46%	0.98%	2.31%	0.33%	0.96%	0.50%	0.48%	0.33%	0.92%	0.56%	0.57%	1.44%	0.31%	0.13%	0.52%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	297	4	5	7	6	4	12	3	5	7	7	2	8	6	2	6	4	5	8	12	7	6	8	4	12	8	8	5	8	1	8	5	3	7	5	8	10	4	4	8	6	6	10	4	2	3	4	14	2	2	0	1	0	0	1									
		0.81%	0.67%	1.06%	0.87%	0.98%	0.68%	1.15%	0.45%	0.48%	0.84%	0.80%	0.45%	0.99%	0.59%	0.54%	0.71%	0.63%	0.84%	0.84%	1.62%	1.14%	0.62%	1.21%	0.56%	1.36%	1.07%	1.47%	1.19%	0.77%	0.16%	0.84%	0.57%	0.51%	0.89%	0.67%	0.96%	1.53%	0.79%	0.62%	0.87%	1.15%	0.76%	1.20%	0.66%	0.31%	0.33%	0.45%	1.44%	0.31%	0.27%	0.00%	1.12%	0.00%	0.00%	3.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	50	1	1	2	1	0	2	1	0	0	0	0	1	3	0	1	4	0	1	4	0	3	1	1	0	1	0	2	0	2	1	1	0	2	0	3	0	0	1	1	1	2	0	1	2	1	0	0	1	0	1	0	0	0	0									
		0.14%	0.17%	0.21%	0.25%	0.16%	0.00%	0.19%	0.15%	0.00%	0.00%	0.00%	0.00%	0.12%	0.29%	0.00%	0.12%	0.63%	0.00%	0.10%	0.54%	0.00%	0.31%	0.15%	0.14%	0.00%	0.13%	0.00%	0.48%	0.00%	0.32%	0.11%	0.11%	0.00%	0.25%	0.00%	0.36%	0.00%	0.00%	0.15%	0.11%	0.19%	0.25%	0.00%	0.17%	0.31%	0.11%	0.00%	0.00%	0.15%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	470	2	5	18	5	10	14	4	23	22	22	2	14	16	0	15	8	9	18	13	9	11	5	13	4	7	3	2	10	7	10	9	8	4	8	19	8	8	8	11	8	13	9	7	3	7	9	16	5	3	3	2	1	0	0									
		1.27%	0.34%	1.06%	2.24%	0.81%	1.69%	1.34%	0.60%	2.19%	2.64%	2.50%	0.45%	1.73%	1.57%	0.00%	1.78%	1.26%	1.51%	1.89%	1.76%	1.47%	1.14%	0.76%	1.81%	0.45%	0.93%	0.55%	0.48%	0.96%	1.13%	1.06%	1.03%	1.35%	0.51%	1.08%	2.28%	1.22%	1.57%	1.23%	1.20%	1.54%	1.64%	1.08%	1.16%	0.46%	0.78%	1.02%	1.65%	0.77%	0.40%	0.78%	2.25%	1.06%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6263	110	78	136	83	91	172	97	190	144	161	63	145	167	19	150	107	95	187	98	109	165	94	129	193	131	81	80	160	111	177	144	114	132	132	133	106	91	129	172	98	128	141	99	96	131	143	202	116	126	83	15	2	3	4									
		16.99%	18.55%	16.53%	16.96%	13.50%	15.37%	16.46%	14.43%	18.11%	17.27%	18.32%	14.22%	17.92%	16.42%	5.12%	17.84%	16.88%	15.97%	19.62%	13.26%	17.81%	17.08%	14.24%	17.99%	21.83%	17.47%	14.89%	19.00%	15.40%	17.96%	18.69%	16.49%	19.26%	16.71%	17.81%	15.93%	16.18%	17.88%	19.85%	18.70%	18.85%	16.12%	16.87%	16.45%	14.66%	14.60%	16.19%	20.80%	17.79%	16.71%	21.50%	16.85%	2.13%	10.34%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	183	4	4	3	1	5	5	3	2	6	12	2	4	4	1	7	5	1	7	1	1	7	3	3	5	2	0	4	5	4	5	1	2	2	3	3	4	3	5	5	3	3	6	2	5	3	5	2	8	1	1	0	0	0	0									
		0.50%	0.67%	0.85%	0.37%	0.16%	0.84%	0.48%	0.45%	0.19%	0.72%	1.37%	0.45%	0.49%	0.39%	0.27%	0.83%	0.79%	0.17%	0.73%	0.14%	0.16%	0.72%	0.45%	0.42%	0.57%	0.27%	0.00%	0.95%	0.48%	0.65%	0.53%	0.11%	0.34%	0.25%	0.40%	0.36%	0.61%	0.59%	0.77%	0.54%	0.58%	0.38%	0.72%	0.33%	0.76%	0.33%	0.57%	0.21%	1.23%	0.13%	0.26%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2525	20	23	42	32	40	46	39	87	73	62	30	53	72	4	48	31	45	68	60	37	78	58	56	73	60	42	29	86	52	81	41	24	44	62	37	64	27	46	77	49	69	82	57	41	51	36	72	38	47	21	4	5	3	1									
		6.85%	3.37%	4.87%	5.24%	5.20%	6.76%	4.40%	5.80%	8.29%	8.75%	7.05%	6.77%	6.55%	7.08%	1.08%	5.71%	4.89%	7.56%	7.14%	8.12%	6.05%	8.07%	8.79%	7.81%	8.26%	8.00%	7.72%	6.89%	8.28%	8.41%	8.55%	4.70%	4.05%	5.57%	8.37%	4.43%	9.77%	5.30%	7.08%	8.37%	9.42%	8.69%	9.81%	9.47%	6.26%	5.69%	4.08%	7.42%	5.83%	6.23%	5.44%	4.49%	5.32%	10.34%	3.57%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
