7	Число избирательных бюллетеней в переносных ящиках для голосования	2628	40	21	166	12	21	29	17	25	95	15	15	46	17	17	19	112	14	99	7	16	27	25	14	21	18	50	50	14	91	10	11	18	56	39	101	40	42	32	46	50	61	33	43	30	78	46	21	105	38	29	17	11	17	18	84	31	22	14	14	41	29	21	19	27	12	9	23	21	30	13	9	12	19	14	6	17	36					
8	Число бюллетеней в стационарных ящиках для голосования	107309	681	755	1731	1539	1437	1083	1382	1479	1677	1066	1417	1509	1481	1397	1337	1928	1346	1739	1376	941	1633	1471	1539	1566	1885	1402	1391	1853	1569	1511	1637	1691	1762	1368	1350	895	828	1118	1273	1218	1241	1318	1826	1548	1572	1254	1567	1335	963	1109	1369	1421	1687	1228	1808	1517	1287	1384	1507	1234	1633	1688	1232	1467	897	618	1184	1178	1760	1240	1269	1282	1477	1515	1268	1612	1553					
9	Число недействительных избирательных бюллетеней	2459	10	16	26	38	34	19	24	24	14	24	31	26	29	39	24	28	21	26	19	17	41	22	32	16	24	17	27	42	27	28	31	18	32	27	260	26	17	33	46	40	38	33	38	38	29	54	48	25	27	35	23	22	30	33	39	24	25	27	34	51	34	31	20	27	18	15	28	18	43	26	22	23	43	44	30	41	28					
10	Число действительных избирательных бюллетеней	107478	711	760	1871	1513	1424	1093	1375	1480	1758	1057	1401	1529	1469	1375	1332	2012	1339	1812	1364	940	1619	1474	1521	1571	1879	1435	1414	1825	1633	1493	1617	1691	1786	1380	1191	909	853	1117	1273	1228	1264	1318	1831	1540	1621	1246	1540	1415	974	1103	1363	1410	1674	1213	1853	1524	1284	1371	1487	1224	1628	1678	1231	1467	891	612	1179	1181	1747	1227	1256	1271	1453	1485	1244	1588	1561					
11	Число полученных открепительных  удостоверений	4276	20	30	40	85	45	40	30	30	30	65	40	45	45	50	140	45	65	45	50	25	55	40	50	45	50	50	40	30	35	55	30	45	40	40	30	36	35	60	40	50	45	65	45	65	50	40	60	50	350	270	60	55	60	45	70	45	60	45	55	40	65	45	25	40	30	40	65	70	70	50	60	70	40	45	60	50	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3798	18	22	35	67	34	31	18	20	28	51	38	45	37	50	124	45	60	43	46	12	42	39	48	44	50	49	33	29	34	45	30	37	40	39	26	34	35	42	40	50	35	55	44	55	48	32	42	50	288	266	56	48	50	43	68	45	49	43	49	37	57	44	24	40	18	34	52	54	70	46	59	65	40	30	50	48	54					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2167	32	26	180	27	33	17	11	23	15	16	11	18	12	16	38	35	35	29	11	10	82	43	25	32	21	19	25	16	31	16	23	24	19	39	15	16	49	20	56	31	41	38	81	23	19	34	32	19	28	17	20	31	11	36	27	29	17	42	38	81	21	25	33	3	9	11	21	15	15	25	18	11	9	13	17	38	22					
14	Число неиспользованных открепительных удостоверений	478	2	8	5	18	11	9	12	10	2	14	2	0	8	0	16	0	5	2	4	13	13	1	2	1	0	1	7	1	1	10	0	8	0	1	4	2	0	18	0	0	10	10	1	10	2	8	18	0	62	4	4	7	10	2	2	0	11	2	6	3	8	1	1	0	12	6	13	16	0	4	1	5	0	15	10	2	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	222	0	2	0	0	4	2	0	1	3	1	5	2	0	1	6	8	2	3	5	2	5	2	4	5	2	2	5	4	3	2	3	2	4	3	2	0	1	1	2	3	1	3	4	1	4	3	1	1	6	27	0	1	1	3	4	1	2	3	2	4	7	2	0	3	0	6	5	1	2	4	3	2	3	3	2	2	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																				
18	Богданов Андрей Владимирович	2467	20	17	32	43	27	33	21	31	17	17	37	27	33	27	21	31	35	58	26	19	44	24	34	36	31	26	25	32	31	21	17	42	31	28	30	22	25	39	28	63	22	45	28	14	64	68	49	40	30	29	24	37	35	34	44	28	31	36	26	25	28	34	21	44	22	15	25	28	85	26	38	30	36	31	32	33	29					
		2.24%	2.77%	2.19%	1.69%	2.77%	1.85%	2.97%	1.50%	2.06%	0.96%	1.57%	2.58%	1.74%	2.20%	1.91%	1.55%	1.52%	2.57%	3.16%	1.88%	1.99%	2.65%	1.60%	2.19%	2.27%	1.63%	1.79%	1.73%	1.71%	1.87%	1.38%	1.03%	2.46%	1.71%	1.99%	2.07%	2.35%	2.87%	3.39%	2.12%	4.97%	1.69%	3.33%	1.50%	0.89%	3.88%	5.23%	3.09%	2.78%	2.99%	2.55%	1.73%	2.58%	2.05%	2.73%	2.33%	1.81%	2.37%	2.58%	1.71%	1.96%	1.68%	1.99%	1.68%	2.95%	2.42%	2.39%	2.07%	2.34%	4.75%	2.08%	2.97%	2.32%	2.41%	2.03%	2.51%	2.03%	1.83%					
19	Жириновский Владимир Вольфович	8406	45	55	128	126	96	98	126	84	103	74	140	192	117	123	126	140	25	142	148	55	137	138	102	115	104	124	126	107	120	154	113	117	84	91	91	66	73	92	87	101	83	108	116	71	147	116	144	115	80	93	128	103	89	108	148	97	100	125	138	113	117	135	102	123	49	58	111	112	199	112	122	130	101	89	121	104	114					
		7.65%	6.24%	7.09%	6.75%	8.12%	6.58%	8.81%	9.01%	5.59%	5.81%	6.85%	9.78%	12.35%	7.81%	8.70%	9.29%	6.86%	1.84%	7.73%	10.70%	5.75%	8.25%	9.22%	6.57%	7.25%	5.47%	8.54%	8.74%	5.73%	7.23%	10.12%	6.86%	6.85%	4.62%	6.47%	6.27%	7.06%	8.39%	8.00%	6.60%	7.97%	6.37%	7.99%	6.21%	4.50%	8.91%	8.92%	9.07%	7.99%	7.99%	8.17%	9.24%	7.19%	5.22%	8.67%	7.82%	6.27%	7.64%	8.94%	9.07%	8.86%	7.04%	7.90%	8.15%	8.23%	5.39%	9.25%	9.20%	9.34%	11.12%	8.94%	9.55%	10.05%	6.75%	5.82%	9.50%	6.38%	7.17%					
20	Зюганов Геннадий Андреевич	20463	90	104	194	316	262	227	222	207	218	254	294	332	346	310	244	287	342	375	294	133	295	310	270	252	285	302	252	270	227	258	235	262	336	352	217	183	200	280	267	281	290	300	366	308	368	279	272	340	256	291	286	266	293	252	355	291	303	245	259	260	228	242	222	254	111	105	253	232	367	251	243	266	283	295	284	284	278					
		18.61%	12.48%	13.40%	10.23%	20.37%	17.97%	20.41%	15.87%	13.76%	12.30%	23.50%	20.53%	21.35%	23.10%	21.92%	17.99%	14.07%	25.15%	20.40%	21.26%	13.90%	17.77%	20.72%	17.39%	15.88%	14.98%	20.80%	17.49%	14.46%	13.67%	16.96%	14.26%	15.33%	18.48%	25.02%	14.96%	19.57%	22.99%	24.35%	20.24%	22.16%	22.27%	22.21%	19.58%	19.52%	22.30%	21.46%	17.13%	23.61%	25.57%	25.57%	20.63%	18.58%	17.19%	20.22%	18.76%	18.80%	23.15%	17.53%	17.03%	20.39%	13.72%	14.16%	17.75%	17.00%	12.21%	16.75%	20.96%	19.35%	20.50%	20.03%	19.01%	20.56%	18.92%	19.29%	22.29%	17.43%	17.50%					
21	Медведев Дмитрий Анатольевич	76142	556	584	1517	1028	1039	735	1006	1158	1420	712	930	978	973	915	941	1554	937	1237	896	733	1143	1002	1115	1168	1459	983	1011	1416	1255	1060	1252	1270	1335	909	853	638	555	706	891	783	869	865	1321	1147	1042	783	1075	920	608	690	925	1004	1257	819	1306	1108	850	965	1064	826	1255	1267	886	1046	709	434	790	809	1096	838	853	845	1033	1070	807	1167	1140					
		69.26%	77.12%	75.26%	79.97%	66.28%	71.26%	66.10%	71.91%	76.99%	80.14%	65.86%	64.94%	62.89%	64.95%	64.71%	69.40%	76.18%	68.90%	67.30%	64.79%	76.59%	68.86%	66.98%	71.80%	73.60%	76.67%	67.70%	70.16%	75.84%	75.60%	69.69%	75.97%	74.31%	73.43%	64.61%	58.79%	68.24%	63.79%	61.39%	67.55%	61.75%	66.74%	64.03%	70.68%	72.69%	63.15%	60.23%	67.70%	63.89%	60.74%	60.63%	66.74%	70.11%	73.77%	65.73%	69.03%	71.58%	64.94%	69.03%	69.95%	64.78%	75.51%	74.14%	70.82%	70.01%	77.99%	69.22%	65.45%	67.47%	61.23%	66.88%	66.74%	65.30%	69.05%	69.98%	63.34%	71.64%	71.74%					
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
