Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Лешуконская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	645	8	5	59	6	4	42	16	7	27	10	1	4	5	4	14	3	2	103	162	128	2	6	16	11					
		15.92%	10.96%	8.47%	16.95%	17.14%	9.52%	15.11%	14.81%	4.64%	11.89%	18.52%	4.55%	10.26%	8.93%	8.16%	10.77%	9.38%	4.00%	18.86%	21.80%	18.60%	5.26%	6.00%	17.20%	12.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	1	2	1	0	0	6	1	3	1	0	1	0	1	0	2	0	0	11	11	14	0	1	1	0					
		1.41%	1.37%	3.39%	0.29%	0.00%	0.00%	2.16%	0.93%	1.99%	0.44%	0.00%	4.55%	0.00%	1.79%	0.00%	1.54%	0.00%	0.00%	2.01%	1.48%	2.03%	0.00%	1.00%	1.08%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1602	33	35	159	14	20	105	56	78	99	29	19	28	29	27	56	16	31	181	222	206	14	54	45	46					
		39.54%	45.21%	59.32%	45.69%	40.00%	47.62%	37.77%	51.85%	51.66%	43.61%	53.70%	86.36%	71.79%	51.79%	55.10%	43.08%	50.00%	62.00%	33.15%	29.88%	29.94%	36.84%	54.00%	48.39%	50.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	5	0	0	0	0					
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.18%	0.27%	0.73%	0.00%	0.00%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
