Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    ТИК Пермского МР																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1666	30	10	10	5	20	40	55	20	20	10	10	10	30	20	45	35	30	30	25	10	0	30	28	20	15	20	5	5	40	45	10	30	35	40	40	5	30	30	15	5	5	47	15	9	5	27	10	40	35	35	35	20	100	40	40	40	40	40	40	40	40	15	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	938	30	9	6	5	19	39	31	6	14	8	9	9	0	7	45	6	26	25	11	3	0	20	15	0	6	14	5	2	40	35	9	13	35	33	21	2	23	22	2	0	1	44	11	9	3	26	4	12	10	6	7	20	30	37	26	15	10	8	9	9	9	2	25	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1277	20	4	0	2	10	39	14	6	1	69	7	2	3	17	37	9	7	1	6	3	27	15	48	4	1	10	3	4	12	32	2	17	24	18	11	6	13	9	2	2	4	124	7	8	10	8	12	29	22	11	24	11	29	16	14	36	4	6	4	4	2	35	36	304					
14	Число погашенных неиспользованных открепительных удостоверений	728	0	1	4	0	1	1	24	14	6	2	1	1	30	13	0	29	4	5	14	7	0	10	13	20	9	6	0	3	0	10	1	17	0	7	19	3	7	8	13	5	4	3	4	0	2	1	6	28	25	29	28	0	70	3	14	25	30	32	31	31	31	13	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	1277	57	2	4	3	24	18	43	19	12	12	9	2	0	10	50	12	24	11	14	11	0	26	35	2	8	6	4	3	54	65	7	9	31	23	44	0	19	43	6	2	15	21	4	19	11	7	8	50	29	21	43	18	37	50	57	12	21	15	17	14	17	3	31	33					
		2.66%	3.52%	0.82%	3.28%	2.08%	2.38%	1.83%	2.54%	3.89%	2.52%	3.17%	2.13%	1.74%	0.00%	1.18%	1.99%	1.89%	2.56%	1.21%	1.43%	3.33%	0.00%	2.45%	3.52%	0.60%	4.28%	1.71%	2.52%	1.75%	4.35%	3.16%	4.61%	0.99%	5.34%	1.80%	3.76%	0.00%	3.57%	3.49%	1.88%	1.43%	6.12%	1.52%	0.95%	3.05%	4.35%	0.76%	4.37%	4.87%	3.27%	2.68%	3.37%	3.08%	2.90%	3.03%	3.40%	1.32%	2.67%	1.81%	2.34%	1.65%	2.16%	0.66%	3.66%	4.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	288	5	0	1	1	1	5	10	2	3	3	0	1	0	2	16	1	6	3	1	0	1	9	8	1	0	4	1	0	1	18	0	0	0	11	3	0	0	9	0	0	3	13	2	3	0	10	2	18	15	10	9	2	1	5	11	1	9	4	8	6	3	4	15	7					
		0.60%	0.31%	0.00%	0.82%	0.69%	0.10%	0.51%	0.59%	0.41%	0.63%	0.79%	0.00%	0.87%	0.00%	0.24%	0.64%	0.16%	0.64%	0.33%	0.10%	0.00%	2.38%	0.85%	0.80%	0.30%	0.00%	1.14%	0.63%	0.00%	0.08%	0.88%	0.00%	0.00%	0.00%	0.86%	0.26%	0.00%	0.00%	0.73%	0.00%	0.00%	1.22%	0.94%	0.48%	0.48%	0.00%	1.08%	1.09%	1.75%	1.69%	1.27%	0.70%	0.34%	0.08%	0.30%	0.66%	0.11%	1.15%	0.48%	1.10%	0.71%	0.38%	0.87%	1.77%	0.95%					
20	3.Политическая партия «Демократическая партия России»	40	1	0	0	0	0	0	0	2	1	0	1	0	0	1	1	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	1	2	0	1	0	2	0	2	1	3	0	0	0	4	0	0	1	1	1	1	0	0	1	0					
		0.08%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.21%	0.00%	0.24%	0.00%	0.00%	0.12%	0.04%	0.16%	0.00%	0.00%	0.20%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.08%	0.31%	0.00%	0.41%	0.14%	0.00%	0.16%	0.00%	0.22%	0.00%	0.19%	0.11%	0.38%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.13%	0.12%	0.14%	0.12%	0.00%	0.00%	0.12%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2595	79	9	9	9	47	51	101	25	16	16	28	4	5	31	112	28	38	60	76	6	6	52	58	20	8	30	3	10	49	77	5	20	25	69	60	2	43	65	15	3	7	86	11	24	16	76	23	93	73	47	71	31	44	108	109	50	39	56	28	39	31	10	37	116					
		5.40%	4.88%	3.67%	7.38%	6.25%	4.67%	5.18%	5.96%	5.12%	3.35%	4.22%	6.62%	3.48%	4.20%	3.65%	4.47%	4.41%	4.06%	6.60%	7.78%	1.82%	14.29%	4.90%	5.84%	5.99%	4.28%	8.57%	1.89%	5.85%	3.95%	3.75%	3.29%	2.20%	4.30%	5.41%	5.13%	2.35%	8.08%	5.27%	4.70%	2.14%	2.86%	6.21%	2.62%	3.85%	6.32%	8.24%	12.57%	9.06%	8.23%	5.99%	5.56%	5.31%	3.45%	6.55%	6.50%	5.50%	4.96%	6.77%	3.85%	4.60%	3.93%	2.18%	4.36%	15.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	459	16	0	0	4	3	7	31	6	3	8	4	0	0	10	17	4	7	5	4	0	2	7	16	1	0	11	0	0	2	29	0	5	4	24	10	0	2	5	2	0	1	16	3	14	2	7	2	22	23	5	7	8	7	11	14	7	5	12	2	8	8	8	8	10					
		0.95%	0.99%	0.00%	0.00%	2.78%	0.30%	0.71%	1.83%	1.23%	0.63%	2.11%	0.95%	0.00%	0.00%	1.18%	0.68%	0.63%	0.75%	0.55%	0.41%	0.00%	4.76%	0.66%	1.61%	0.30%	0.00%	3.14%	0.00%	0.00%	0.16%	1.41%	0.00%	0.55%	0.69%	1.88%	0.86%	0.00%	0.38%	0.41%	0.63%	0.00%	0.41%	1.16%	0.71%	2.25%	0.79%	0.76%	1.09%	2.14%	2.59%	0.64%	0.55%	1.37%	0.55%	0.67%	0.83%	0.77%	0.64%	1.45%	0.27%	0.94%	1.02%	1.75%	0.94%	1.36%					
23	6.Политическая партия «Партия социальной справедливости»	67	0	0	0	0	0	4	2	3	0	0	0	0	0	2	3	1	0	3	1	0	0	7	5	1	0	0	0	0	1	2	0	1	1	4	2	0	0	0	0	0	0	3	0	1	0	2	0	2	1	1	1	2	1	1	1	1	0	0	1	0	2	1	3	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.12%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.12%	0.16%	0.00%	0.33%	0.10%	0.00%	0.00%	0.66%	0.50%	0.30%	0.00%	0.00%	0.00%	0.00%	0.08%	0.10%	0.00%	0.11%	0.17%	0.31%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.16%	0.00%	0.22%	0.00%	0.19%	0.11%	0.13%	0.08%	0.34%	0.08%	0.06%	0.06%	0.11%	0.00%	0.00%	0.14%	0.00%	0.25%	0.22%	0.35%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4492	165	42	11	3	93	147	116	31	29	25	46	20	27	78	166	26	59	55	91	16	13	114	123	13	24	25	21	29	75	90	9	45	36	174	91	6	40	154	29	3	18	153	41	80	27	158	12	75	127	104	104	49	92	222	189	110	102	94	40	98	83	19	98	37					
		9.35%	10.20%	17.14%	9.02%	2.08%	9.24%	14.94%	6.85%	6.35%	6.08%	6.60%	10.87%	17.39%	22.69%	9.19%	6.63%	4.09%	6.30%	6.05%	9.31%	4.85%	30.95%	10.73%	12.37%	3.89%	12.83%	7.14%	13.21%	16.96%	6.05%	4.38%	5.92%	4.95%	6.20%	13.64%	7.78%	7.06%	7.52%	12.49%	9.09%	2.14%	7.35%	11.05%	9.76%	12.84%	10.67%	17.14%	6.56%	7.30%	14.32%	13.25%	8.14%	8.39%	7.22%	13.46%	11.26%	12.10%	12.98%	11.37%	5.49%	11.57%	10.53%	4.15%	11.56%	5.04%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2190	97	9	5	15	65	41	100	14	14	22	12	3	1	28	96	11	25	26	43	6	4	45	60	6	6	15	5	13	54	44	5	13	9	44	52	4	13	49	22	2	7	78	36	36	8	25	10	50	88	59	48	19	37	87	75	47	56	78	37	57	36	12	44	62					
		4.56%	5.99%	3.67%	4.10%	10.42%	6.45%	4.17%	5.90%	2.87%	2.94%	5.80%	2.84%	2.61%	0.84%	3.30%	3.84%	1.73%	2.67%	2.86%	4.40%	1.82%	9.52%	4.24%	6.04%	1.80%	3.21%	4.29%	3.14%	7.60%	4.35%	2.14%	3.29%	1.43%	1.55%	3.45%	4.45%	4.71%	2.44%	3.97%	6.90%	1.43%	2.86%	5.63%	8.57%	5.78%	3.16%	2.71%	5.46%	4.87%	9.92%	7.52%	3.76%	3.25%	2.90%	5.28%	4.47%	5.17%	7.12%	9.43%	5.08%	6.73%	4.57%	2.62%	5.19%	8.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	318	12	0	1	7	7	10	6	2	1	1	4	2	0	4	6	3	6	3	8	5	1	11	5	1	5	4	0	0	3	14	2	6	2	3	7	1	6	4	1	0	1	14	1	1	1	10	5	14	6	10	3	6	7	15	12	3	3	3	5	11	5	1	5	12					
		0.66%	0.74%	0.00%	0.82%	4.86%	0.70%	1.02%	0.35%	0.41%	0.21%	0.26%	0.95%	1.74%	0.00%	0.47%	0.24%	0.47%	0.64%	0.33%	0.82%	1.52%	2.38%	1.04%	0.50%	0.30%	2.67%	1.14%	0.00%	0.00%	0.24%	0.68%	1.32%	0.66%	0.34%	0.24%	0.60%	1.18%	1.13%	0.32%	0.31%	0.00%	0.41%	1.01%	0.24%	0.16%	0.40%	1.08%	2.73%	1.36%	0.68%	1.27%	0.23%	1.03%	0.55%	0.91%	0.72%	0.33%	0.38%	0.36%	0.69%	1.30%	0.63%	0.22%	0.59%	1.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35142	1153	179	86	99	752	683	1193	368	367	265	316	83	86	676	1981	537	767	738	731	285	13	768	665	280	132	249	124	115	959	1542	119	799	435	889	886	71	405	889	243	113	190	972	315	435	186	601	107	671	497	511	976	444	1042	1119	1160	661	543	531	548	596	592	376	590	438					
		73.12%	71.26%	73.06%	70.49%	68.75%	74.68%	69.41%	70.43%	75.41%	76.94%	69.92%	74.70%	72.17%	72.27%	79.62%	79.15%	84.57%	81.94%	81.19%	74.82%	86.36%	30.95%	72.32%	66.90%	83.83%	70.59%	71.14%	77.99%	67.25%	77.34%	75.00%	78.29%	87.80%	74.87%	69.67%	75.79%	83.53%	76.13%	72.10%	76.18%	80.71%	77.55%	70.18%	75.00%	69.82%	73.52%	65.18%	58.47%	65.34%	56.03%	65.10%	76.43%	76.03%	81.79%	67.86%	69.13%	72.72%	69.08%	64.21%	75.27%	70.37%	75.13%	82.10%	69.58%	59.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	343	10	2	1	2	7	9	19	1	0	0	0	0	0	3	17	3	3	5	2	1	2	14	12	2	2	4	1	0	7	16	0	3	3	18	11	0	0	4	0	1	1	11	4	7	2	5	1	14	16	6	6	3	4	11	15	6	2	6	3	6	4	0	11	14					
		0.71%	0.62%	0.82%	0.82%	1.39%	0.70%	0.91%	1.12%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.68%	0.47%	0.32%	0.55%	0.20%	0.30%	4.76%	1.32%	1.21%	0.60%	1.07%	1.14%	0.63%	0.00%	0.56%	0.78%	0.00%	0.33%	0.52%	1.41%	0.94%	0.00%	0.00%	0.32%	0.00%	0.71%	0.41%	0.79%	0.95%	1.12%	0.79%	0.54%	0.55%	1.36%	1.80%	0.76%	0.47%	0.51%	0.31%	0.67%	0.89%	0.66%	0.25%	0.73%	0.41%	0.71%	0.51%	0.00%	1.30%	1.91%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
