Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Юкаменская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223									
		1.77%	1.39%	2.31%	2.31%	2.67%	2.17%	2.09%	1.02%	1.56%	1.17%	0.83%	1.09%	1.64%	0.00%	3.18%	1.61%	2.80%	1.55%	0.96%	2.32%	1.95%	0.97%	2.19%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	78	9	9	0	8	0	6	13	0	4	3	2	0	0	2	2	6	5	0	1	2	1	4	1									
		1.59%	2.08%	2.97%	0.00%	3.56%	0.00%	1.57%	3.31%	0.00%	1.17%	2.50%	2.17%	0.00%	0.00%	1.27%	1.08%	1.86%	2.59%	0.00%	0.33%	1.30%	0.97%	2.92%	0.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3197	266	196	92	140	218	220	243	54	225	79	67	145	57	113	144	179	131	83	211	87	70	91	86									
		65.13%	61.43%	64.69%	70.77%	62.22%	59.08%	57.59%	61.83%	84.38%	65.60%	65.83%	72.83%	79.23%	70.37%	71.97%	77.42%	55.59%	67.88%	79.81%	69.87%	56.49%	67.96%	66.42%	64.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	1	0	0	5	3	6	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	1									
		0.43%	0.00%	0.33%	0.00%	0.00%	1.36%	0.79%	1.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	1.04%	0.00%	0.33%	0.00%	0.00%	0.00%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	1	1	1	4	0	3	0	1	0	0	2	0	0	0	2	0	0	0	1	0	1	0									
		0.35%	0.00%	0.33%	0.77%	0.44%	1.08%	0.00%	0.76%	0.00%	0.29%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.65%	0.00%	0.73%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	529	53	28	16	24	44	47	51	3	41	17	6	19	5	6	10	42	17	7	22	24	13	13	21									
		10.78%	12.24%	9.24%	12.31%	10.67%	11.92%	12.30%	12.98%	4.69%	11.95%	14.17%	6.52%	10.38%	6.17%	3.82%	5.38%	13.04%	8.81%	6.73%	7.28%	15.58%	12.62%	9.49%	15.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0									
		0.16%	0.46%	0.00%	0.00%	0.44%	0.27%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	190	21	13	9	6	36	22	11	2	8	2	2	1	1	3	4	4	11	6	8	8	5	1	6									
		3.87%	4.85%	4.29%	6.92%	2.67%	9.76%	5.76%	2.80%	3.13%	2.33%	1.67%	2.17%	0.55%	1.23%	1.91%	2.15%	1.24%	5.70%	5.77%	2.65%	5.19%	4.85%	0.73%	4.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	2	0	0	1	0	1	0	0	2	1	0	0	0	1	0	2	0	0	1	0									
		0.22%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.25%	0.00%	0.29%	0.00%	0.00%	1.09%	1.23%	0.00%	0.00%	0.00%	0.52%	0.00%	0.66%	0.00%	0.00%	0.73%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	3	4	0	2	2	2	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0									
		0.39%	0.69%	1.32%	0.00%	0.89%	0.54%	0.52%	0.25%	0.00%	0.29%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	434	35	26	5	22	42	26	39	1	25	13	8	7	4	22	15	43	16	6	32	13	6	17	11									
		8.84%	8.08%	8.58%	3.85%	9.78%	11.38%	6.81%	9.92%	1.56%	7.29%	10.83%	8.70%	3.83%	4.94%	14.01%	8.06%	13.35%	8.29%	5.77%	10.60%	8.44%	5.83%	12.41%	8.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	1	3	0	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0									
		0.26%	0.23%	0.99%	0.00%	0.44%	0.27%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.33%	0.65%	0.00%	0.73%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	94	11	7	1	0	8	9	12	2	4	2	0	0	3	2	2	11	0	0	5	9	1	2	3									
		1.91%	2.54%	2.31%	0.77%	0.00%	2.17%	2.36%	3.05%	3.13%	1.17%	1.67%	0.00%	0.00%	3.70%	1.27%	1.08%	3.42%	0.00%	0.00%	1.66%	5.84%	0.97%	1.46%	2.26%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
