Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Зеленогорская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759									
		3.45%	2.51%	3.90%	3.36%	3.39%	2.91%	3.10%	3.66%	2.92%	2.84%	4.30%	2.78%	3.10%	4.01%	2.85%	4.27%	3.09%	3.23%	2.95%	3.77%	4.66%	4.39%	3.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	649	25	25	38	32	28	31	21	34	30	12	31	30	24	27	23	43	45	34	34	26	32	24									
		2.64%	2.51%	2.50%	2.72%	3.02%	2.81%	2.91%	2.20%	3.01%	2.84%	1.12%	2.97%	2.45%	2.35%	2.20%	2.04%	3.80%	3.54%	2.86%	2.98%	2.28%	2.38%	2.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7235	321	274	413	305	293	265	263	327	297	323	353	363	278	372	315	312	357	344	371	361	434	294									
		29.46%	32.20%	27.43%	29.52%	28.75%	29.45%	24.86%	27.51%	28.94%	28.15%	30.22%	33.84%	29.61%	27.17%	30.27%	28.00%	27.59%	28.11%	28.96%	32.54%	31.72%	32.32%	30.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	244	11	11	25	11	12	10	5	9	11	11	15	15	13	17	9	11	12	12	6	6	9	3									
		0.99%	1.10%	1.10%	1.79%	1.04%	1.21%	0.94%	0.52%	0.80%	1.04%	1.03%	1.44%	1.22%	1.27%	1.38%	0.80%	0.97%	0.94%	1.01%	0.53%	0.53%	0.67%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	45	2	3	2	1	1	5	1	4	0	0	1	1	4	2	3	4	0	3	2	2	3	1									
		0.18%	0.20%	0.30%	0.14%	0.09%	0.10%	0.47%	0.10%	0.35%	0.00%	0.00%	0.10%	0.08%	0.39%	0.16%	0.27%	0.35%	0.00%	0.25%	0.18%	0.18%	0.22%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4991	186	233	265	241	206	257	232	212	198	207	226	216	202	251	231	238	241	253	211	214	256	215									
		20.32%	18.66%	23.32%	18.94%	22.71%	20.70%	24.11%	24.27%	18.76%	18.77%	19.36%	21.67%	17.62%	19.75%	20.42%	20.53%	21.04%	18.98%	21.30%	18.51%	18.80%	19.06%	21.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	199	7	3	24	5	13	10	5	7	10	6	4	14	10	10	10	6	10	12	7	6	11	9									
		0.81%	0.70%	0.30%	1.72%	0.47%	1.31%	0.94%	0.52%	0.62%	0.95%	0.56%	0.38%	1.14%	0.98%	0.81%	0.89%	0.53%	0.79%	1.01%	0.61%	0.53%	0.82%	0.92%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	225	11	9	14	11	6	7	5	7	17	11	10	10	7	6	19	16	8	7	15	7	18	4									
		0.92%	1.10%	0.90%	1.00%	1.04%	0.60%	0.66%	0.52%	0.62%	1.61%	1.03%	0.96%	0.82%	0.68%	0.49%	1.69%	1.41%	0.63%	0.59%	1.32%	0.62%	1.34%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	1	1	3	1	0	1	2	3	2	2	1	1	1	2	1	2	5	5	1	1	1	2									
		0.16%	0.10%	0.10%	0.21%	0.09%	0.00%	0.09%	0.21%	0.27%	0.19%	0.19%	0.10%	0.08%	0.10%	0.16%	0.09%	0.18%	0.39%	0.42%	0.09%	0.09%	0.07%	0.20%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	506	39	13	24	19	15	18	14	56	20	24	15	28	24	28	26	29	25	29	18	12	23	7									
		2.06%	3.91%	1.30%	1.72%	1.79%	1.51%	1.69%	1.46%	4.96%	1.90%	2.25%	1.44%	2.28%	2.35%	2.28%	2.31%	2.56%	1.97%	2.44%	1.58%	1.05%	1.71%	0.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6251	252	242	372	268	246	275	266	222	291	291	224	339	257	291	302	268	318	289	262	328	340	308									
		25.45%	25.28%	24.22%	26.59%	25.26%	24.72%	25.80%	27.82%	19.65%	27.58%	27.22%	21.48%	27.65%	25.12%	23.68%	26.84%	23.70%	25.04%	24.33%	22.98%	28.82%	25.32%	31.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	386	11	19	20	18	11	16	12	41	27	14	13	23	10	20	8	18	29	19	24	13	14	6									
		1.57%	1.10%	1.90%	1.43%	1.70%	1.11%	1.50%	1.26%	3.63%	2.56%	1.31%	1.25%	1.88%	0.98%	1.63%	0.71%	1.59%	2.28%	1.60%	2.11%	1.14%	1.04%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1930	66	82	94	74	70	82	72	116	81	79	85	94	104	126	84	110	139	105	98	64	68	37									
		7.86%	6.62%	8.21%	6.72%	6.97%	7.04%	7.69%	7.53%	10.27%	7.68%	7.39%	8.15%	7.67%	10.17%	10.25%	7.47%	9.73%	10.94%	8.84%	8.60%	5.62%	5.06%	3.78%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
