Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №27																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128					
		44.74%	33.83%	27.97%	39.34%	72.60%	30.11%	51.02%	24.37%	51.89%	21.49%	26.05%	52.19%	50.46%	36.88%	50.63%	23.73%	24.56%	21.33%	66.35%	66.72%	26.80%	21.65%	25.86%	44.31%	44.10%	53.31%	70.09%	43.99%	51.53%	73.10%	22.45%	41.10%	31.98%	69.28%	72.36%	66.84%	28.00%	52.82%	18.56%	24.56%	20.96%	31.00%	68.91%	68.98%	68.60%	46.74%	68.75%	18.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	466	12	5	6	7	7	8	3	9	5	5	11	15	87	8	13	7	10	9	8	8	14	6	3	11	12	17	4	4	14	11	15	10	4	7	5	4	6	10	12	4	6	11	9	12	3	3	6					
		1.03%	1.11%	0.49%	0.60%	0.73%	0.66%	0.77%	0.40%	1.06%	1.03%	0.48%	0.79%	1.05%	6.90%	1.12%	1.07%	0.82%	1.41%	0.77%	1.24%	0.63%	1.52%	0.62%	0.23%	1.01%	0.92%	1.88%	0.43%	0.61%	1.80%	1.05%	1.25%	0.77%	0.34%	0.58%	0.44%	0.47%	0.53%	1.04%	1.40%	1.13%	0.91%	1.08%	0.93%	1.05%	0.70%	0.33%	1.84%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
