Выборы Президента Российской Федерации																																																			
																																																			
Наименование Избирательной комиссии:    Иркутская городская № 3																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
11	Число полученных открепительных  удостоверений	1820	40	30	40	100	40	40	30	40	30	40	40	50	30	30	30	40	30	40	40	40	40	30	40	30	50	40	40	30	30	40	30	30	30	50	40	30	40	30	30	30	100	100	100	10					
12	Число выданных открепительных удостоверений	640	8	7	11	33	16	10	6	14	17	14	21	12	8	7	11	20	10	8	10	23	29	11	5	8	26	16	10	5	15	2	4	3	4	13	5	5	1	11	6	7	55	46	87	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	669	26	22	16	36	27	16	41	26	11	21	6	47	13	11	10	8	8	14	12	5	23	13	16	10	8	9	21	13	4	5	4	4	3	24	13	14	8	2	10	5	8	6	34	36					
14	Число неиспользованных открепительных удостоверений	1180	32	23	29	67	24	30	24	26	13	26	19	38	22	23	19	20	20	32	30	17	11	19	35	22	24	24	30	25	15	38	26	27	26	37	35	25	39	19	24	23	45	54	13	10					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	3350	93	67	121	117	155	142	138	79	111	86	148	149	65	50	104	139	75	97	63	95	63	36	82	47	43	84	100	24	39	24	32	29	62	109	58	43	54	15	78	63	74	70	12	15					
		7.98%	8.30%	10.24%	9.51%	8.54%	11.38%	13.63%	7.41%	7.97%	11.85%	8.66%	12.14%	10.12%	12.01%	9.62%	11.58%	11.03%	8.78%	9.56%	6.29%	8.61%	7.36%	6.02%	9.68%	5.72%	6.01%	9.50%	9.35%	5.84%	6.18%	7.38%	6.08%	8.22%	8.23%	8.27%	6.26%	7.86%	7.44%	3.82%	8.13%	8.65%	4.39%	4.58%	1.04%	0.86%					
19	. Малышкин Олег Александрович	1385	31	15	28	30	26	11	56	23	18	22	26	42	24	23	29	35	17	21	31	24	21	39	40	48	19	41	36	12	28	22	24	15	38	44	44	30	63	26	41	24	50	41	29	78					
		3.30%	2.77%	2.29%	2.20%	2.19%	1.91%	1.06%	3.01%	2.32%	1.92%	2.22%	2.13%	2.85%	4.44%	4.42%	3.23%	2.78%	1.99%	2.07%	3.10%	2.18%	2.45%	6.52%	4.72%	5.84%	2.66%	4.64%	3.37%	2.92%	4.44%	6.77%	4.56%	4.25%	5.05%	3.34%	4.75%	5.48%	8.68%	6.62%	4.28%	3.30%	2.96%	2.68%	2.51%	4.46%					
20	. Миронов Сергей Михайлович	461	13	9	11	20	20	15	20	10	9	6	16	18	6	8	6	11	13	10	15	12	7	6	9	4	4	6	13	2	7	2	5	1	8	13	16	12	8	4	13	18	12	19	6	18					
		1.10%	1.16%	1.38%	0.86%	1.46%	1.47%	1.44%	1.07%	1.01%	0.96%	0.60%	1.31%	1.22%	1.11%	1.54%	0.67%	0.87%	1.52%	0.99%	1.50%	1.09%	0.82%	1.00%	1.06%	0.49%	0.56%	0.68%	1.22%	0.49%	1.11%	0.62%	0.95%	0.28%	1.06%	0.99%	1.73%	2.19%	1.10%	1.02%	1.36%	2.47%	0.71%	1.24%	0.52%	1.03%					
21	. Путин Владимир Владимирович	25178	615	352	686	800	693	550	1152	611	457	543	628	809	308	298	456	671	475	577	579	648	524	324	485	495	489	536	631	260	414	192	312	211	431	780	611	315	409	258	589	411	1211	1074	1005	1303					
		59.95%	54.86%	53.82%	53.93%	58.39%	50.88%	52.78%	61.84%	61.65%	48.77%	54.68%	51.52%	54.96%	56.93%	57.31%	50.78%	53.25%	55.62%	56.85%	57.84%	58.75%	61.21%	54.18%	57.26%	60.22%	68.39%	60.63%	59.03%	63.26%	65.61%	59.08%	59.32%	59.77%	57.24%	59.18%	65.91%	57.59%	56.34%	65.65%	61.42%	56.46%	71.78%	70.29%	86.94%	74.46%					
22	. Хакамада Ирина Муцуовна	3633	137	86	143	149	174	143	214	88	138	117	136	131	50	45	90	126	99	84	98	112	56	31	62	57	35	48	88	23	29	21	32	19	66	85	35	35	39	20	60	88	114	129	31	70					
		8.65%	12.22%	13.15%	11.24%	10.88%	12.78%	13.72%	11.49%	8.88%	14.73%	11.78%	11.16%	8.90%	9.24%	8.65%	10.02%	10.00%	11.59%	8.28%	9.79%	10.15%	6.54%	5.18%	7.32%	6.93%	4.90%	5.43%	8.23%	5.60%	4.60%	6.46%	6.08%	5.38%	8.76%	6.45%	3.78%	6.40%	5.37%	5.09%	6.26%	12.09%	6.76%	8.44%	2.68%	4.00%					
23	. Харитонов Николай Михайлович	5371	139	85	216	170	183	112	194	142	136	148	188	211	67	61	159	185	124	152	153	146	140	98	121	137	95	132	145	59	78	51	87	67	110	222	135	93	111	59	122	74	121	100	26	17					
		12.79%	12.40%	13.00%	16.98%	12.41%	13.44%	10.75%	10.41%	14.33%	14.51%	14.90%	15.42%	14.33%	12.38%	11.73%	17.71%	14.68%	14.52%	14.98%	15.28%	13.24%	16.36%	16.39%	14.29%	16.67%	13.29%	14.93%	13.56%	14.36%	12.36%	15.69%	16.54%	18.98%	14.61%	16.84%	14.56%	17.00%	15.29%	15.01%	12.72%	10.16%	7.17%	6.54%	2.25%	0.97%					
																																																			
24	Против всех	2286	88	36	63	76	105	64	80	33	63	66	71	101	18	33	49	81	47	60	54	62	37	64	42	30	24	27	50	22	25	13	26	10	27	53	21	14	32	11	41	48	99	85	40	195					
		5.44%	7.85%	5.50%	4.95%	5.55%	7.71%	6.14%	4.29%	3.33%	6.72%	6.65%	5.82%	6.86%	3.33%	6.35%	5.46%	6.43%	5.50%	5.91%	5.39%	5.62%	4.32%	10.70%	4.96%	3.65%	3.36%	3.05%	4.68%	5.35%	3.96%	4.00%	4.94%	2.83%	3.59%	4.02%	2.27%	2.56%	4.41%	2.80%	4.28%	6.59%	5.87%	5.56%	3.46%	11.14%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
