Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
Наименование Избирательной комиссии:    Арская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	579	20	20	20	20	20	20	20	15	15	15	15	20	15	20	20	5	5	5	15	5	15	15	5	5	5	5	5	5	5	7	10	5	5	5	5	7	5	10	5	10	5	5	5	5	5	5	5	10	5	5	5	15	5	5	5	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	192	4	10	6	4	8	4	11	3	2	7	4	2	3	8	3	0	0	2	6	2	3	3	4	2	1	3	5	0	2	5	1	2	1	4	4	7	0	4	1	0	3	1	0	4	5	0	0	5	0	0	0	15	5	5	0	0	1	0	2	2	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	4	3	1	3	9	0	2	3	6	3	6	0	1	1	0	0	1	1	2	3	7	4	1	1	0	0	0	0	2	2	3	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	3	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	387	16	10	14	16	12	16	9	12	13	8	11	18	12	12	17	5	5	3	9	3	12	12	1	3	4	2	0	5	3	2	9	3	4	1	1	0	5	6	4	10	2	4	5	1	0	5	5	5	5	5	5	0	0	0	5	5	4	5	8	3	5	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	246	3	33	30	57	3	2	2	5	1	5	1	3	12	7	5	10	2	2	4	4	3	2	0	1	1	0	0	1	4	2	0	1	0	4	1	2	0	2	1	2	2	1	1	1	1	2	2	2	1	0	1	2	2	2	1	1	2	0	1	1	1	1					
		0.64%	0.27%	3.01%	2.75%	4.78%	0.26%	0.17%	0.19%	0.51%	0.11%	0.51%	0.11%	0.30%	1.34%	0.71%	0.45%	1.96%	0.40%	0.44%	0.44%	0.57%	0.33%	0.19%	0.00%	0.29%	0.25%	0.00%	0.00%	0.32%	1.21%	0.65%	0.00%	0.20%	0.00%	0.52%	0.25%	0.34%	0.00%	0.33%	0.47%	0.26%	0.49%	0.62%	0.22%	0.18%	0.16%	0.77%	1.01%	0.36%	0.17%	0.00%	0.16%	0.16%	0.40%	0.37%	0.39%	0.21%	0.63%	0.00%	0.13%	0.19%	0.31%	0.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	164	2	1	1	6	10	2	2	5	3	13	4	5	26	13	2	14	2	1	3	4	3	2	0	2	0	1	1	2	0	1	0	0	0	4	1	1	1	1	1	3	2	0	1	2	2	0	1	0	1	1	1	2	0	1	0	1	0	0	2	2	0	2					
		0.43%	0.18%	0.09%	0.09%	0.50%	0.87%	0.17%	0.19%	0.51%	0.32%	1.33%	0.43%	0.50%	2.91%	1.32%	0.18%	2.74%	0.40%	0.22%	0.33%	0.57%	0.33%	0.19%	0.00%	0.57%	0.00%	0.52%	0.52%	0.65%	0.00%	0.32%	0.00%	0.00%	0.00%	0.52%	0.25%	0.17%	0.52%	0.16%	0.47%	0.39%	0.49%	0.00%	0.22%	0.36%	0.31%	0.00%	0.51%	0.00%	0.17%	0.42%	0.16%	0.16%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.25%	0.39%	0.00%	0.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	1	0	1	2	0	0	1	0	2	2	1	0	2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.09%	0.00%	0.08%	0.17%	0.00%	0.00%	0.10%	0.00%	0.20%	0.22%	0.10%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.11%	0.14%	0.11%	0.10%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.24%	0.62%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	928	110	61	24	100	40	25	38	18	14	35	37	13	29	18	5	35	5	2	37	14	45	30	4	2	5	2	3	2	14	2	7	3	1	5	5	8	0	30	2	6	2	1	2	2	5	2	2	3	1	1	2	14	3	12	4	2	3	2	16	7	2	4					
		2.42%	9.87%	5.57%	2.20%	8.39%	3.46%	2.17%	3.58%	1.83%	1.48%	3.57%	4.02%	1.30%	3.24%	1.82%	0.45%	6.85%	1.01%	0.44%	4.06%	2.00%	5.02%	2.87%	1.04%	0.57%	1.25%	1.03%	1.55%	0.65%	4.24%	0.65%	1.02%	0.61%	0.45%	0.65%	1.23%	1.36%	0.00%	4.94%	0.94%	0.79%	0.49%	0.62%	0.45%	0.36%	0.78%	0.77%	1.01%	0.53%	0.17%	0.42%	0.32%	1.14%	0.60%	2.21%	1.56%	0.42%	0.95%	1.12%	2.00%	1.36%	0.62%	1.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	0	1	0	8	2	0	1	0	0	2	1	2	0	2	0	4	0	0	1	2	2	2	2	0	1	0	0	0	1	0	0	0	0	2	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0					
		0.12%	0.00%	0.09%	0.00%	0.67%	0.17%	0.00%	0.09%	0.00%	0.00%	0.20%	0.11%	0.20%	0.00%	0.20%	0.00%	0.78%	0.00%	0.00%	0.11%	0.29%	0.22%	0.19%	0.52%	0.00%	0.25%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.04%	0.00%	0.00%	0.26%	0.24%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.08%	0.00%	0.18%	0.00%	0.21%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	36817	997	995	1034	1014	1096	1123	1018	952	922	923	874	972	825	944	1090	448	487	452	861	671	842	1001	377	342	385	191	190	303	311	305	681	491	219	750	399	578	190	571	209	749	403	158	444	558	630	257	193	557	600	237	626	1202	492	528	252	472	310	176	780	506	319	335					
		96.17%	89.50%	90.78%	94.95%	85.07%	94.81%	97.48%	95.86%	97.04%	97.77%	94.09%	94.90%	97.49%	92.18%	95.55%	98.91%	87.67%	98.19%	98.91%	94.51%	95.99%	93.87%	95.61%	98.43%	97.99%	96.49%	98.45%	97.94%	98.38%	94.24%	98.39%	98.98%	99.19%	99.55%	97.91%	98.28%	97.97%	98.45%	94.07%	98.12%	98.29%	97.82%	98.14%	99.11%	99.11%	98.44%	98.47%	97.47%	99.11%	99.50%	99.16%	99.21%	98.20%	98.99%	97.06%	98.05%	98.95%	98.41%	98.88%	97.50%	98.06%	99.07%	97.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	0	1	0	3	2	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.09%	0.00%	0.25%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.10%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.29%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
