Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Арская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	598	20	16	11	15	12	10	11	8	15	13	10	13	18	18	15	13	1	10	13	13	5	6	5	6	6	4	8	6	8	8	5	14	2	8	4	6	8	10	16	4	8	5	5	4	5	5	5	30	18	6	10	4	9	8	7	7	14	8	10	5	4	7	7	6	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	485	20	16	10	15	11	10	11	7	15	13	8	13	18	18	13	13	0	5	13	10	4	1	3	0	1	1	6	4	5	7	3	14	2	8	3	5	6	10	14	1	8	2	2	0	3	4	5	27	17	6	10	4	9	8	4	4	12	6	7	1	1	6	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	191	0	5	5	5	6	6	2	3	68	3	4	8	2	2	0	4	1	1	2	0	1	1	5	0	0	0	0	0	3	2	3	1	0	1	0	3	2	6	0	0	2	0	0	1	0	3	0	6	4	0	1	0	5	3	3	0	3	2	0	0	0	3	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	113	0	0	1	0	1	0	0	1	0	0	2	0	0	0	2	0	1	5	0	3	1	5	2	6	5	3	2	2	3	1	2	0	0	0	1	1	2	0	2	3	0	3	3	4	2	1	0	3	1	0	0	0	0	0	3	3	2	2	3	4	3	1	6	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
18	1.Политическая партия «Аграрная партия России»	48	0	4	1	4	3	2	1	0	2	2	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	1	2	2	1	0	1	0	1	1	1	1	2	0	0	0	0	0	0	2					
		0.13%	0.00%	0.46%	0.11%	0.41%	0.29%	0.24%	0.16%	0.00%	0.22%	0.20%	0.00%	0.00%	0.12%	0.00%	0.00%	0.12%	0.00%	0.00%	0.13%	0.19%	0.28%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.17%	0.00%	0.34%	0.00%	0.00%	0.15%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.18%	0.24%	0.54%	0.00%	0.53%	0.00%	0.28%	0.17%	0.18%	0.18%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	501	20	52	27	124	9	20	42	0	15	9	13	14	5	5	3	2	1	6	24	3	2	2	0	1	2	2	3	2	3	1	3	4	2	2	2	3	1	3	1	1	1	2	1	0	3	2	1	6	9	1	3	1	3	2	2	2	3	12	2	0	2	2	2	2	3					
		1.38%	2.09%	5.93%	3.07%	12.72%	0.86%	2.44%	6.86%	0.00%	1.62%	0.90%	1.53%	1.75%	0.59%	0.49%	0.33%	0.24%	0.53%	0.83%	3.09%	0.56%	0.56%	0.49%	0.00%	0.19%	0.48%	1.24%	0.60%	0.47%	0.50%	0.47%	0.44%	0.69%	0.85%	0.34%	1.26%	0.67%	0.15%	0.33%	0.22%	0.46%	0.22%	0.63%	0.30%	0.00%	0.98%	0.63%	0.31%	0.55%	1.07%	0.54%	0.90%	0.53%	0.77%	0.56%	0.33%	0.36%	0.53%	1.78%	0.27%	0.00%	0.91%	0.39%	0.41%	0.46%	0.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	0	2	0	5	2	0	3	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.23%	0.00%	0.51%	0.19%	0.00%	0.49%	0.00%	0.00%	0.20%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	101	0	4	1	2	4	5	9	4	3	4	6	0	5	5	2	3	2	2	0	1	1	1	1	1	0	0	0	1	1	0	3	1	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	2	3	1	0	0	4	0	1	1	4	1	0	0	0	2	1	0	2					
		0.28%	0.00%	0.46%	0.11%	0.21%	0.38%	0.61%	1.47%	0.53%	0.32%	0.40%	0.71%	0.00%	0.59%	0.49%	0.22%	0.36%	1.05%	0.28%	0.00%	0.19%	0.28%	0.25%	0.31%	0.19%	0.00%	0.00%	0.00%	0.23%	0.17%	0.00%	0.44%	0.17%	0.00%	0.00%	0.00%	0.67%	0.15%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.36%	0.54%	0.00%	0.00%	1.02%	0.00%	0.17%	0.18%	0.71%	0.15%	0.00%	0.00%	0.00%	0.39%	0.21%	0.00%	0.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	117	0	6	8	7	5	10	20	4	2	3	3	0	2	2	2	2	1	2	0	3	0	0	1	1	1	0	2	1	0	1	2	3	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	3	3	0	0	0	1	0	0	0	0	4	0	0	0	1	2	0	3					
		0.32%	0.00%	0.68%	0.91%	0.72%	0.48%	1.22%	3.27%	0.53%	0.22%	0.30%	0.35%	0.00%	0.24%	0.20%	0.22%	0.24%	0.53%	0.28%	0.00%	0.56%	0.00%	0.00%	0.31%	0.19%	0.24%	0.00%	0.40%	0.23%	0.00%	0.47%	0.30%	0.52%	0.00%	0.17%	0.63%	0.00%	0.00%	0.11%	0.00%	0.00%	0.22%	0.00%	0.30%	0.00%	0.00%	0.00%	0.31%	0.28%	0.36%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.19%	0.41%	0.00%	0.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	14	0	0	0	4	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.04%	0.00%	0.00%	0.00%	0.41%	0.10%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35567	938	806	842	823	1021	773	524	742	904	972	823	785	825	1012	907	834	186	713	751	529	352	402	315	524	415	158	496	421	594	209	665	567	232	577	156	439	674	890	456	217	458	318	332	181	303	316	320	1066	823	181	332	188	383	351	594	555	553	655	727	330	217	514	477	429	495					
		97.62%	97.91%	91.90%	95.79%	84.41%	97.42%	94.50%	85.62%	98.93%	97.41%	97.69%	96.94%	98.25%	98.10%	98.83%	99.23%	98.82%	97.89%	98.34%	96.78%	98.14%	98.05%	99.26%	99.06%	99.24%	99.28%	98.14%	99.00%	98.83%	99.33%	99.05%	98.23%	98.10%	99.15%	99.14%	98.11%	98.43%	99.56%	98.99%	99.78%	99.54%	99.57%	99.38%	99.10%	98.91%	99.02%	99.37%	99.07%	97.80%	97.98%	98.37%	99.10%	98.95%	97.95%	99.15%	99.17%	99.28%	98.57%	96.89%	99.73%	99.70%	99.09%	99.04%	98.96%	99.31%	98.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	0	2	0	4	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0					
		0.06%	0.00%	0.23%	0.00%	0.41%	0.10%	0.24%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.23%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
