Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Белевская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	211	8	6	2	2	8	1	0	10	10	3	5	2	8	2	3	5	1	0	5	0	5	6	12	7	12	4	10	13	7	11	10	5	14	8	6									
		2.33%	2.36%	1.47%	2.60%	1.12%	7.21%	0.91%	0.00%	3.17%	3.82%	1.88%	2.29%	3.33%	4.82%	1.57%	1.89%	1.24%	0.83%	0.00%	2.78%	0.00%	1.39%	2.05%	2.97%	2.11%	3.17%	1.34%	2.82%	4.02%	1.81%	3.41%	2.88%	1.27%	3.88%	2.14%	1.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	212	2	12	0	4	2	6	0	8	6	4	8	1	3	2	1	3	1	0	1	3	6	8	5	17	12	4	13	8	13	10	12	15	7	7	8									
		2.34%	0.59%	2.94%	0.00%	2.25%	1.80%	5.45%	0.00%	2.54%	2.29%	2.50%	3.67%	1.67%	1.81%	1.57%	0.63%	0.74%	0.83%	0.00%	0.56%	2.83%	1.67%	2.73%	1.24%	5.12%	3.17%	1.34%	3.66%	2.48%	3.37%	3.10%	3.46%	3.82%	1.94%	1.88%	2.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5355	212	210	62	133	74	59	129	214	160	138	142	47	107	103	108	292	81	115	98	91	198	183	240	164	189	186	197	134	190	165	170	226	173	204	161									
		59.13%	62.54%	51.47%	80.52%	74.72%	66.67%	53.64%	79.63%	67.94%	61.07%	86.25%	65.14%	78.33%	64.46%	81.10%	67.92%	72.46%	66.94%	85.82%	54.44%	85.85%	55.00%	62.46%	59.41%	49.40%	50.00%	62.21%	55.49%	41.49%	49.22%	51.08%	48.99%	57.51%	47.92%	54.69%	48.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	2	1	0	0	2	0	1	5	1	2	1	0	0	0	0	0	2	0	1	0	2	0	3	5	2	0	2	2	1	1	2	4	5	3	1									
		0.56%	0.59%	0.25%	0.00%	0.00%	1.80%	0.00%	0.62%	1.59%	0.38%	1.25%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	1.65%	0.00%	0.56%	0.00%	0.56%	0.00%	0.74%	1.51%	0.53%	0.00%	0.56%	0.62%	0.26%	0.31%	0.58%	1.02%	1.39%	0.80%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	2	3	8	3	0	2									
		0.33%	0.59%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.24%	0.00%	0.62%	0.86%	2.04%	0.83%	0.00%	0.60%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1363	58	71	1	19	11	18	9	35	42	3	24	6	21	12	18	59	16	9	27	10	72	40	42	47	69	50	56	75	79	50	48	61	59	71	75									
		15.05%	17.11%	17.40%	1.30%	10.67%	9.91%	16.36%	5.56%	11.11%	16.03%	1.88%	11.01%	10.00%	12.65%	9.45%	11.32%	14.64%	13.22%	6.72%	15.00%	9.43%	20.00%	13.65%	10.40%	14.16%	18.25%	16.72%	15.77%	23.22%	20.47%	15.48%	13.83%	15.52%	16.34%	19.03%	22.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	2	0	3	0	4	0	1	4	0	1	2	6	1	2	1									
		0.38%	0.29%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.32%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.83%	0.00%	0.00%	0.00%	0.56%	0.00%	0.74%	0.00%	1.06%	0.00%	0.28%	1.24%	0.00%	0.31%	0.58%	1.53%	0.28%	0.54%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	1	3	0	2	0	0	1	0	3	1	0	1	0	0	0	3	0	0	0	0	1	4	2	1	3	4	3	2	0	3	1	1	1	4	3									
		0.53%	0.29%	0.74%	0.00%	1.12%	0.00%	0.00%	0.62%	0.00%	1.15%	0.63%	0.00%	1.67%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.28%	1.37%	0.50%	0.30%	0.79%	1.34%	0.85%	0.62%	0.00%	0.93%	0.29%	0.25%	0.28%	1.07%	0.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.38%	0.63%	0.46%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	1	2	0	0	0	2	1	0	0	1	0	1	0	0	3	2	1	0	0	0	1	3	1	5	4	3	3	4	7	5	0	4	3	6	4									
		0.74%	0.29%	0.49%	0.00%	0.00%	0.00%	1.82%	0.62%	0.00%	0.00%	0.63%	0.00%	1.67%	0.00%	0.00%	1.89%	0.50%	0.83%	0.00%	0.00%	0.00%	0.28%	1.02%	0.25%	1.51%	1.06%	1.00%	0.85%	1.24%	1.81%	1.55%	0.00%	1.02%	0.83%	1.61%	1.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1201	40	85	9	14	13	19	16	31	26	4	26	2	23	6	20	33	18	9	41	2	56	31	55	68	53	28	52	53	57	53	58	36	68	48	48									
		13.26%	11.80%	20.83%	11.69%	7.87%	11.71%	17.27%	9.88%	9.84%	9.92%	2.50%	11.93%	3.33%	13.86%	4.72%	12.58%	8.19%	14.88%	6.72%	22.78%	1.89%	15.56%	10.58%	13.61%	20.48%	14.02%	9.36%	14.65%	16.41%	14.77%	16.41%	16.71%	9.16%	18.84%	12.87%	14.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	0	0	0	0	2	1	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	2	1	2	2	0									
		0.24%	0.59%	0.00%	0.00%	0.00%	0.00%	1.82%	0.62%	0.32%	0.00%	0.63%	0.46%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.52%	0.31%	0.58%	0.25%	0.55%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	184	2	12	2	1	1	1	0	5	3	2	3	0	0	0	3	3	0	1	0	0	6	5	5	5	8	7	6	14	16	11	17	11	11	10	13									
		2.03%	0.59%	2.94%	2.60%	0.56%	0.90%	0.91%	0.00%	1.59%	1.15%	1.25%	1.38%	0.00%	0.00%	0.00%	1.89%	0.74%	0.00%	0.75%	0.00%	0.00%	1.67%	1.71%	1.24%	1.51%	2.12%	2.34%	1.69%	4.33%	4.15%	3.41%	4.90%	2.80%	3.05%	2.68%	3.89%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
