Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Бийск, Восточная"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	300	11	7	7	2	2	5	6	6	5	1	14	8	1	8	6	4	8	6	6	2	10	7	15	3	5	2	6	12	7	5	19	4	5	2	11	3	4	0	3	2	3	2	2	2	9	4	4	8	9	6	3	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	443	14	10	11	10	10	9	9	6	11	6	5	9	7	7	1	12	6	7	12	7	3	24	10	9	11	8	7	0	4	13	2	9	8	8	12	4	8	7	4	8	12	13	5	9	15	1	5	15	12	7	2	13	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	1100	17	10	26	3	6	19	30	22	17	19	17	14	18	17	23	16	29	35	29	27	29	25	27	25	8	40	11	28	25	21	25	23	7	10	21	12	6	24	16	20	25	20	19	12	15	16	41	45	49	10	11	37	3					
		2.37%	2.15%	1.07%	3.33%	0.98%	1.97%	2.21%	2.71%	2.30%	1.96%	2.48%	1.93%	2.59%	1.62%	1.37%	2.80%	1.72%	2.46%	3.70%	2.40%	2.59%	2.44%	3.83%	2.25%	2.70%	1.23%	3.70%	1.27%	2.94%	2.72%	1.71%	2.82%	2.73%	1.61%	1.42%	2.50%	2.23%	1.14%	2.73%	2.54%	2.82%	3.16%	2.21%	2.52%	1.30%	2.35%	2.52%	2.89%	3.15%	3.57%	1.12%	1.74%	2.49%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	323	1	2	9	4	0	4	6	9	10	9	10	3	4	15	5	11	11	3	11	8	8	3	3	11	4	10	6	11	8	4	5	2	1	8	4	2	2	7	2	4	3	12	3	7	3	7	12	12	6	2	7	8	1					
		0.70%	0.13%	0.21%	1.15%	1.31%	0.00%	0.47%	0.54%	0.94%	1.15%	1.17%	1.14%	0.55%	0.36%	1.21%	0.61%	1.18%	0.93%	0.32%	0.91%	0.77%	0.67%	0.46%	0.25%	1.19%	0.62%	0.92%	0.69%	1.15%	0.87%	0.32%	0.56%	0.24%	0.23%	1.14%	0.48%	0.37%	0.38%	0.80%	0.32%	0.56%	0.38%	1.33%	0.40%	0.76%	0.47%	1.10%	0.85%	0.84%	0.44%	0.22%	1.10%	0.54%	0.29%					
20	3.Политическая партия «Демократическая партия России»	51	0	2	2	0	0	0	0	0	0	0	2	1	1	3	1	1	0	0	2	0	1	2	0	1	2	1	0	1	0	1	3	3	1	0	0	0	0	0	1	0	0	1	1	3	0	3	0	3	6	1	0	1	0					
		0.11%	0.00%	0.21%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.18%	0.09%	0.24%	0.12%	0.11%	0.00%	0.00%	0.17%	0.00%	0.08%	0.31%	0.00%	0.11%	0.31%	0.09%	0.00%	0.10%	0.00%	0.08%	0.34%	0.36%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.11%	0.13%	0.33%	0.00%	0.47%	0.00%	0.21%	0.44%	0.11%	0.00%	0.07%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10154	135	177	137	48	40	175	268	233	184	215	291	134	210	184	251	262	288	246	304	269	302	124	319	226	103	253	151	206	213	276	258	229	56	141	195	105	103	193	134	140	162	184	153	164	94	109	304	295	268	208	91	329	15					
		21.87%	17.05%	18.89%	17.56%	15.69%	13.11%	20.40%	24.19%	24.37%	21.17%	28.07%	33.11%	24.77%	18.94%	14.85%	30.61%	28.17%	24.45%	26.03%	25.21%	25.82%	25.42%	19.02%	26.56%	24.38%	15.90%	23.38%	17.44%	21.59%	23.15%	22.42%	29.12%	27.16%	12.87%	20.06%	23.19%	19.48%	19.62%	21.98%	21.24%	19.72%	20.51%	20.35%	20.32%	17.81%	14.71%	17.19%	21.44%	20.67%	19.53%	23.27%	14.35%	22.13%	4.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	449	2	5	9	1	6	1	4	12	11	7	11	7	17	12	5	9	19	4	9	6	7	5	14	6	5	15	7	5	6	13	12	7	8	8	29	5	2	13	9	21	8	5	1	2	4	9	14	15	13	7	8	9	0					
		0.97%	0.25%	0.53%	1.15%	0.33%	1.97%	0.12%	0.36%	1.26%	1.27%	0.91%	1.25%	1.29%	1.53%	0.97%	0.61%	0.97%	1.61%	0.42%	0.75%	0.58%	0.59%	0.77%	1.17%	0.65%	0.77%	1.39%	0.81%	0.52%	0.65%	1.06%	1.35%	0.83%	1.84%	1.14%	3.45%	0.93%	0.38%	1.48%	1.43%	2.96%	1.01%	0.55%	0.13%	0.22%	0.63%	1.42%	0.99%	1.05%	0.95%	0.78%	1.26%	0.61%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	113	0	1	1	0	0	1	1	2	2	0	1	2	1	5	0	2	3	26	3	1	2	2	1	2	3	3	4	1	2	4	3	1	2	0	2	0	1	3	2	2	2	1	2	2	1	2	1	2	3	0	1	4	0					
		0.24%	0.00%	0.11%	0.13%	0.00%	0.00%	0.12%	0.09%	0.21%	0.23%	0.00%	0.11%	0.37%	0.09%	0.40%	0.00%	0.22%	0.25%	2.75%	0.25%	0.10%	0.17%	0.31%	0.08%	0.22%	0.46%	0.28%	0.46%	0.10%	0.22%	0.32%	0.34%	0.12%	0.46%	0.00%	0.24%	0.00%	0.19%	0.34%	0.32%	0.28%	0.25%	0.11%	0.27%	0.22%	0.16%	0.32%	0.07%	0.14%	0.22%	0.00%	0.16%	0.27%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4771	112	116	83	39	49	90	88	90	97	61	73	35	144	173	53	72	115	84	109	77	125	77	127	75	101	92	79	84	103	127	58	73	46	80	99	53	66	91	69	70	90	104	99	85	101	75	132	168	123	132	53	110	44					
		10.27%	14.14%	12.38%	10.64%	12.75%	16.07%	10.49%	7.94%	9.41%	11.16%	7.96%	8.30%	6.47%	12.98%	13.96%	6.46%	7.74%	9.76%	8.89%	9.04%	7.39%	10.52%	11.81%	10.57%	8.09%	15.59%	8.50%	9.12%	8.81%	11.20%	10.32%	6.55%	8.66%	10.57%	11.38%	11.77%	9.83%	12.57%	10.36%	10.94%	9.86%	11.39%	11.50%	13.15%	9.23%	15.81%	11.83%	9.31%	11.77%	8.97%	14.77%	8.36%	7.40%	12.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3814	44	45	52	12	12	72	108	90	75	63	64	44	93	84	71	80	120	93	109	93	104	43	107	99	54	111	56	85	92	132	67	82	30	80	79	44	61	66	58	59	64	65	57	68	31	43	112	121	89	50	47	129	5					
		8.21%	5.56%	4.80%	6.67%	3.92%	3.93%	8.39%	9.75%	9.41%	8.63%	8.22%	7.28%	8.13%	8.39%	6.78%	8.66%	8.60%	10.19%	9.84%	9.04%	8.93%	8.75%	6.60%	8.91%	10.68%	8.33%	10.26%	6.47%	8.91%	10.00%	10.72%	7.56%	9.73%	6.90%	11.38%	9.39%	8.16%	11.62%	7.52%	9.19%	8.31%	8.10%	7.19%	7.57%	7.38%	4.85%	6.78%	7.90%	8.48%	6.49%	5.59%	7.41%	8.68%	1.47%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	568	9	5	6	4	3	6	14	8	14	14	11	9	7	15	9	17	19	12	17	17	16	8	11	13	4	15	11	7	9	19	11	6	9	6	9	1	5	18	11	8	8	20	9	7	5	14	21	32	9	5	5	20	0					
		1.22%	1.14%	0.53%	0.77%	1.31%	0.98%	0.70%	1.26%	0.84%	1.61%	1.83%	1.25%	1.66%	0.63%	1.21%	1.10%	1.83%	1.61%	1.27%	1.41%	1.63%	1.35%	1.23%	0.92%	1.40%	0.62%	1.39%	1.27%	0.73%	0.98%	1.54%	1.24%	0.71%	2.07%	0.85%	1.07%	0.19%	0.95%	2.05%	1.74%	1.13%	1.01%	2.21%	1.20%	0.76%	0.78%	2.21%	1.48%	2.24%	0.66%	0.56%	0.79%	1.34%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23903	454	563	437	191	185	467	557	462	431	364	368	279	594	676	372	430	538	415	572	514	557	344	549	449	349	519	525	490	437	607	418	401	264	354	386	311	267	448	308	368	416	474	399	555	362	346	746	703	767	460	397	792	266					
		51.47%	57.32%	60.09%	56.03%	62.42%	60.66%	54.43%	50.27%	48.33%	49.60%	47.52%	41.87%	51.57%	53.56%	54.56%	45.37%	46.24%	45.67%	43.92%	47.43%	49.33%	46.89%	52.76%	45.71%	48.44%	53.86%	47.97%	60.62%	51.36%	47.50%	49.31%	47.18%	47.57%	60.69%	50.36%	45.90%	57.70%	50.86%	51.03%	48.81%	51.83%	52.66%	52.43%	52.99%	60.26%	56.65%	54.57%	52.61%	49.26%	55.90%	51.45%	62.62%	53.26%	78.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	759	12	9	9	1	1	13	22	18	23	10	23	9	15	8	26	21	24	20	27	19	27	13	28	16	2	17	10	32	18	20	16	6	5	13	10	5	3	8	19	11	8	14	4	6	11	3	22	19	27	6	10	39	1					
		1.63%	1.52%	0.96%	1.15%	0.33%	0.33%	1.52%	1.99%	1.88%	2.65%	1.31%	2.62%	1.66%	1.35%	0.65%	3.17%	2.26%	2.04%	2.12%	2.24%	1.82%	2.27%	1.99%	2.33%	1.73%	0.31%	1.57%	1.15%	3.35%	1.96%	1.62%	1.81%	0.71%	1.15%	1.85%	1.19%	0.93%	0.57%	0.91%	3.01%	1.55%	1.01%	1.55%	0.53%	0.65%	1.72%	0.47%	1.55%	1.33%	1.97%	0.67%	1.58%	2.62%	0.29%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
