Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Черноземельская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205									
		0.16%	0.63%	0.00%	0.00%	0.00%	0.16%	0.35%	0.56%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	0	0	2	0	1	1	0	0	0									
		0.07%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.38%	0.00%	0.25%	0.27%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	3	0	1	2	0	5	2	0	1	0	0	0	0									
		0.19%	0.47%	0.00%	0.16%	0.39%	0.00%	0.58%	0.38%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	177	18	30	19	6	11	28	10	25	9	5	6	7	3									
		2.43%	2.83%	4.51%	3.11%	1.16%	1.81%	3.25%	1.88%	3.14%	2.27%	1.34%	1.84%	1.04%	1.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	6	2	0	5	3	6	3	2	3	2	0	1	0									
		0.45%	0.94%	0.30%	0.00%	0.97%	0.49%	0.70%	0.56%	0.25%	0.76%	0.53%	0.00%	0.15%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	81	9	2	7	3	4	8	6	26	10	1	1	2	2									
		1.11%	1.42%	0.30%	1.15%	0.58%	0.66%	0.93%	1.13%	3.26%	2.52%	0.27%	0.31%	0.30%	0.71%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
