Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Ачинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
18	1.Политическая партия «Аграрная партия России»	241	2	17	4	19	4	7	12	8	7	2	44	1	27	22	6	23	22	2	12					
		3.13%	0.68%	3.18%	2.38%	4.94%	2.61%	8.33%	2.12%	2.39%	2.95%	2.27%	3.89%	0.40%	3.68%	3.50%	2.39%	4.88%	4.41%	1.27%	1.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	2	3	1	2	0	0	2	4	1	0	3	0	5	1	0	0	2	0	2					
		0.36%	0.68%	0.56%	0.60%	0.52%	0.00%	0.00%	0.35%	1.19%	0.42%	0.00%	0.27%	0.00%	0.68%	0.16%	0.00%	0.00%	0.40%	0.00%	0.27%					
20	3.Политическая партия «Демократическая партия России»	15	1	0	0	3	0	0	0	1	0	0	2	1	2	2	1	2	0	0	0					
		0.19%	0.34%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.18%	0.40%	0.27%	0.32%	0.40%	0.42%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	826	35	66	8	24	13	4	41	42	17	14	150	11	72	86	30	54	75	23	61					
		10.72%	11.90%	12.34%	4.76%	6.23%	8.50%	4.76%	7.24%	12.54%	7.17%	15.91%	13.26%	4.45%	9.82%	13.69%	11.95%	11.46%	15.03%	14.56%	8.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	51	2	1	2	1	0	0	3	6	0	0	8	1	3	8	0	9	5	0	2					
		0.66%	0.68%	0.19%	1.19%	0.26%	0.00%	0.00%	0.53%	1.79%	0.00%	0.00%	0.71%	0.40%	0.41%	1.27%	0.00%	1.91%	1.00%	0.00%	0.27%					
23	6.Политическая партия «Партия социальной справедливости»	22	2	1	1	1	0	0	2	2	0	0	4	2	4	1	0	0	0	1	1					
		0.29%	0.68%	0.19%	0.60%	0.26%	0.00%	0.00%	0.35%	0.60%	0.00%	0.00%	0.35%	0.81%	0.55%	0.16%	0.00%	0.00%	0.00%	0.63%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	920	44	56	7	39	15	6	94	36	17	11	140	39	107	88	28	56	42	6	89					
		11.94%	14.97%	10.47%	4.17%	10.13%	9.80%	7.14%	16.61%	10.75%	7.17%	12.50%	12.38%	15.79%	14.60%	14.01%	11.16%	11.89%	8.42%	3.80%	12.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	399	20	34	7	14	3	2	41	18	6	2	82	7	34	37	7	13	25	6	41					
		5.18%	6.80%	6.36%	4.17%	3.64%	1.96%	2.38%	7.24%	5.37%	2.53%	2.27%	7.25%	2.83%	4.64%	5.89%	2.79%	2.76%	5.01%	3.80%	5.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	62	3	5	1	2	0	0	1	2	2	0	11	0	13	4	2	2	4	1	9					
		0.80%	1.02%	0.93%	0.60%	0.52%	0.00%	0.00%	0.18%	0.60%	0.84%	0.00%	0.97%	0.00%	1.77%	0.64%	0.80%	0.42%	0.80%	0.63%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5023	181	345	134	275	114	63	360	212	183	56	666	183	454	372	175	302	316	118	514					
		65.20%	61.56%	64.49%	79.76%	71.43%	74.51%	75.00%	63.60%	63.28%	77.22%	63.64%	58.89%	74.09%	61.94%	59.24%	69.72%	64.12%	63.33%	74.68%	69.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	1	3	0	1	1	0	2	0	1	1	8	1	7	3	0	5	1	0	1					
		0.47%	0.34%	0.56%	0.00%	0.26%	0.65%	0.00%	0.35%	0.00%	0.42%	1.14%	0.71%	0.40%	0.95%	0.48%	0.00%	1.06%	0.20%	0.00%	0.13%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
