Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Пошехонская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	0	3	1	2	1	5	0	1	5	2	2	2	3	6	7	1	1	1	1	2	1	2	2	5	4	6									
14	Число погашенных неиспользованных открепительных удостоверений	112	4	2	5	6	3	8	7	5	4	3	3	5	4	2	7	6	4	5	6	5	2	0	5	6	1	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	8	2	1	1	1	9	2	5	0	1	1	1	0	7	6	7	2	3	1	2	2	16	1	16	11	14									
		1.94%	2.56%	3.23%	1.22%	0.52%	0.49%	3.01%	0.64%	3.97%	0.00%	0.81%	0.80%	0.51%	0.00%	2.98%	1.49%	3.89%	1.17%	2.22%	1.04%	0.92%	2.20%	2.59%	0.69%	2.96%	2.13%	2.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	178	12	0	1	3	10	10	5	1	1	5	3	3	3	5	13	3	3	4	1	6	2	27	0	22	17	18									
		2.87%	3.85%	0.00%	1.22%	1.55%	4.93%	3.34%	1.60%	0.79%	0.97%	4.03%	2.40%	1.54%	1.81%	2.13%	3.23%	1.67%	1.75%	2.96%	1.04%	2.75%	2.20%	4.37%	0.00%	4.07%	3.29%	3.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	125	6	2	6	7	2	10	4	1	3	2	2	7	8	3	14	1	4	3	0	7	1	4	1	6	10	11									
		2.02%	1.92%	3.23%	7.32%	3.61%	0.99%	3.34%	1.28%	0.79%	2.91%	1.61%	1.60%	3.59%	4.82%	1.28%	3.47%	0.56%	2.34%	2.22%	0.00%	3.21%	1.10%	0.65%	0.69%	1.11%	1.93%	2.01%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3167	180	39	49	125	123	157	174	85	66	64	61	92	85	126	203	110	103	77	62	134	52	252	80	242	184	242									
		51.10%	57.69%	62.90%	59.76%	64.43%	60.59%	52.51%	55.77%	67.46%	64.08%	51.61%	48.80%	47.18%	51.20%	53.62%	50.37%	61.11%	60.23%	57.04%	64.58%	61.47%	57.14%	40.78%	55.17%	44.81%	35.59%	44.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	1	0	0	2	4	1	0	0	1	0	0	2	0	3	0	0	1	0	3	0	1	0	3	1	3									
		0.44%	0.32%	1.61%	0.00%	0.00%	0.99%	1.34%	0.32%	0.00%	0.00%	0.81%	0.00%	0.00%	1.20%	0.00%	0.74%	0.00%	0.00%	0.74%	0.00%	1.38%	0.00%	0.16%	0.00%	0.56%	0.19%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1217	47	12	11	32	36	52	61	24	18	30	32	39	37	47	64	40	26	27	10	36	11	147	30	131	108	109									
		19.64%	15.06%	19.35%	13.41%	16.49%	17.73%	17.39%	19.55%	19.05%	17.48%	24.19%	25.60%	20.00%	22.29%	20.00%	15.88%	22.22%	15.20%	20.00%	10.42%	16.51%	12.09%	23.79%	20.69%	24.26%	20.89%	19.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	1	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	4	0	3	2	4									
		0.32%	0.32%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.43%	0.50%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.65%	0.00%	0.56%	0.39%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	0	2	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	6	0	5	4	3									
		0.42%	0.00%	0.00%	2.44%	1.03%	0.00%	0.00%	0.32%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.43%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.93%	0.77%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1									
		0.10%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	5	2	0	0	0	2	2	0	1	0	1	2	0	0	7	1	0	2	2	2	1	6	2	6	4	6									
		0.87%	1.60%	3.23%	0.00%	0.00%	0.00%	0.67%	0.64%	0.00%	0.97%	0.00%	0.80%	1.03%	0.00%	0.00%	1.74%	0.56%	0.00%	1.48%	2.08%	0.92%	1.10%	0.97%	1.38%	1.11%	0.77%	1.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	858	32	4	8	16	13	39	43	5	9	11	19	40	24	34	61	14	24	12	11	22	17	108	24	67	115	86									
		13.84%	10.26%	6.45%	9.76%	8.25%	6.40%	13.04%	13.78%	3.97%	8.74%	8.87%	15.20%	20.51%	14.46%	14.47%	15.14%	7.78%	14.04%	8.89%	11.46%	10.09%	18.68%	17.48%	16.55%	12.41%	22.24%	15.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	0	0	1	0	1	0	0	1	0	0	3	2	2	5	0	0	0	0	0	1	3	0	1	1	2									
		0.37%	0.00%	0.00%	0.00%	0.52%	0.00%	0.33%	0.00%	0.00%	0.97%	0.00%	0.00%	1.54%	1.20%	0.85%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.49%	0.00%	0.19%	0.19%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	253	14	0	2	4	12	13	18	4	3	6	2	6	3	5	12	3	1	6	3	4	1	27	3	23	48	30									
		4.08%	4.49%	0.00%	2.44%	2.06%	5.91%	4.35%	5.77%	3.17%	2.91%	4.84%	1.60%	3.08%	1.81%	2.13%	2.98%	1.67%	0.58%	4.44%	3.13%	1.83%	1.10%	4.37%	2.07%	4.26%	9.28%	5.49%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
