Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Район Сокол																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №3063	УИК №3064					
28	"11. ""Истинные патриоты России"""	13	0	1	0	1	2	2	0	0	2	0	0	1	1	3	0	0					
		0.06%	0.0%	0.06%	0.0%	0.05%	0.12%	0.15%	0.0%	0.0%	0.11%	0.0%	0.0%	0.06%	0.06%	0.17%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	213	16	15	7	22	12	14	12	20	15	24	13	18	11	13	1	0					
		0.98%	0.97%	0.96%	0.47%	1.28%	0.77%	1.11%	0.96%	1.59%	0.85%	1.49%	0.82%	1.21%	0.67%	0.75%	1.53%	0.0%					
30	"13. ""Демократическая партия России"""	26	4	1	4	1	2	0	5	1	3	2	0	0	1	2	0	0					
		0.12%	0.24%	0.06%	0.27%	0.05%	0.12%	0.0%	0.40%	0.07%	0.17%	0.12%	0.0%	0.0%	0.06%	0.11%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	5	2	1	1	4	4	1	0	4	2	0	4	2	2	0	0					
		0.14%	0.30%	0.12%	0.06%	0.05%	0.25%	0.31%	0.08%	0.0%	0.22%	0.12%	0.0%	0.26%	0.12%	0.11%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	57	2	4	4	6	0	5	7	3	6	3	6	7	2	2	0	0					
		0.26%	0.12%	0.25%	0.27%	0.34%	0.0%	0.39%	0.56%	0.23%	0.34%	0.18%	0.38%	0.47%	0.12%	0.11%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3687	269	276	273	300	221	171	162	238	301	311	271	247	304	316	23	4					
		17.03%	16.38%	17.66%	18.47%	17.46%	14.23%	13.59%	13.04%	19.00%	17.11%	19.34%	17.25%	16.62%	18.57%	18.35%	35.38%	4.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	0	1	2	0	13	0	1	0	0	1	1	2	2	3	0	0					
		0.12%	0.0%	0.06%	0.13%	0.0%	0.83%	0.0%	0.08%	0.0%	0.0%	0.06%	0.06%	0.13%	0.12%	0.17%	0.0%	0.0%					
35	"18. ""ЛДПР"""	933	51	51	59	53	83	117	82	51	60	48	61	79	51	78	2	7					
		4.31%	3.10%	3.26%	3.99%	3.08%	5.34%	9.30%	6.60%	4.07%	3.41%	2.98%	3.88%	5.31%	3.11%	4.52%	3.07%	7.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	159	8	13	14	16	7	16	6	4	9	13	10	12	10	19	1	1					
		0.73%	0.48%	0.83%	0.94%	0.93%	0.45%	1.27%	0.48%	0.31%	0.51%	0.80%	0.63%	0.80%	0.61%	1.10%	1.53%	1.06%					
37	"20. ""Политическая партия ""Единая Россия"""	5245	407	462	338	370	439	393	288	290	423	392	353	307	360	362	16	45					
		24.22%	24.78%	29.57%	22.86%	21.53%	28.26%	31.24%	23.18%	23.16%	24.04%	24.37%	22.46%	20.65%	21.99%	21.02%	24.61%	47.87%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	1	0	1	0	1	1	0	1	6	1	0	3	1	1	1	0					
		0.08%	0.06%	0.0%	0.06%	0.0%	0.06%	0.07%	0.0%	0.07%	0.34%	0.06%	0.0%	0.20%	0.06%	0.05%	1.53%	0.0%					
39	"22. ""Развитие предпринимательства"""	65	6	4	4	3	5	3	10	4	8	6	3	1	4	3	0	1					
		0.30%	0.36%	0.25%	0.27%	0.17%	0.32%	0.23%	0.80%	0.31%	0.45%	0.37%	0.19%	0.06%	0.24%	0.17%	0.0%	1.06%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2233	153	172	275	180	126	97	117	119	147	181	169	136	165	191	4	1					
		10.31%	9.31%	11.01%	18.60%	10.47%	8.11%	7.71%	9.42%	9.50%	8.35%	11.25%	10.75%	9.15%	10.07%	11.09%	6.15%	1.06%					
																							
41	Против всех	1326	103	88	84	111	107	92	82	73	104	77	96	91	75	109	7	27					
		6.12%	6.27%	5.63%	5.68%	6.46%	6.88%	7.31%	6.60%	5.83%	5.91%	4.78%	6.11%	6.12%	4.58%	6.32%	10.76%	28.72%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
