Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Гороховецкая																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	13	12	16	8	11	4	7	7	8	10	1	3	3	1	1	1	7	0	10	6									
		1.40%	1.99%	2.55%	2.31%	2.45%	1.47%	0.56%	1.07%	1.04%	1.80%	1.63%	0.52%	0.97%	1.17%	0.67%	0.19%	0.56%	1.66%	0.00%	1.77%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	347	31	26	31	14	19	28	12	18	14	36	8	9	10	6	21	3	11	6	28	16									
		3.76%	4.76%	5.52%	4.47%	4.29%	2.55%	3.95%	1.83%	2.67%	3.15%	5.87%	4.12%	2.90%	3.91%	4.00%	3.99%	1.68%	2.61%	3.61%	4.95%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	230	25	12	27	4	19	17	8	18	7	11	6	3	11	1	16	3	8	4	13	17									
		2.49%	3.84%	2.55%	3.89%	1.23%	2.55%	2.40%	1.22%	2.67%	1.58%	1.79%	3.09%	0.97%	4.30%	0.67%	3.04%	1.68%	1.90%	2.41%	2.30%	3.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4603	274	196	287	155	375	344	368	298	226	272	104	151	136	115	285	104	265	111	296	241									
		49.92%	42.09%	41.61%	41.35%	47.55%	50.27%	48.59%	56.18%	44.21%	50.90%	44.37%	53.61%	48.71%	53.13%	76.67%	54.18%	58.10%	62.80%	66.87%	52.30%	51.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	0	5	8	2	4	6	5	3	2	6	2	3	2	1	2	0	3	2	4	1									
		0.66%	0.00%	1.06%	1.15%	0.61%	0.54%	0.85%	0.76%	0.45%	0.45%	0.98%	1.03%	0.97%	0.78%	0.67%	0.38%	0.00%	0.71%	1.20%	0.71%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	1	3	4	5	4	3	2	4	1	2	1	0	2	0	2	1	0	0	3	0									
		0.41%	0.15%	0.64%	0.58%	1.53%	0.54%	0.42%	0.31%	0.59%	0.23%	0.33%	0.52%	0.00%	0.78%	0.00%	0.38%	0.56%	0.00%	0.00%	0.53%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1664	145	109	134	53	148	135	105	133	83	144	33	53	40	9	83	30	49	15	73	90									
		18.05%	22.27%	23.14%	19.31%	16.26%	19.84%	19.07%	16.03%	19.73%	18.69%	23.49%	17.01%	17.10%	15.63%	6.00%	15.78%	16.76%	11.61%	9.04%	12.90%	19.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	9	3	1	1	6	3	3	7	2	3	1	3	1	0	2	1	2	0	0	0									
		0.52%	1.38%	0.64%	0.14%	0.31%	0.80%	0.42%	0.46%	1.04%	0.45%	0.49%	0.52%	0.97%	0.39%	0.00%	0.38%	0.56%	0.47%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	11	3	4	3	7	8	4	4	4	6	2	3	0	0	2	0	1	0	3	3									
		0.74%	1.69%	0.64%	0.58%	0.92%	0.94%	1.13%	0.61%	0.59%	0.90%	0.98%	1.03%	0.97%	0.00%	0.00%	0.38%	0.00%	0.24%	0.00%	0.53%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	1	0	0	2	0	0	1	0	0	1	0	0	4	0	0	0	2	3									
		0.17%	0.15%	0.21%	0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.23%	0.00%	0.00%	0.32%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.35%	0.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	3	1	7	1	10	6	8	10	1	3	1	1	1	0	4	1	1	0	3	1									
		0.68%	0.46%	0.21%	1.01%	0.31%	1.34%	0.85%	1.22%	1.48%	0.23%	0.49%	0.52%	0.32%	0.39%	0.00%	0.76%	0.56%	0.24%	0.00%	0.53%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1280	85	70	126	48	86	109	77	111	72	80	26	60	27	11	60	21	45	24	81	61									
		13.88%	13.06%	14.86%	18.16%	14.72%	11.53%	15.40%	11.76%	16.47%	16.22%	13.05%	13.40%	19.35%	10.55%	7.33%	11.41%	11.73%	10.66%	14.46%	14.31%	13.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	4	0	2	0	1	4	1	7	2	0	0	1	3	0	2	0	0	0	2	1									
		0.33%	0.61%	0.00%	0.29%	0.00%	0.13%	0.56%	0.15%	1.04%	0.45%	0.00%	0.00%	0.32%	1.17%	0.00%	0.38%	0.00%	0.00%	0.00%	0.35%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	485	35	23	37	24	43	37	45	46	14	24	6	10	16	4	35	11	20	4	32	19									
		5.26%	5.38%	4.88%	5.33%	7.36%	5.76%	5.23%	6.87%	6.82%	3.15%	3.92%	3.09%	3.23%	6.25%	2.67%	6.65%	6.15%	4.74%	2.41%	5.65%	4.05%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
