Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Маслянинская 																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752					
		47.84%	41.83%	47.00%	55.15%	53.54%	57.10%	56.10%	46.98%	47.42%	60.38%	60.66%	64.46%	51.56%	50.00%	50.00%	52.38%	34.23%	57.69%	58.16%	42.91%	52.38%	45.35%	45.94%	57.75%	61.11%	54.74%	55.91%	50.17%	45.12%	40.76%	39.37%	39.56%	47.78%	45.26%	42.68%	38.64%	49.84%	43.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	72	1	0	1	2	0	0	0	2	1	1	1	0	3	0	2	1	0	1	2	2	4	1	0	4	0	0	6	3	3	5	3	6	4	1	2	5	5					
		0.59%	0.38%	0.00%	0.33%	1.01%	0.00%	0.00%	0.00%	2.06%	0.24%	0.27%	0.83%	0.00%	0.94%	0.00%	0.50%	0.90%	0.00%	1.02%	0.73%	1.59%	0.52%	0.31%	0.00%	1.39%	0.00%	0.00%	1.98%	0.39%	0.45%	0.79%	0.82%	0.76%	0.53%	0.16%	0.57%	0.80%	1.41%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
