Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Октябрьская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	2	6	4	3	1	3	1	0	0	0	2	1	3	0	0	0	2	0	0	1	0	0	1	0	2	0	1	0	0	0	4	2	1	0	0	0	0	0	0									
		0.47%	0.38%	1.50%	0.89%	1.78%	0.20%	0.66%	0.38%	0.00%	0.00%	0.00%	0.58%	1.49%	0.86%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	2.94%	0.00%	0.00%	0.66%	0.00%	0.47%	0.00%	0.88%	0.00%	0.00%	0.00%	1.08%	0.98%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	228	15	16	17	6	15	13	7	9	5	4	7	2	6	2	2	4	6	7	1	1	10	5	3	2	10	2	4	2	6	1	6	4	6	4	11	1	0	6	0									
		2.66%	2.84%	4.00%	3.79%	3.55%	3.03%	2.86%	2.68%	3.57%	6.25%	4.00%	2.05%	2.99%	1.72%	1.98%	2.17%	2.27%	2.27%	3.76%	0.66%	2.94%	3.79%	3.52%	1.99%	0.94%	2.34%	1.32%	3.51%	2.53%	2.91%	1.19%	1.61%	1.95%	4.26%	1.30%	4.51%	0.84%	0.00%	2.02%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	5	3	6	0	4	5	1	1	0	2	1	0	1	2	1	0	3	1	0	1	2	0	1	1	1	0	1	3	0	0	3	2	1	6	2	0	0	2	0									
		0.72%	0.95%	0.75%	1.34%	0.00%	0.81%	1.10%	0.38%	0.40%	0.00%	2.00%	0.29%	0.00%	0.29%	1.98%	1.09%	0.00%	1.14%	0.54%	0.00%	2.94%	0.76%	0.00%	0.66%	0.47%	0.23%	0.00%	0.88%	3.80%	0.00%	0.00%	0.81%	0.98%	0.71%	1.95%	0.82%	0.00%	0.00%	0.67%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3874	220	134	195	50	187	202	101	101	18	47	158	36	151	56	42	82	132	83	110	20	118	50	71	113	206	102	59	47	108	43	150	84	73	162	139	45	26	132	21									
		45.20%	41.59%	33.50%	43.53%	29.59%	37.78%	44.49%	38.70%	40.08%	22.50%	47.00%	46.20%	53.73%	43.39%	55.45%	45.65%	46.59%	50.00%	44.62%	72.37%	58.82%	44.70%	35.21%	47.02%	53.30%	48.13%	67.55%	51.75%	59.49%	52.43%	51.19%	40.32%	40.98%	51.77%	52.77%	56.97%	37.82%	38.81%	44.44%	55.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	5	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.20%	0.95%	0.25%	0.45%	0.59%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	1	1	2	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	4	0	2	0	2	0	1	1	0	0	0	0	0									
		0.25%	0.00%	0.00%	0.22%	0.59%	0.40%	0.00%	0.38%	0.00%	0.00%	1.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.38%	0.54%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.23%	0.00%	3.51%	0.00%	0.97%	0.00%	0.54%	0.00%	0.71%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1733	98	76	104	51	105	85	50	61	23	23	53	8	64	14	11	43	38	42	29	7	54	36	17	46	108	20	16	18	41	24	84	56	20	44	46	36	16	58	8									
		20.22%	18.53%	19.00%	23.21%	30.18%	21.21%	18.72%	19.16%	24.21%	28.75%	23.00%	15.50%	11.94%	18.39%	13.86%	11.96%	24.43%	14.39%	22.58%	19.08%	20.59%	20.45%	25.35%	11.26%	21.70%	25.23%	13.25%	14.04%	22.78%	19.90%	28.57%	22.58%	27.32%	14.18%	14.33%	18.85%	30.25%	23.88%	19.53%	21.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	6	3	1	0	2	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0									
		0.27%	1.13%	0.75%	0.22%	0.00%	0.40%	0.22%	0.38%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.70%	0.66%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	15	6	4	2	4	10	2	0	1	1	3	0	1	0	0	2	1	0	0	0	1	4	10	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0									
		0.86%	2.84%	1.50%	0.89%	1.18%	0.81%	2.20%	0.77%	0.00%	1.25%	1.00%	0.88%	0.00%	0.29%	0.00%	0.00%	1.14%	0.38%	0.00%	0.00%	0.00%	0.38%	2.82%	6.62%	0.47%	0.23%	0.66%	0.88%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	2	0	0	2	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.19%	0.50%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	1.98%	0.00%	0.57%	0.38%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	4	5	2	2	1	4	3	0	0	0	0	0	5	0	1	0	3	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0									
		0.46%	0.76%	1.25%	0.45%	1.18%	0.20%	0.88%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	1.09%	0.00%	1.14%	0.54%	0.00%	0.00%	0.38%	0.70%	0.66%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.33%	0.00%	0.84%	0.00%	0.34%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1916	127	126	101	46	134	98	64	67	31	18	90	19	88	21	25	36	52	33	9	4	56	28	27	35	76	21	20	8	40	10	84	43	33	71	34	31	24	77	9									
		22.35%	24.01%	31.50%	22.54%	27.22%	27.07%	21.59%	24.52%	26.59%	38.75%	18.00%	26.32%	28.36%	25.29%	20.79%	27.17%	20.45%	19.70%	17.74%	5.92%	11.76%	21.21%	19.72%	17.88%	16.51%	17.76%	13.91%	17.54%	10.13%	19.42%	11.90%	22.58%	20.98%	23.40%	23.13%	13.93%	26.05%	35.82%	25.93%	23.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	6	3	1	1	3	1	2	1	0	1	2	0	0	1	0	0	1	1	0	0	3	0	0	1	1	0	1	0	0	0	3	0	0	1	0	0	0	2	0									
		0.42%	1.13%	0.75%	0.22%	0.59%	0.61%	0.22%	0.77%	0.40%	0.00%	1.00%	0.58%	0.00%	0.00%	0.99%	0.00%	0.00%	0.38%	0.54%	0.00%	0.00%	1.14%	0.00%	0.00%	0.47%	0.23%	0.00%	0.88%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.67%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	294	14	11	4	3	19	23	19	10	1	1	8	0	15	1	2	3	13	10	3	0	11	7	15	6	9	2	3	0	6	2	29	5	4	13	8	2	0	12	0									
		3.43%	2.65%	2.75%	0.89%	1.78%	3.84%	5.07%	7.28%	3.97%	1.25%	1.00%	2.34%	0.00%	4.31%	0.99%	2.17%	1.70%	4.92%	5.38%	1.97%	0.00%	4.17%	4.93%	9.93%	2.83%	2.10%	1.32%	2.63%	0.00%	2.91%	2.38%	7.80%	2.44%	2.84%	4.23%	3.28%	1.68%	0.00%	4.04%	0.00%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
