Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Усть-Катавская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312									
		36.64%	30.77%	29.82%	32.54%	34.28%	32.25%	37.11%	35.63%	45.36%	39.61%	34.93%	37.68%	34.07%	36.08%	41.08%	37.34%	41.67%	48.71%	35.59%	48.31%	46.72%	52.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	2	6	7	9	8	6	4	1	1	6	7	6	4	13	3	0	4	0	2	0	2									
		0.84%	0.28%	0.82%	0.93%	1.16%	1.00%	1.05%	0.60%	0.27%	0.32%	0.80%	0.92%	0.74%	0.97%	2.00%	0.75%	0.00%	0.61%	0.00%	0.85%	0.00%	2.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	1	2	2	2	1	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0									
		0.15%	0.14%	0.14%	0.26%	0.26%	0.25%	0.17%	0.15%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.31%	0.25%	0.00%	0.15%	0.45%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1863	119	93	102	133	124	81	119	61	60	99	97	119	97	115	65	27	198	71	43	28	12									
		17.09%	16.95%	12.72%	13.49%	17.14%	15.50%	14.11%	17.81%	16.18%	19.48%	13.20%	12.78%	14.58%	23.49%	17.69%	16.29%	25.00%	29.95%	31.98%	18.22%	22.95%	17.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	71	7	1	7	5	7	3	3	2	1	4	5	6	1	5	1	5	2	5	0	0	1									
		0.65%	0.99%	0.14%	0.93%	0.64%	0.88%	0.52%	0.45%	0.53%	0.32%	0.53%	0.66%	0.74%	0.24%	0.77%	0.25%	4.63%	0.30%	2.25%	0.00%	0.00%	1.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	6	7	6	8	10	3	5	3	0	3	8	8	2	9	4	0	2	0	2	0	0									
		0.79%	0.85%	0.96%	0.79%	1.03%	1.25%	0.52%	0.75%	0.80%	0.00%	0.40%	1.05%	0.98%	0.48%	1.38%	1.00%	0.00%	0.30%	0.00%	0.85%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	1	2	1	1	0	0	0	0	1	0	1	2	1	0	1	0	0	0	1	0									
		0.12%	0.14%	0.14%	0.26%	0.13%	0.13%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.12%	0.48%	0.15%	0.00%	0.93%	0.00%	0.00%	0.00%	0.82%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	152	9	9	16	7	10	6	6	8	5	20	9	20	5	2	11	1	2	3	3	0	0									
		1.39%	1.28%	1.23%	2.12%	0.90%	1.25%	1.05%	0.90%	2.12%	1.62%	2.67%	1.19%	2.45%	1.21%	0.31%	2.76%	0.93%	0.30%	1.35%	1.27%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1607	105	120	117	81	126	111	104	32	36	132	113	151	60	98	71	6	51	25	35	19	14									
		14.75%	14.96%	16.42%	15.48%	10.44%	15.75%	19.34%	15.57%	8.49%	11.69%	17.60%	14.89%	18.50%	14.53%	15.08%	17.79%	5.56%	7.72%	11.26%	14.83%	15.57%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	6	10	4	9	2	4	3	3	2	7	5	1	2	3	2	0	3	3	0	0	0									
		0.63%	0.85%	1.37%	0.53%	1.16%	0.25%	0.70%	0.45%	0.80%	0.65%	0.93%	0.66%	0.12%	0.48%	0.46%	0.50%	0.00%	0.45%	1.35%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1850	156	173	173	176	175	95	101	54	48	151	151	149	56	75	44	10	32	18	8	4	1									
		16.98%	22.22%	23.67%	22.88%	22.68%	21.88%	16.55%	15.12%	14.32%	15.58%	20.13%	19.89%	18.26%	13.56%	11.54%	11.03%	9.26%	4.84%	8.11%	3.39%	3.28%	1.43%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
