Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Ордынская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	216	24	11	11	13	11	2	2	0	9	0	1	0	2	13	7	8	0	10	1	4	1	5	7	0	9	5	0	4	0	10	2	11	1	6	2	2	7	0	9	6									
		1.57%	3.40%	1.58%	1.72%	1.60%	1.72%	1.40%	0.83%	0.00%	1.27%	0.00%	0.41%	0.00%	0.45%	1.18%	2.47%	3.98%	0.00%	1.53%	1.89%	2.74%	1.08%	0.98%	1.71%	0.00%	2.12%	1.08%	0.00%	0.80%	0.00%	1.99%	0.79%	3.82%	0.55%	1.53%	0.93%	1.68%	2.12%	0.00%	3.91%	12.77%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	472	19	20	29	29	29	5	4	1	28	17	11	1	10	22	4	7	2	33	1	4	1	19	13	4	17	17	9	21	1	28	6	5	1	20	6	4	8	8	8	0									
		3.43%	2.70%	2.87%	4.55%	3.57%	4.55%	3.50%	1.67%	2.08%	3.95%	4.70%	4.53%	0.75%	2.27%	2.00%	1.41%	3.48%	3.33%	5.05%	1.89%	2.74%	1.08%	3.72%	3.17%	3.10%	4.00%	3.67%	5.17%	4.20%	2.27%	5.58%	2.37%	1.74%	0.55%	5.12%	2.80%	3.36%	2.42%	5.06%	3.48%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	256	9	20	13	11	14	1	6	1	13	5	5	0	4	10	1	5	0	15	0	1	1	6	9	3	9	13	4	9	1	12	12	1	8	9	5	0	5	5	8	2									
		1.86%	1.28%	2.87%	2.04%	1.35%	2.19%	0.70%	2.50%	2.08%	1.84%	1.38%	2.06%	0.00%	0.91%	0.91%	0.35%	2.49%	0.00%	2.30%	0.00%	0.68%	1.08%	1.17%	2.20%	2.33%	2.12%	2.81%	2.30%	1.80%	2.27%	2.39%	4.74%	0.35%	4.42%	2.30%	2.34%	0.00%	1.52%	3.16%	3.48%	4.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6527	291	292	235	369	252	65	103	36	340	173	97	68	273	759	172	70	27	287	44	87	54	240	170	80	180	207	95	173	18	227	126	150	100	154	105	52	161	72	101	22									
		47.41%	41.28%	41.83%	36.83%	45.44%	39.50%	45.45%	42.92%	75.00%	48.02%	47.79%	39.92%	50.75%	62.05%	69.00%	60.78%	34.83%	45.00%	43.95%	83.02%	59.59%	58.06%	46.97%	41.46%	62.02%	42.35%	44.71%	54.60%	34.60%	40.91%	45.22%	49.80%	52.08%	55.25%	39.39%	49.07%	43.70%	48.79%	45.57%	43.91%	46.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	5	3	3	2	4	1	2	0	2	2	1	1	2	1	0	0	3	1	0	1	1	0	2	1	3	7	1	2	0	3	1	0	3	0	0	0	1	0	2	0									
		0.44%	0.71%	0.43%	0.47%	0.25%	0.63%	0.70%	0.83%	0.00%	0.28%	0.55%	0.41%	0.75%	0.45%	0.09%	0.00%	0.00%	5.00%	0.15%	0.00%	0.68%	1.08%	0.00%	0.49%	0.78%	0.71%	1.51%	0.57%	0.40%	0.00%	0.60%	0.40%	0.00%	1.66%	0.00%	0.00%	0.00%	0.30%	0.00%	0.87%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	1	4	2	1	0	0	0	0	0	1	3	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	2	0	0	0	1	0	0	0									
		0.18%	0.14%	0.14%	0.63%	0.25%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	2.24%	0.00%	0.27%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.20%	2.27%	0.20%	0.40%	0.00%	1.10%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3555	210	202	187	159	174	49	62	8	183	106	81	45	93	167	56	61	14	165	5	35	21	143	128	23	102	137	42	165	18	120	65	78	37	120	64	46	80	39	60	5									
		25.82%	29.79%	28.94%	29.31%	19.58%	27.27%	34.27%	25.83%	16.67%	25.85%	29.28%	33.33%	33.58%	21.14%	15.18%	19.79%	30.35%	23.33%	25.27%	9.43%	23.97%	22.58%	27.98%	31.22%	17.83%	24.00%	29.59%	24.14%	33.00%	40.91%	23.90%	25.69%	27.08%	20.44%	30.69%	29.91%	38.66%	24.24%	24.68%	26.09%	10.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	3	1	5	9	2	0	1	0	7	3	0	0	0	3	3	0	1	1	0	0	1	1	1	0	0	5	0	1	0	0	2	1	0	1	0	0	3	0	2	1									
		0.42%	0.43%	0.14%	0.78%	1.11%	0.31%	0.00%	0.42%	0.00%	0.99%	0.83%	0.00%	0.00%	0.00%	0.27%	1.06%	0.00%	1.67%	0.15%	0.00%	0.00%	1.08%	0.20%	0.24%	0.00%	0.00%	1.08%	0.00%	0.20%	0.00%	0.00%	0.79%	0.35%	0.00%	0.26%	0.00%	0.00%	0.91%	0.00%	0.87%	2.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	3	5	2	6	7	0	1	0	6	1	0	0	3	3	0	0	0	7	0	1	0	2	1	2	3	4	1	2	0	0	0	3	0	0	1	0	2	0	1	1									
		0.49%	0.43%	0.72%	0.31%	0.74%	1.10%	0.00%	0.42%	0.00%	0.85%	0.28%	0.00%	0.00%	0.68%	0.27%	0.00%	0.00%	0.00%	1.07%	0.00%	0.68%	0.00%	0.39%	0.24%	1.55%	0.71%	0.86%	0.57%	0.40%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.47%	0.00%	0.61%	0.00%	0.43%	2.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	0	3	1	2	0	0	0	4	0	2	0	1	1	0	1	0	1	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0									
		0.17%	0.00%	0.00%	0.47%	0.12%	0.31%	0.00%	0.00%	0.00%	0.56%	0.00%	0.82%	0.00%	0.23%	0.09%	0.00%	0.50%	0.00%	0.15%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.47%	0.00%	0.00%	0.60%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	10	9	5	12	10	0	2	0	2	1	3	1	0	7	3	1	0	5	0	1	3	4	7	0	1	3	2	4	0	1	4	0	1	4	1	1	1	1	4	2									
		0.84%	1.42%	1.29%	0.78%	1.48%	1.57%	0.00%	0.83%	0.00%	0.28%	0.28%	1.23%	0.75%	0.00%	0.64%	1.06%	0.50%	0.00%	0.77%	0.00%	0.68%	3.23%	0.78%	1.71%	0.00%	0.24%	0.65%	1.15%	0.80%	0.00%	0.20%	1.58%	0.00%	0.55%	1.02%	0.47%	0.84%	0.30%	0.63%	1.74%	4.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1508	77	76	85	138	83	13	44	0	64	32	26	9	26	71	24	33	8	72	1	10	9	66	40	12	57	31	19	80	4	66	20	23	17	46	18	11	50	20	21	6									
		10.95%	10.92%	10.89%	13.32%	16.99%	13.01%	9.09%	18.33%	0.00%	9.04%	8.84%	10.70%	6.72%	5.91%	6.45%	8.48%	16.42%	13.33%	11.03%	1.89%	6.85%	9.68%	12.92%	9.76%	9.30%	13.41%	6.70%	10.92%	16.00%	9.09%	13.15%	7.91%	7.99%	9.39%	11.76%	8.41%	9.24%	15.15%	12.66%	9.13%	12.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	3	4	1	1	4	0	2	0	0	1	0	0	1	1	0	0	0	3	1	0	0	1	2	0	1	0	0	0	0	1	0	1	0	2	0	1	1	0	1	0									
		0.24%	0.43%	0.57%	0.16%	0.12%	0.63%	0.00%	0.83%	0.00%	0.00%	0.28%	0.00%	0.00%	0.23%	0.09%	0.00%	0.00%	0.00%	0.46%	1.89%	0.00%	0.00%	0.20%	0.49%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.35%	0.00%	0.51%	0.00%	0.84%	0.30%	0.00%	0.43%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	451	29	36	32	37	27	4	6	1	25	6	7	1	10	22	4	4	1	25	0	1	1	4	20	2	26	20	1	16	0	16	2	10	8	19	6	1	7	7	5	2									
		3.28%	4.11%	5.16%	5.02%	4.56%	4.23%	2.80%	2.50%	2.08%	3.53%	1.66%	2.88%	0.75%	2.27%	2.00%	1.41%	1.99%	1.67%	3.83%	0.00%	0.68%	1.08%	0.78%	4.88%	1.55%	6.12%	4.32%	0.57%	3.20%	0.00%	3.19%	0.79%	3.47%	4.42%	4.86%	2.80%	0.84%	2.12%	4.43%	2.17%	4.26%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
