Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Краснощековская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2590	244	230	245	76	111	51	225	57	161	168	87	81	235	140	202	82	76	85	34									
		39.25%	38.55%	37.95%	42.83%	35.35%	46.64%	43.59%	44.29%	55.34%	35.86%	31.70%	35.95%	36.99%	49.47%	44.30%	28.17%	34.60%	44.71%	41.46%	72.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	7	3	1	0	0	1	1	1	0	3	1	0	0	0	5	1	0	1	0									
		0.38%	1.11%	0.50%	0.17%	0.00%	0.00%	0.85%	0.20%	0.97%	0.00%	0.57%	0.41%	0.00%	0.00%	0.00%	0.70%	0.42%	0.00%	0.49%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	0	0	0	3	0	0	1	1	1	3	1	0	1	0	1	1									
		0.21%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.19%	0.41%	0.46%	0.63%	0.32%	0.00%	0.42%	0.00%	0.49%	2.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1149	115	116	115	37	23	13	75	16	80	115	38	31	51	50	160	47	23	37	7									
		17.41%	18.17%	19.14%	20.10%	17.21%	9.66%	11.11%	14.76%	15.53%	17.82%	21.70%	15.70%	14.16%	10.74%	15.82%	22.32%	19.83%	13.53%	18.05%	14.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	3	1	1	4	0	2	0	1	2	0	0	3	0	0	1	0	0	0									
		0.29%	0.16%	0.50%	0.17%	0.47%	1.68%	0.00%	0.39%	0.00%	0.22%	0.38%	0.00%	0.00%	0.63%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	4	2	1	1	2	1	0	0	1	1	1	0	1	1	8	1	0	0	0									
		0.38%	0.63%	0.33%	0.17%	0.47%	0.84%	0.85%	0.00%	0.00%	0.22%	0.19%	0.41%	0.00%	0.21%	0.32%	1.12%	0.42%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	1	1	1	2	1	0	1	1	1	0	1	2	0	0	0	0									
		0.20%	0.16%	0.00%	0.00%	0.47%	0.42%	0.85%	0.39%	0.97%	0.00%	0.19%	0.41%	0.46%	0.00%	0.32%	0.28%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	16	15	5	3	4	2	14	9	7	8	4	0	4	3	17	7	4	0	0									
		1.85%	2.53%	2.48%	0.87%	1.40%	1.68%	1.71%	2.76%	8.74%	1.56%	1.51%	1.65%	0.00%	0.84%	0.95%	2.37%	2.95%	2.35%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1187	122	114	91	50	30	21	78	4	100	97	60	40	78	60	136	50	20	34	2									
		17.99%	19.27%	18.81%	15.91%	23.26%	12.61%	17.95%	15.35%	3.88%	22.27%	18.30%	24.79%	18.26%	16.42%	18.99%	18.97%	21.10%	11.76%	16.59%	4.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	0	0	0	0	0	3	2	3	3	2	0	4	0	4	0	0	0	1									
		0.35%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	1.94%	0.67%	0.57%	0.83%	0.00%	0.84%	0.00%	0.56%	0.00%	0.00%	0.00%	2.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	713	71	66	66	30	28	12	54	3	47	63	15	9	43	28	115	25	22	15	1									
		10.80%	11.22%	10.89%	11.54%	13.95%	11.76%	10.26%	10.63%	2.91%	10.47%	11.89%	6.20%	4.11%	9.05%	8.86%	16.04%	10.55%	12.94%	7.32%	2.13%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
