Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Донской район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №3718	УИК №3719	УИК №3720	УИК №3721									
		11.30%	16.64%	18.36%	16.40%	15.59%	10.76%	16.86%	9.05%	10.92%	12.60%	8.74%	10.04%	10.22%	6.99%	9.94%	8.35%	9.52%	16.54%	0.00%	7.69%	6.19%	3.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1432	134	80	82	19	65	128	32	76	81	47	85	148	95	82	53	78	65	8	1	11	62									
		13.50%	22.98%	12.88%	16.60%	10.22%	14.57%	18.29%	13.17%	12.77%	13.43%	9.13%	11.69%	19.40%	10.89%	12.73%	10.79%	11.08%	12.65%	17.02%	7.69%	11.34%	8.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	2	5	0	2	5	3	1	4	3	2	3	6	9	7	1	9	2	0	0	1	5									
		0.66%	0.34%	0.81%	0.00%	1.08%	1.12%	0.43%	0.41%	0.67%	0.50%	0.39%	0.41%	0.79%	1.03%	1.09%	0.20%	1.28%	0.39%	0.00%	0.00%	1.03%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	538	26	23	21	9	22	53	18	29	28	33	39	48	33	45	15	40	21	4	2	6	23									
		5.07%	4.46%	3.70%	4.25%	4.84%	4.93%	7.57%	7.41%	4.87%	4.64%	6.41%	5.36%	6.29%	3.78%	6.99%	3.05%	5.68%	4.09%	8.51%	15.38%	6.19%	3.08%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
