Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Белокурихинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266					
		0.39%	0.47%	0.42%	0.33%	0.48%	0.00%	0.86%	0.25%	0.14%	0.53%	0.00%	0.69%	0.45%	0.00%	0.00%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	730	97	69	87	68	44	73	108	80	21	7	12	17	6	11	30					
		10.16%	11.31%	9.75%	9.55%	8.16%	10.58%	8.94%	13.32%	10.93%	11.05%	7.29%	8.28%	7.73%	6.82%	8.87%	12.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	758	79	91	94	100	56	83	64	82	20	12	13	18	12	12	22					
		10.55%	9.21%	12.85%	10.32%	12.00%	13.46%	10.16%	7.89%	11.20%	10.53%	12.50%	8.97%	8.18%	13.64%	9.68%	9.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	44	7	4	4	2	3	3	6	4	1	1	1	6	0	1	1					
		0.61%	0.82%	0.56%	0.44%	0.24%	0.72%	0.37%	0.74%	0.55%	0.53%	1.04%	0.69%	2.73%	0.00%	0.81%	0.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4208	505	393	538	455	244	507	476	439	101	61	90	146	53	69	131					
		58.58%	58.86%	55.51%	59.06%	54.62%	58.65%	62.06%	58.69%	59.97%	53.16%	63.54%	62.07%	66.36%	60.23%	55.65%	55.98%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	116	22	16	11	15	1	10	10	7	7	3	3	3	1	3	4					
		1.61%	2.56%	2.26%	1.21%	1.80%	0.24%	1.22%	1.23%	0.96%	3.68%	3.13%	2.07%	1.36%	1.14%	2.42%	1.71%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
