Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Прокопьевск, Центральная"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	543	20	20	20	30	20	15	15	20	20	15	15	15	15	25	15	20	15	20	25	15	40	40	15	10	18	15	15	15	0	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	385	12	16	10	23	17	4	8	12	20	4	8	9	6	17	6	9	10	20	25	8	28	40	13	7	17	15	7	14	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	433	4	2	5	3	2	2	5	0	3	1	2	1	2	1	2	1	52	3	3	127	4	8	7	3	144	0	6	16	0	3	0	0	5	0	16									
14	Число погашенных неиспользованных открепительных удостоверений	158	8	4	10	7	3	11	7	8	0	11	7	6	9	8	9	11	5	0	0	7	12	0	2	3	1	0	8	1	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	273	14	0	0	9	4	0	18	22	10	8	0	0	9	5	0	0	22	15	15	1	15	12	26	0	12	20	20	16	0	0	0	0	0	0	0									
		0.54%	0.69%	0.00%	0.00%	0.44%	0.18%	0.00%	0.99%	1.01%	0.46%	0.62%	0.00%	0.00%	0.45%	0.33%	0.00%	0.00%	1.32%	0.61%	0.75%	0.06%	0.61%	0.48%	1.70%	0.00%	0.68%	0.87%	1.64%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	755	47	0	0	34	57	0	37	48	21	17	1	0	34	21	1	0	41	85	33	1	53	49	35	1	44	44	24	27	0	0	0	0	0	0	0									
		1.50%	2.31%	0.00%	0.00%	1.65%	2.59%	0.00%	2.04%	2.20%	0.97%	1.32%	0.10%	0.00%	1.70%	1.38%	0.17%	0.00%	2.45%	3.45%	1.64%	0.06%	2.14%	1.97%	2.29%	0.12%	2.49%	1.92%	1.97%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	500	38	0	0	23	29	0	24	28	24	35	1	0	11	19	0	0	25	39	25	0	23	30	18	1	16	48	20	23	0	0	0	0	0	0	0									
		0.99%	1.87%	0.00%	0.00%	1.11%	1.32%	0.00%	1.32%	1.29%	1.10%	2.72%	0.10%	0.00%	0.55%	1.25%	0.00%	0.00%	1.49%	1.58%	1.25%	0.00%	0.93%	1.20%	1.18%	0.12%	0.91%	2.10%	1.64%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	42254	1557	1850	1613	1601	1710	620	1381	1663	1609	1043	992	1927	1640	1284	580	1443	1294	1866	1603	1741	1950	1990	1194	769	1408	1769	970	1322	960	164	34	267	125	75	240									
		83.81%	76.51%	99.30%	99.32%	77.53%	77.76%	99.36%	76.00%	76.35%	73.94%	80.98%	99.20%	98.42%	82.16%	84.53%	97.97%	99.31%	77.35%	75.76%	79.87%	98.14%	78.92%	79.82%	78.14%	94.82%	79.82%	77.25%	79.57%	78.97%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	175	15	0	0	4	8	0	10	14	11	3	0	0	0	8	0	0	12	25	3	3	7	7	3	1	4	23	2	12	0	0	0	0	0	0	0									
		0.35%	0.74%	0.00%	0.00%	0.19%	0.36%	0.00%	0.55%	0.64%	0.51%	0.23%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.72%	1.02%	0.15%	0.17%	0.28%	0.28%	0.20%	0.12%	0.23%	1.00%	0.16%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	1	0	0	1	0	0	2	2	1	2	0	0	6	3	0	0	0	3	3	0	3	0	0	0	4	13	6	2	0	0	0	0	0	0	0									
		0.10%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.11%	0.09%	0.05%	0.16%	0.00%	0.00%	0.30%	0.20%	0.00%	0.00%	0.00%	0.12%	0.15%	0.00%	0.12%	0.00%	0.00%	0.00%	0.23%	0.57%	0.49%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4097	224	5	3	242	249	1	235	247	309	135	1	16	179	129	4	3	205	282	216	7	268	278	186	10	218	214	99	132	0	0	0	0	0	0	0									
		8.13%	11.01%	0.27%	0.18%	11.72%	11.32%	0.16%	12.93%	11.34%	14.20%	10.48%	0.10%	0.82%	8.97%	8.49%	0.68%	0.21%	12.25%	11.45%	10.76%	0.39%	10.85%	11.15%	12.17%	1.23%	12.36%	9.34%	8.12%	7.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	106	6	0	0	13	8	0	2	7	2	4	0	0	1	2	0	0	1	8	3	0	10	8	2	0	5	13	4	7	0	0	0	0	0	0	0									
		0.21%	0.29%	0.00%	0.00%	0.63%	0.36%	0.00%	0.11%	0.32%	0.09%	0.31%	0.00%	0.00%	0.05%	0.13%	0.00%	0.00%	0.06%	0.32%	0.15%	0.00%	0.40%	0.32%	0.13%	0.00%	0.28%	0.57%	0.33%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	14	0	0	6	10	0	2	9	8	0	0	0	2	3	0	0	5	7	2	0	5	4	3	2	2	3	6	4	0	0	0	0	0	0	0									
		0.19%	0.69%	0.00%	0.00%	0.29%	0.45%	0.00%	0.11%	0.41%	0.37%	0.00%	0.00%	0.00%	0.10%	0.20%	0.00%	0.00%	0.30%	0.28%	0.10%	0.00%	0.20%	0.16%	0.20%	0.25%	0.11%	0.13%	0.49%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	0	0	0	1	1	0	3	5	0	0	0	0	1	2	0	0	2	6	3	0	3	2	2	0	1	9	2	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.05%	0.05%	0.00%	0.17%	0.23%	0.00%	0.00%	0.00%	0.00%	0.05%	0.13%	0.00%	0.00%	0.12%	0.24%	0.15%	0.00%	0.12%	0.08%	0.13%	0.00%	0.06%	0.39%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	9	0	0	9	6	0	21	14	3	2	1	0	4	3	1	1	4	9	7	1	4	6	3	1	3	8	4	17	0	0	0	0	0	0	0									
		0.28%	0.44%	0.00%	0.00%	0.44%	0.27%	0.00%	1.16%	0.64%	0.14%	0.16%	0.10%	0.00%	0.20%	0.20%	0.17%	0.07%	0.24%	0.37%	0.35%	0.06%	0.16%	0.24%	0.20%	0.12%	0.17%	0.35%	0.33%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1082	67	8	7	67	65	1	47	72	88	20	4	6	58	20	5	4	26	61	49	11	76	64	40	21	34	65	33	63	0	0	0	0	0	0	0									
		2.15%	3.29%	0.43%	0.43%	3.24%	2.96%	0.16%	2.59%	3.31%	4.04%	1.55%	0.40%	0.31%	2.91%	1.32%	0.84%	0.28%	1.55%	2.48%	2.44%	0.62%	3.08%	2.57%	2.62%	2.59%	1.93%	2.84%	2.71%	3.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	4	0	0	1	3	0	3	2	1	0	0	0	3	4	0	0	2	6	3	1	1	3	3	0	2	6	3	1	0	0	0	0	0	0	0									
		0.10%	0.20%	0.00%	0.00%	0.05%	0.14%	0.00%	0.17%	0.09%	0.05%	0.00%	0.00%	0.00%	0.15%	0.26%	0.00%	0.00%	0.12%	0.24%	0.15%	0.06%	0.04%	0.12%	0.20%	0.00%	0.11%	0.26%	0.25%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	569	30	0	1	45	47	0	25	38	66	16	0	4	35	14	1	2	21	25	31	6	44	24	10	3	9	35	16	21	0	0	0	0	0	0	0									
		1.13%	1.47%	0.00%	0.06%	2.18%	2.14%	0.00%	1.38%	1.74%	3.03%	1.24%	0.00%	0.20%	1.75%	0.92%	0.17%	0.14%	1.26%	1.02%	1.54%	0.34%	1.78%	0.96%	0.65%	0.37%	0.51%	1.53%	1.31%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
