16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																							
19	Жириновский Владимир Вольфович	9295	143	38	102	111	64	163	83	98	78	51	86	100	173	172	147	142	124	116	121	220	85	199	14	35	18	127	273	196	144	101	43	42	49	73	159	105	91	92	155	79	114	101	157	112	116	201	110	81	145	271	113	160	187	203	180	157	149	100	111	198	136	121	53	153	165	151	171	78	152	80	64	68	194	182	58	91									
		8.25%	7.59%	4.05%	6.36%	8.04%	7.10%	9.93%	5.06%	12.39%	4.89%	3.22%	5.02%	9.91%	7.79%	14.08%	11.35%	8.89%	7.39%	6.50%	10.12%	9.68%	5.00%	10.40%	4.47%	1.85%	3.59%	9.56%	14.30%	11.13%	19.10%	5.21%	3.02%	2.95%	4.41%	7.77%	11.46%	4.58%	4.89%	10.89%	9.87%	6.13%	7.00%	6.63%	8.95%	6.86%	7.51%	10.32%	8.23%	3.87%	9.12%	13.52%	12.81%	8.10%	8.81%	11.30%	8.81%	8.06%	10.12%	5.19%	10.29%	11.17%	11.11%	10.51%	4.94%	7.87%	9.55%	8.22%	11.73%	5.49%	8.54%	9.67%	8.91%	14.72%	11.10%	15.42%	6.12%	8.81%									
20	Зюганов Геннадий Андреевич	15928	320	47	343	189	80	210	170	81	315	164	120	74	297	127	197	253	311	287	163	335	425	286	48	181	81	203	247	142	79	399	357	285	100	82	209	260	294	117	183	96	176	209	190	337	152	298	213	325	242	288	105	227	304	288	216	409	154	383	140	257	170	147	268	310	269	282	207	133	217	89	78	67	240	165	101	115									
		14.13%	16.99%	5.01%	21.38%	13.69%	8.88%	12.80%	10.36%	10.24%	19.76%	10.35%	7.00%	7.33%	13.37%	10.39%	15.21%	15.83%	18.55%	16.08%	13.63%	14.74%	25.00%	14.95%	15.34%	9.58%	16.14%	15.27%	12.94%	8.06%	10.48%	20.59%	25.04%	19.99%	8.99%	8.73%	15.07%	11.33%	15.81%	13.85%	11.66%	7.45%	10.81%	13.72%	10.83%	20.64%	9.84%	15.30%	15.93%	15.51%	15.22%	14.36%	11.90%	11.49%	14.32%	16.03%	10.57%	20.99%	10.46%	19.87%	12.97%	14.50%	13.89%	12.77%	25.00%	15.94%	15.58%	15.34%	14.20%	9.36%	12.19%	10.76%	10.86%	14.50%	13.73%	13.98%	10.67%	11.13%									
21	Миронов Сергей Михайлович	2883	85	9	24	45	15	50	28	25	47	31	22	15	69	36	51	37	30	32	44	106	15	64	6	27	9	35	41	27	38	20	15	55	23	20	30	60	13	23	80	26	45	26	39	31	27	62	28	25	56	54	34	29	53	65	50	19	35	61	31	59	36	30	11	73	67	61	56	29	47	17	18	13	59	53	30	26									
		2.56%	4.51%	0.96%	1.50%	3.26%	1.66%	3.05%	1.71%	3.16%	2.95%	1.96%	1.28%	1.49%	3.11%	2.95%	3.94%	2.32%	1.79%	1.79%	3.68%	4.66%	0.88%	3.35%	1.92%	1.43%	1.79%	2.63%	2.15%	1.53%	5.04%	1.03%	1.05%	3.86%	2.07%	2.13%	2.16%	2.62%	0.70%	2.72%	5.10%	2.02%	2.76%	1.71%	2.22%	1.90%	1.75%	3.18%	2.09%	1.19%	3.52%	2.69%	3.85%	1.47%	2.50%	3.62%	2.45%	0.97%	2.38%	3.16%	2.87%	3.33%	2.94%	2.61%	1.03%	3.75%	3.88%	3.32%	3.84%	2.04%	2.64%	2.06%	2.51%	2.81%	3.38%	4.49%	3.17%	2.52%									
22	Прохоров Михаил Дмитриевич	6936	278	9	36	170	79	158	41	138	49	36	26	85	198	93	137	40	43	48	108	285	19	134	15	21	5	165	150	48	86	69	18	42	42	19	159	141	18	98	76	18	67	138	52	80	35	228	22	108	181	176	88	49	216	178	46	39	33	31	109	206	100	94	11	145	116	179	177	48	152	20	16	42	126	89	75	64									
		6.15%	14.76%	0.96%	2.24%	12.31%	8.77%	9.63%	2.50%	17.45%	3.07%	2.27%	1.52%	8.42%	8.91%	7.61%	10.58%	2.50%	2.56%	2.69%	9.03%	12.54%	1.12%	7.00%	4.79%	1.11%	0.99%	12.42%	7.86%	2.73%	11.41%	3.56%	1.26%	2.95%	3.78%	2.02%	11.46%	6.15%	0.97%	11.60%	4.84%	1.40%	4.12%	9.06%	2.96%	4.90%	2.27%	11.70%	1.65%	5.16%	11.38%	8.78%	9.98%	2.48%	10.17%	9.91%	2.25%	2.00%	2.24%	1.61%	10.10%	11.62%	8.17%	8.17%	1.03%	7.46%	6.72%	9.74%	12.14%	3.38%	8.54%	2.42%	2.23%	9.09%	7.21%	7.54%	7.92%	6.20%									
23	Путин Владимир Владимирович	76653	1028	836	1093	855	657	1045	1313	436	1103	1282	1452	729	1460	775	742	1112	1152	1280	753	1295	1156	1211	227	1625	378	791	1178	1338	398	1311	985	999	885	741	809	1701	1441	504	1053	1061	1226	1044	1297	1060	1193	1146	959	1554	938	1172	536	1482	1341	1051	1538	1325	1082	1342	654	1024	766	746	729	1239	1086	1159	838	1113	1212	617	529	263	1118	679	679	726									
		68.00%	54.59%	89.03%	68.14%	61.91%	72.92%	63.68%	80.01%	55.12%	69.20%	80.93%	84.71%	72.25%	65.71%	63.42%	57.30%	69.59%	68.69%	71.71%	62.96%	56.97%	68.00%	63.30%	72.52%	86.02%	75.30%	59.52%	61.71%	75.98%	52.79%	67.65%	69.07%	70.06%	79.59%	78.91%	58.33%	74.15%	77.47%	59.64%	67.07%	82.31%	75.31%	68.55%	73.95%	64.91%	77.22%	58.83%	71.73%	74.18%	58.99%	58.45%	60.77%	75.04%	63.17%	58.49%	75.24%	67.98%	73.51%	69.61%	60.61%	57.76%	62.58%	64.81%	68.00%	63.70%	62.88%	63.06%	57.48%	78.33%	68.09%	74.61%	73.68%	56.93%	63.96%	57.54%	71.70%	70.28%									
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
