Выборы Президента Российской Федерации																																																																										
																																																																										
"Наименование Избирательной комиссии:    Тюмень, Калининская"																																																																										
																																																																										
Итоги голосования 																																																																										
																																																																										
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821					
18	. Глазьев Сергей Юрьевич	4155	8	73	69	48	17	50	23	66	55	105	72	42	80	97	116	92	96	79	48	61	22	47	32	26	36	55	65	48	37	80	91	79	101	95	44	65	44	48	86	50	43	89	51	55	52	9	102	50	92	92	79	63	91	66	105	107	97	82	40	17	20	64	42	42	23	56	78					
		4.54%	0.48%	6.27%	5.12%	3.33%	2.62%	4.45%	4.14%	4.07%	2.96%	4.99%	3.34%	4.15%	4.99%	5.29%	5.92%	5.02%	6.19%	4.59%	5.01%	5.17%	2.74%	4.76%	4.91%	6.45%	2.87%	3.42%	4.39%	4.32%	4.76%	5.83%	7.26%	3.86%	5.34%	5.22%	4.82%	4.85%	4.44%	6.20%	5.60%	4.39%	5.40%	5.84%	3.83%	5.27%	5.21%	0.54%	5.99%	4.04%	5.54%	4.44%	4.36%	3.19%	4.77%	3.92%	5.26%	5.71%	5.53%	4.92%	4.03%	2.70%	5.63%	5.20%	3.94%	3.60%	2.63%	3.91%	4.98%					
19	. Малышкин Олег Александрович	2063	2	15	18	20	20	35	8	28	39	30	45	35	48	32	42	50	38	34	25	17	20	29	17	6	39	40	42	31	23	19	29	57	45	34	21	40	26	19	37	29	24	16	26	34	29	15	32	35	30	55	41	56	43	52	42	58	34	38	32	15	12	40	20	18	22	29	31					
		2.25%	0.12%	1.29%	1.34%	1.39%	3.08%	3.11%	1.44%	1.73%	2.10%	1.43%	2.09%	3.46%	2.99%	1.75%	2.14%	2.73%	2.45%	1.98%	2.61%	1.44%	2.49%	2.94%	2.61%	1.49%	3.11%	2.49%	2.84%	2.79%	2.96%	1.38%	2.31%	2.78%	2.38%	1.87%	2.30%	2.98%	2.62%	2.45%	2.41%	2.55%	3.01%	1.05%	1.95%	3.26%	2.90%	0.90%	1.88%	2.83%	1.81%	2.65%	2.26%	2.84%	2.26%	3.09%	2.11%	3.10%	1.94%	2.28%	3.23%	2.38%	3.38%	3.25%	1.88%	1.54%	2.51%	2.03%	1.98%					
20	. Миронов Сергей Михайлович	888	9	12	15	13	10	9	2	23	7	16	12	6	23	11	15	20	30	18	9	6	6	8	3	0	15	11	14	16	6	14	12	12	22	18	9	6	11	10	16	9	10	17	16	11	4	15	21	9	14	33	18	16	23	12	31	32	14	25	10	8	4	11	6	11	10	11	12					
		0.97%	0.54%	1.03%	1.11%	0.90%	1.54%	0.80%	0.36%	1.42%	0.38%	0.76%	0.56%	0.59%	1.43%	0.60%	0.77%	1.09%	1.94%	1.05%	0.94%	0.51%	0.75%	0.81%	0.46%	0.00%	1.20%	0.68%	0.95%	1.44%	0.77%	1.02%	0.96%	0.59%	1.16%	0.99%	0.99%	0.45%	1.11%	1.29%	1.04%	0.79%	1.25%	1.12%	1.20%	1.05%	0.40%	0.90%	1.23%	0.73%	0.84%	1.59%	0.99%	0.81%	1.21%	0.71%	1.55%	1.71%	0.80%	1.50%	1.01%	1.27%	1.13%	0.89%	0.56%	0.94%	1.14%	0.77%	0.77%					
21	. Путин Владимир Владимирович	66077	1456	793	897	1071	474	810	430	1166	1511	1503	1639	758	1122	1283	1355	1265	996	1168	663	815	610	704	481	273	945	1235	1087	773	537	861	836	1606	1313	1290	697	979	727	570	1034	843	589	1060	929	732	740	1485	1154	918	1134	1426	1299	1441	1366	1228	1403	1308	1235	1205	741	453	262	877	799	879	664	1056	1118					
		72.22%	87.92%	68.13%	66.54%	74.27%	72.92%	72.06%	77.48%	71.98%	81.46%	71.40%	76.13%	74.83%	69.95%	69.99%	69.13%	69.05%	64.26%	67.91%	69.21%	69.01%	75.97%	71.33%	73.77%	67.74%	75.42%	76.76%	73.45%	69.64%	69.02%	62.76%	66.72%	78.38%	69.36%	70.84%	76.34%	73.01%	73.36%	73.64%	67.36%	74.08%	73.90%	69.55%	69.69%	70.11%	74.07%	89.19%	67.72%	74.15%	68.27%	68.76%	71.73%	73.00%	71.67%	72.88%	70.33%	69.83%	70.37%	72.24%	74.70%	72.02%	73.80%	71.30%	75.02%	75.26%	75.80%	73.74%	71.44%					
22	. Хакамада Ирина Муцуовна	4934	90	94	95	102	52	50	29	77	79	136	102	45	84	124	109	119	111	108	34	63	27	50	23	28	47	70	69	40	39	68	64	85	94	111	43	59	53	33	87	35	48	133	79	42	48	10	98	59	114	151	100	99	115	92	153	100	128	103	40	21	7	72	37	37	32	82	106					
		5.39%	5.43%	8.08%	7.05%	7.07%	8.00%	4.45%	5.23%	4.75%	4.26%	6.46%	4.74%	4.44%	5.24%	6.76%	5.56%	6.50%	7.16%	6.28%	3.55%	5.33%	3.36%	5.07%	3.53%	6.95%	3.75%	4.35%	4.66%	3.60%	5.01%	4.96%	5.11%	4.15%	4.97%	6.10%	4.71%	4.40%	5.35%	4.26%	5.67%	3.08%	6.02%	8.73%	5.93%	4.02%	4.80%	0.60%	5.75%	4.77%	6.86%	7.28%	5.52%	5.02%	6.03%	5.46%	7.67%	5.34%	7.29%	6.18%	4.03%	3.34%	1.97%	5.85%	3.47%	3.17%	3.65%	5.73%	6.77%					
23	. Харитонов Николай Михайлович	8109	12	101	168	85	43	108	31	162	73	209	127	84	156	157	220	190	191	219	111	143	75	98	70	43	107	134	100	154	96	253	152	96	198	173	69	112	69	53	169	113	52	123	146	134	67	50	208	87	176	185	153	177	152	140	137	158	127	120	64	83	32	84	104	138	51	113	124					
		8.86%	0.72%	8.68%	12.46%	5.89%	6.62%	9.61%	5.59%	10.00%	3.94%	9.93%	5.90%	8.29%	9.73%	8.57%	11.22%	10.37%	12.32%	12.73%	11.59%	12.11%	9.34%	9.93%	10.74%	10.67%	8.54%	8.33%	6.76%	13.87%	12.34%	18.44%	12.13%	4.69%	10.46%	9.50%	7.56%	8.35%	6.96%	6.85%	11.01%	9.93%	6.52%	8.07%	10.95%	12.84%	6.71%	3.00%	12.21%	7.03%	10.60%	8.92%	8.45%	8.97%	7.97%	8.31%	6.87%	8.44%	7.24%	7.19%	6.45%	13.20%	9.01%	6.83%	9.77%	11.82%	5.82%	7.89%	7.92%					
																																																																										
24	Против всех	4405	40	73	79	97	30	54	26	85	73	88	144	39	79	115	94	82	78	83	55	66	28	45	19	21	45	47	81	34	33	66	55	103	104	82	28	58	49	32	91	44	26	79	69	30	52	60	78	54	83	103	109	98	84	86	103	91	109	77	53	22	12	70	46	33	69	78	86					
		4.81%	2.42%	6.27%	5.86%	6.73%	4.62%	4.80%	4.68%	5.25%	3.94%	4.18%	6.69%	3.85%	4.93%	6.27%	4.80%	4.48%	5.03%	4.83%	5.74%	5.59%	3.49%	4.56%	2.91%	5.21%	3.59%	2.92%	5.47%	3.06%	4.24%	4.81%	4.39%	5.03%	5.49%	4.50%	3.07%	4.33%	4.94%	4.13%	5.93%	3.87%	3.26%	5.18%	5.18%	2.87%	5.21%	3.60%	4.58%	4.36%	5.00%	4.97%	6.02%	4.96%	4.41%	5.10%	5.16%	4.86%	6.21%	4.62%	5.34%	3.50%	3.38%	5.69%	4.32%	2.83%	7.88%	5.45%	5.50%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
