12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1256	2	22	0	16	7	4	8	9	8	13	21	14	11	29	9	15	15	13	29	18	30	15	14	28	0	20	10	4	7	14	4	7	27	17	14	19	22	24	34	20	18	15	21	25	20	24	16	30	33	13	29	24	11	9	26	27	13	25	28	20	19	25	3	11	21	13	21	29	9	17	9	6	3	13	8	10	19	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3558	45	23	187	76	118	19	296	33	92	41	24	19	22	75	28	29	30	26	45	23	45	62	17	42	21	9	20	34	26	43	14	31	26	30	20	23	20	51	42	35	36	30	34	29	30	32	50	20	47	30	44	40	40	7	41	35	40	46	34	32	22	42	11	21	58	25	49	37	30	68	117	0	8	16	10	194	195	64	32					
14	Число неиспользованных открепительных удостоверений	839	13	3	0	19	8	11	12	6	42	12	4	11	9	6	11	15	20	7	11	2	5	20	11	12	0	0	10	11	8	16	11	13	3	8	11	21	8	26	1	10	7	15	14	15	5	16	19	0	7	27	6	11	9	26	9	13	22	15	7	10	6	5	27	19	4	17	4	1	11	3	11	9	12	12	7	5	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	93	0	1	0	0	1	1	1	2	0	1	3	2	0	1	1	1	1	0	1	1	3	3	2	0	0	0	1	0	0	1	2	3	4	4	0	2	0	2	1	2	0	0	1	2	0	1	2	2	1	4	2	3	2	0	2	2	2	2	1	2	1	2	0	3	1	3	0	0	0	2	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																						
18	Богданов Андрей Владимирович	2181	11	50	4	39	34	12	32	35	44	41	44	32	27	47	19	18	26	31	41	25	70	20	20	26	5	11	25	12	13	19	21	16	45	23	23	17	9	47	41	43	12	28	38	32	27	20	30	10	52	27	48	32	31	16	35	48	24	51	14	36	36	44	4	19	39	48	45	43	5	12	20	10	2	46	25	37	13	1	3					
		2.01%	2.29%	3.83%	0.32%	2.69%	2.38%	1.63%	2.06%	3.25%	4.10%	2.34%	2.42%	2.15%	1.65%	2.27%	1.51%	1.56%	1.83%	1.82%	2.53%	2.50%	3.37%	1.45%	1.99%	1.97%	1.87%	1.16%	2.43%	1.59%	2.33%	1.14%	1.59%	1.87%	2.43%	1.63%	1.75%	1.40%	0.74%	2.35%	1.85%	2.52%	0.99%	2.28%	2.36%	2.60%	2.07%	1.81%	1.90%	1.62%	3.02%	1.67%	2.38%	1.53%	1.83%	1.78%	1.71%	2.25%	1.44%	2.50%	0.63%	2.97%	1.75%	2.01%	0.82%	2.14%	1.88%	2.66%	2.42%	2.03%	0.53%	0.63%	1.69%	1.43%	0.57%	3.26%	2.10%	3.15%	1.22%	0.67%	2.14%					
19	Жириновский Владимир Вольфович	18311	92	153	105	216	235	139	259	146	195	328	331	227	206	336	255	219	249	308	285	184	317	234	224	258	33	92	206	170	77	314	266	197	379	285	260	189	132	383	353	315	160	255	310	261	246	213	274	119	257	258	359	395	333	182	322	172	278	383	106	227	402	380	124	187	172	342	355	372	194	102	272	154	66	288	242	203	160	22	12					
		16.90%	19.17%	11.71%	8.49%	14.90%	16.47%	18.83%	16.67%	13.56%	18.17%	18.72%	18.19%	15.22%	12.61%	16.22%	20.21%	19.03%	17.55%	18.06%	17.58%	18.42%	15.25%	16.97%	22.24%	19.58%	12.36%	9.69%	20.04%	22.46%	13.80%	18.81%	20.18%	23.04%	20.43%	20.17%	19.82%	15.53%	10.86%	19.17%	15.93%	18.43%	13.20%	20.77%	19.23%	21.17%	18.88%	19.29%	17.40%	19.26%	14.92%	15.94%	17.82%	18.86%	19.66%	20.24%	15.74%	8.07%	16.69%	18.78%	4.78%	18.70%	19.55%	17.38%	25.41%	21.06%	8.28%	18.95%	19.10%	17.57%	20.44%	5.35%	23.05%	22.03%	18.97%	20.40%	20.30%	17.28%	14.99%	14.77%	8.57%					
20	Зюганов Геннадий Андреевич	15107	71	281	8	206	217	103	198	128	92	297	284	198	101	324	136	168	294	337	250	151	281	265	182	227	37	55	155	105	66	212	161	110	234	208	214	219	123	293	339	239	44	153	204	146	206	177	203	84	257	140	287	308	267	115	366	373	180	374	353	199	301	313	68	118	128	267	280	333	160	77	130	116	49	204	191	128	188	25	26					
		13.95%	14.79%	21.50%	0.65%	14.21%	15.21%	13.96%	12.74%	11.88%	8.57%	16.95%	15.60%	13.28%	6.18%	15.64%	10.78%	14.60%	20.72%	19.77%	15.42%	15.12%	13.52%	19.22%	18.07%	17.22%	13.86%	5.80%	15.08%	13.87%	11.83%	12.70%	12.22%	12.87%	12.61%	14.72%	16.31%	17.99%	10.12%	14.66%	15.30%	13.98%	3.63%	12.46%	12.66%	11.84%	15.81%	16.03%	12.89%	13.59%	14.92%	8.65%	14.24%	14.71%	15.76%	12.79%	17.89%	17.50%	10.80%	18.34%	15.92%	16.39%	14.64%	14.32%	13.93%	13.29%	6.16%	14.79%	15.06%	15.73%	16.86%	4.04%	11.02%	16.60%	14.08%	14.45%	16.02%	10.89%	17.62%	16.78%	18.57%					
21	Медведев Дмитрий Анатольевич	70787	292	791	1110	966	898	465	1043	754	712	1056	1127	994	1272	1330	838	726	820	997	1009	629	1361	837	562	777	192	775	627	454	399	1087	857	512	1165	879	794	775	934	1187	1461	1093	984	776	1042	773	800	671	1044	399	1126	1139	1287	1318	1034	568	1287	1495	1152	1189	1706	732	1285	1402	281	545	1720	1119	1156	1329	576	1686	741	398	226	857	710	781	700	99	97					
		65.35%	60.83%	60.52%	89.73%	66.62%	62.93%	63.01%	67.12%	70.01%	66.36%	60.27%	61.92%	66.67%	77.89%	64.19%	66.40%	63.08%	57.79%	58.48%	62.25%	62.96%	65.46%	60.70%	55.81%	58.95%	71.91%	81.66%	60.99%	59.97%	71.51%	65.13%	65.02%	59.88%	62.80%	62.21%	60.52%	63.68%	76.87%	59.41%	65.93%	63.96%	81.19%	63.19%	64.64%	62.69%	61.40%	60.78%	66.29%	64.56%	65.39%	70.35%	63.87%	62.94%	61.04%	63.18%	62.90%	70.12%	69.15%	58.31%	76.95%	60.30%	62.50%	64.14%	57.58%	61.37%	82.81%	61.99%	62.18%	62.78%	60.70%	88.46%	62.80%	56.94%	64.94%	60.69%	59.56%	66.47%	65.60%	66.44%	69.29%					
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
