Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Ножай-Юртовская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №445	УИК №446									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	6	0	7	1	3	0	0	1	0	0	9	0	0	1	0	0	0	0	1	0	0	0	0	1	0	11	0	1	0	4	1	0									
		0.18%	0.25%	0.00%	0.27%	0.13%	0.33%	0.00%	0.00%	0.17%	0.00%	0.00%	0.36%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.44%	0.00%	0.09%	0.00%	0.35%	0.15%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	206	21	5	15	4	9	3	7	6	10	6	17	7	1	9	3	8	3	4	7	4	3	2	3	7	2	21	6	5	2	4	0	2									
		0.77%	0.88%	0.82%	0.58%	0.51%	0.99%	0.88%	0.97%	1.03%	1.15%	0.86%	0.67%	1.40%	0.76%	0.99%	1.17%	1.15%	0.77%	1.21%	1.01%	0.61%	0.58%	1.11%	0.54%	1.08%	1.53%	0.84%	1.16%	0.45%	0.25%	0.35%	0.00%	0.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25619	2284	582	2491	749	866	326	695	558	833	669	2426	480	127	865	245	668	373	316	667	633	499	173	533	623	126	2390	496	1062	760	1103	632	369									
		95.82%	95.77%	95.72%	95.77%	95.90%	95.90%	95.88%	95.86%	95.71%	95.86%	95.85%	95.74%	95.81%	96.21%	95.90%	95.70%	95.84%	95.89%	95.76%	95.83%	95.91%	95.96%	96.11%	95.86%	95.85%	96.18%	95.79%	95.94%	95.85%	95.84%	95.75%	95.90%	95.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	162	2	6	16	7	8	4	6	2	4	7	16	2	0	5	2	3	3	2	6	7	2	2	4	7	2	19	5	3	1	2	2	5									
		0.61%	0.08%	0.99%	0.62%	0.90%	0.89%	1.18%	0.83%	0.34%	0.46%	1.00%	0.63%	0.40%	0.00%	0.55%	0.78%	0.43%	0.77%	0.61%	0.86%	1.06%	0.38%	1.11%	0.72%	1.08%	1.53%	0.76%	0.97%	0.27%	0.13%	0.17%	0.30%	1.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.02%	0.04%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	3	1	5	1	2	0	1	1	3	1	5	1	0	4	0	2	1	1	0	0	3	0	2	0	0	2	0	1	0	2	0	0									
		0.16%	0.13%	0.16%	0.19%	0.13%	0.22%	0.00%	0.14%	0.17%	0.35%	0.14%	0.20%	0.20%	0.00%	0.44%	0.00%	0.29%	0.26%	0.30%	0.00%	0.00%	0.58%	0.00%	0.36%	0.00%	0.00%	0.08%	0.00%	0.09%	0.00%	0.17%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	4	3	2	1	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	2	0	0									
		0.08%	0.00%	0.00%	0.15%	0.38%	0.22%	0.29%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.33%	0.39%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.18%	0.15%	0.00%	0.00%	0.00%	0.09%	0.00%	0.17%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0									
		0.03%	0.04%	0.16%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	112	14	1	19	1	2	0	3	0	2	1	17	2	0	0	0	2	0	0	2	1	1	0	0	1	0	18	1	3	8	9	1	3									
		0.42%	0.59%	0.16%	0.73%	0.13%	0.22%	0.00%	0.41%	0.00%	0.23%	0.14%	0.67%	0.40%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.29%	0.15%	0.19%	0.00%	0.00%	0.15%	0.00%	0.72%	0.19%	0.27%	1.01%	0.78%	0.15%	0.78%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	503	50	12	39	15	11	6	13	14	16	13	40	9	4	15	5	14	9	6	12	15	12	3	13	10	1	30	9	32	22	25	22	6									
		1.88%	2.10%	1.97%	1.50%	1.92%	1.22%	1.76%	1.79%	2.40%	1.84%	1.86%	1.58%	1.80%	3.03%	1.66%	1.95%	2.01%	2.31%	1.82%	1.72%	2.27%	2.31%	1.67%	2.34%	1.54%	0.76%	1.20%	1.74%	2.89%	2.77%	2.17%	3.34%	1.56%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
