Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Кузнецкая городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №896									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	907	25	15	20	13	13	13	27	17	17	19	26	46	18	16	46	7	12	20	19	7	16	27	6	37	16	18	12	19	37	38	25	36	63	13	28	10	110	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	779	25	13	19	11	9	12	22	12	12	15	24	31	11	13	46	7	10	17	18	4	11	25	6	20	14	18	12	15	26	33	23	28	63	10	27	7	110	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	600	4	11	9	11	5	12	13	11	12	8	28	33	16	12	13	3	17	13	15	13	21	39	11	9	12	8	12	12	20	15	7	15	20	47	19	8	5	61									
14	Число погашенных неиспользованных открепительных удостоверений	128	0	2	1	2	4	1	5	5	5	4	2	15	7	3	0	0	2	3	1	3	5	2	0	17	2	0	0	4	11	5	2	8	0	3	1	3	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	307	10	7	8	6	6	8	15	8	9	3	6	16	3	11	8	1	5	12	9	1	4	9	9	11	6	12	3	4	5	14	24	14	4	4	8	1	23	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	367	12	5	5	9	6	7	14	9	10	9	14	8	6	14	20	7	7	0	12	8	7	19	7	16	7	9	9	1	18	17	5	15	6	9	17	1	16	6									
		1.32%	1.10%	0.79%	0.87%	1.49%	1.31%	1.09%	1.21%	1.43%	1.53%	1.73%	2.06%	0.76%	1.43%	1.57%	1.96%	1.98%	0.92%	0.00%	1.66%	1.66%	1.83%	2.47%	1.93%	1.75%	0.76%	1.13%	1.51%	0.18%	1.87%	1.50%	0.47%	1.50%	0.99%	1.43%	2.04%	0.28%	1.02%	1.98%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	851	38	24	19	26	12	21	10	20	16	24	26	42	16	39	30	14	12	28	20	22	13	20	13	24	39	25	16	16	28	28	40	7	17	22	25	12	34	13									
		3.05%	3.50%	3.80%	3.32%	4.29%	2.61%	3.28%	0.87%	3.17%	2.45%	4.62%	3.83%	3.97%	3.81%	4.36%	2.93%	3.95%	1.58%	3.76%	2.76%	4.55%	3.40%	2.60%	3.58%	2.63%	4.24%	3.13%	2.68%	2.87%	2.91%	2.47%	3.73%	0.70%	2.80%	3.50%	3.00%	3.40%	2.17%	4.29%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	498	12	7	6	20	12	17	14	10	17	13	22	17	9	19	22	6	8	9	13	5	7	21	10	12	16	9	7	2	20	17	22	11	13	5	16	9	34	9									
		1.79%	1.10%	1.11%	1.05%	3.30%	2.61%	2.65%	1.21%	1.59%	2.60%	2.50%	3.24%	1.61%	2.14%	2.13%	2.15%	1.69%	1.05%	1.21%	1.79%	1.04%	1.83%	2.73%	2.75%	1.31%	1.74%	1.13%	1.17%	0.36%	2.08%	1.50%	2.05%	1.10%	2.14%	0.79%	1.92%	2.55%	2.17%	2.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13442	662	312	262	281	206	246	644	263	287	208	289	500	193	417	474	151	489	365	365	206	162	305	143	447	423	453	347	305	450	441	523	449	316	351	360	166	834	147									
		48.25%	60.90%	49.45%	45.72%	46.37%	44.88%	38.38%	55.85%	41.75%	43.95%	40.08%	42.56%	47.26%	45.95%	46.64%	46.33%	42.66%	64.34%	48.99%	50.34%	42.65%	42.41%	39.61%	39.39%	48.96%	45.98%	56.77%	58.03%	54.66%	46.83%	38.89%	48.74%	44.77%	52.06%	55.80%	43.22%	47.03%	53.19%	48.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	159	9	1	2	2	1	1	5	4	2	4	7	12	1	8	5	2	4	0	7	3	2	10	0	7	6	2	1	0	2	6	8	8	4	4	5	4	8	2									
		0.57%	0.83%	0.16%	0.35%	0.33%	0.22%	0.16%	0.43%	0.63%	0.31%	0.77%	1.03%	1.13%	0.24%	0.89%	0.49%	0.56%	0.53%	0.00%	0.97%	0.62%	0.52%	1.30%	0.00%	0.77%	0.65%	0.25%	0.17%	0.00%	0.21%	0.53%	0.75%	0.80%	0.66%	0.64%	0.60%	1.13%	0.51%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	2	0	0	0	1	0	0	0	0	2	3	0	0	2	1	2	0	0	0	1	0	3	0	1	4	0	1	0	5	0	1	0	3	0	1	1	1	1									
		0.13%	0.18%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.44%	0.00%	0.00%	0.22%	0.10%	0.56%	0.00%	0.00%	0.00%	0.21%	0.00%	0.39%	0.00%	0.11%	0.43%	0.00%	0.17%	0.00%	0.52%	0.00%	0.09%	0.00%	0.49%	0.00%	0.12%	0.28%	0.06%	0.33%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4106	112	86	90	90	59	98	128	81	93	81	91	145	78	152	206	63	89	108	90	71	53	115	57	135	155	104	84	59	97	128	167	131	124	76	148	55	367	40									
		14.74%	10.30%	13.63%	15.71%	14.85%	12.85%	15.29%	11.10%	12.86%	14.24%	15.61%	13.40%	13.71%	18.57%	17.00%	20.14%	17.80%	11.71%	14.50%	12.41%	14.70%	13.87%	14.94%	15.70%	14.79%	16.85%	13.03%	14.05%	10.57%	10.09%	11.29%	15.56%	13.06%	20.43%	12.08%	17.77%	15.58%	23.41%	13.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	126	6	0	5	4	4	1	2	4	0	3	9	7	2	3	6	0	1	0	7	1	4	5	4	2	2	3	2	2	3	2	6	7	1	2	2	0	12	2									
		0.45%	0.55%	0.00%	0.87%	0.66%	0.87%	0.16%	0.17%	0.63%	0.00%	0.58%	1.33%	0.66%	0.48%	0.34%	0.59%	0.00%	0.13%	0.00%	0.97%	0.21%	1.05%	0.65%	1.10%	0.22%	0.22%	0.38%	0.33%	0.36%	0.31%	0.18%	0.56%	0.70%	0.16%	0.32%	0.24%	0.00%	0.77%	0.66%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	161	4	9	2	4	3	3	8	3	5	4	5	10	2	7	5	0	2	0	10	3	3	5	4	6	7	2	1	0	8	8	5	8	2	1	2	2	6	2									
		0.58%	0.37%	1.43%	0.35%	0.66%	0.65%	0.47%	0.69%	0.48%	0.77%	0.77%	0.74%	0.95%	0.48%	0.78%	0.49%	0.00%	0.26%	0.00%	1.38%	0.62%	0.79%	0.65%	1.10%	0.66%	0.76%	0.25%	0.17%	0.00%	0.83%	0.71%	0.47%	0.80%	0.33%	0.16%	0.24%	0.57%	0.38%	0.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	0	0	2	0	0	0	0	1	2	1	2	1	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	1	0	0	0	1									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.15%	0.19%	0.24%	0.22%	0.10%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.17%	0.00%	0.21%	0.00%	0.09%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	5	3	5	4	6	4	5	7	7	8	6	9	0	8	8	3	2	10	9	4	7	15	3	8	15	2	4	4	4	11	8	10	5	4	6	2	12	0									
		0.84%	0.46%	0.48%	0.87%	0.66%	1.31%	0.62%	0.43%	1.11%	1.07%	1.54%	0.88%	0.85%	0.00%	0.89%	0.78%	0.85%	0.26%	1.34%	1.24%	0.83%	1.83%	1.95%	0.83%	0.88%	1.63%	0.25%	0.67%	0.72%	0.42%	0.97%	0.75%	0.99%	0.82%	0.64%	0.72%	0.57%	0.77%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5058	123	105	103	136	100	88	196	150	149	126	132	176	77	153	168	89	93	155	126	127	81	164	82	183	190	117	87	102	194	295	182	233	70	84	160	59	147	56									
		18.16%	11.32%	16.64%	17.98%	22.44%	21.79%	13.73%	16.99%	23.81%	22.82%	24.28%	19.44%	16.64%	18.33%	17.11%	16.42%	25.14%	12.24%	20.81%	17.38%	26.29%	21.20%	21.30%	22.59%	20.04%	20.65%	14.66%	14.55%	18.28%	20.19%	26.01%	16.96%	23.23%	11.53%	13.35%	19.21%	16.71%	9.38%	18.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	2	0	2	1	1	4	5	0	0	1	0	2	1	3	4	2	0	0	0	2	1	4	0	6	5	1	1	0	4	7	2	5	3	2	6	1	9	2									
		0.32%	0.18%	0.00%	0.35%	0.17%	0.22%	0.62%	0.43%	0.00%	0.00%	0.19%	0.00%	0.19%	0.24%	0.34%	0.39%	0.56%	0.00%	0.00%	0.00%	0.41%	0.26%	0.52%	0.00%	0.66%	0.54%	0.13%	0.17%	0.00%	0.42%	0.62%	0.19%	0.50%	0.49%	0.32%	0.72%	0.28%	0.57%	0.66%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2234	84	68	69	20	41	61	94	67	61	30	72	101	29	50	60	15	43	64	58	25	37	79	33	59	42	44	26	61	119	152	96	106	29	64	71	35	53	16									
		8.02%	7.73%	10.78%	12.04%	3.30%	8.93%	9.52%	8.15%	10.63%	9.34%	5.78%	10.60%	9.55%	6.90%	5.59%	5.87%	4.24%	5.66%	8.59%	8.00%	5.18%	9.69%	10.26%	9.09%	6.46%	4.57%	5.51%	4.35%	10.93%	12.38%	13.40%	8.95%	10.57%	4.78%	10.17%	8.52%	9.92%	3.38%	5.28%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
