Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
"Наименование Избирательной комиссии:    Ставрополь, Промышленная"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
		16.20%	19.39%	14.61%	14.98%	16.04%	19.19%	15.36%	15.33%	10.61%	17.47%	21.28%	15.59%	19.32%	16.62%	7.07%	18.72%	18.48%	15.69%	17.79%	15.72%	16.16%	14.98%	13.33%	19.29%	17.41%	9.34%	19.53%	10.59%	15.72%	18.25%	19.75%	11.75%	14.49%	17.77%	25.00%	13.96%	18.62%	18.80%	12.36%	12.49%	13.98%	17.34%	17.73%	7.17%	17.13%	12.31%	16.92%	17.42%	15.84%	14.95%	16.46%	18.78%	19.29%	10.94%	8.86%	20.75%	19.69%	15.47%	19.06%	9.77%	26.78%	17.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3280	70	58	49	54	0	64	0	50	0	0	0	92	57	3	95	37	25	90	65	4	133	96	24	80	53	64	71	45	86	79	65	39	44	54	68	57	56	70	68	53	63	42	40	47	28	70	18	77	16	80	75	69	24	7	86	64	68	85	93	53	57					
		3.48%	3.81%	3.67%	3.88%	3.32%	0.00%	3.28%	0.00%	3.96%	0.00%	0.00%	0.00%	4.69%	3.60%	0.62%	5.91%	3.08%	2.16%	5.27%	3.90%	1.11%	6.43%	5.84%	1.71%	4.48%	3.07%	3.98%	6.02%	3.04%	5.05%	4.51%	3.67%	2.45%	3.03%	3.79%	4.82%	3.75%	4.10%	4.26%	3.60%	3.60%	3.68%	3.05%	2.35%	2.16%	2.17%	4.04%	2.15%	3.99%	0.88%	4.10%	4.33%	3.29%	1.15%	1.00%	5.17%	4.12%	3.98%	4.31%	5.61%	6.51%	4.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	52453	932	816	629	832	794	1035	935	768	865	840	713	969	887	403	830	721	690	862	1079	206	1310	1011	902	874	1156	846	747	951	861	825	1054	925	763	554	789	754	658	1067	1163	908	907	737	1030	1372	861	894	459	1046	1055	1002	761	1132	1344	542	744	746	916	1027	1078	246	630					
		55.66%	50.76%	51.61%	49.84%	51.14%	52.55%	52.99%	60.99%	60.81%	54.37%	59.20%	59.12%	49.39%	56.07%	83.78%	51.62%	60.03%	59.48%	50.44%	64.73%	57.38%	63.29%	61.53%	64.43%	48.94%	67.05%	52.61%	63.31%	64.17%	50.53%	47.09%	59.55%	58.03%	52.55%	38.90%	55.92%	49.61%	48.13%	64.98%	61.53%	61.60%	52.95%	53.56%	60.52%	63.02%	66.64%	51.62%	54.77%	54.31%	57.78%	51.38%	43.96%	53.93%	64.21%	77.43%	44.74%	48.01%	53.66%	52.05%	65.02%	30.22%	48.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	533	12	12	10	13	0	14	0	7	0	0	0	13	13	3	11	3	6	10	11	3	20	12	6	9	6	4	4	3	9	9	14	12	8	9	10	4	5	12	10	8	9	10	10	12	12	11	2	12	4	8	19	10	11	4	9	8	12	16	18	11	10					
		0.57%	0.65%	0.76%	0.79%	0.80%	0.00%	0.72%	0.00%	0.55%	0.00%	0.00%	0.00%	0.66%	0.82%	0.62%	0.68%	0.25%	0.52%	0.59%	0.66%	0.84%	0.97%	0.73%	0.43%	0.50%	0.35%	0.25%	0.34%	0.20%	0.53%	0.51%	0.79%	0.75%	0.55%	0.63%	0.71%	0.26%	0.37%	0.73%	0.53%	0.54%	0.53%	0.73%	0.59%	0.55%	0.93%	0.64%	0.24%	0.62%	0.22%	0.41%	1.10%	0.48%	0.53%	0.57%	0.54%	0.51%	0.70%	0.81%	1.09%	1.35%	0.77%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
