Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Усть-Джегутинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234									
		0.10%	0.28%	0.00%	0.25%	0.39%	0.00%	0.00%	0.35%	0.37%	0.21%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	0	0	0	0	4	0	6	7	6	8	0	2	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.32%	0.44%	0.40%	0.77%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	213	19	25	16	15	2	4	19	7	26	24	12	11	8	0	0	18	0	0	0	0	0	0	0	0	7									
		0.65%	1.32%	1.98%	1.35%	1.46%	0.13%	0.25%	0.95%	0.32%	1.37%	1.50%	0.81%	1.05%	0.89%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	9	7	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28									
		0.20%	0.63%	0.56%	0.76%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	0	0	0	4	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.41%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	4	5	5	4	6	3	7	11	9	9	6	8	5	5	4	8	6	3	4	4	2	2	5	3	3									
		0.40%	0.28%	0.40%	0.42%	0.39%	0.39%	0.19%	0.35%	0.51%	0.47%	0.56%	0.40%	0.77%	0.56%	0.46%	0.32%	0.49%	0.49%	0.38%	0.34%	0.31%	0.15%	0.21%	0.38%	0.29%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1640	61	48	57	64	97	81	92	81	104	79	73	51	56	63	47	69	60	49	59	52	67	78	54	61	37									
		4.99%	4.24%	3.81%	4.80%	6.22%	6.26%	4.99%	4.60%	3.72%	5.47%	4.93%	4.91%	4.89%	6.23%	5.80%	3.76%	4.19%	4.87%	6.13%	4.99%	4.07%	5.08%	8.03%	4.06%	5.93%	6.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	213	3	5	4	2	10	7	8	19	11	14	9	11	6	11	8	5	3	7	16	10	13	7	8	11	5									
		0.65%	0.21%	0.40%	0.34%	0.19%	0.65%	0.43%	0.40%	0.87%	0.58%	0.87%	0.61%	1.05%	0.67%	1.01%	0.64%	0.30%	0.24%	0.88%	1.35%	0.78%	0.99%	0.72%	0.60%	1.07%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	295	3	3	2	4	7	11	19	23	16	21	18	9	13	8	17	14	11	9	9	17	26	10	10	14	1									
		0.90%	0.21%	0.24%	0.17%	0.39%	0.45%	0.68%	0.95%	1.06%	0.84%	1.31%	1.21%	0.86%	1.45%	0.74%	1.36%	0.85%	0.89%	1.13%	0.76%	1.33%	1.97%	1.03%	0.75%	1.36%	0.19%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
